seed,shot,category,samples,pixel_stride,visual_image_auroc_raw,visual_image_ap_raw,text_image_auroc_raw,text_image_ap_raw,visual_image_auroc_rank,visual_image_ap_rank,text_image_auroc_rank,text_image_ap_rank,oracle_image_auroc,oracle_image_ap,oracle_image_delta_auroc_vs_visual,oracle_image_delta_ap_vs_visual,image_text_help_count,image_text_harm_count,visual_pixel_auroc_diagnostic,visual_pixel_ap_diagnostic,text_pixel_auroc_diagnostic,text_pixel_ap_diagnostic,oracle_pixel_auroc_diagnostic,oracle_pixel_ap_diagnostic,oracle_pixel_delta_auroc_vs_visual,oracle_pixel_delta_ap_vs_visual,anomaly_region_count,text_better_region_count,text_better_region_fraction,mean_positive_text_region_gap
0,1,bracket_black,79,8,0.42819148936170215,0.545265614816065,0.6775265957446808,0.7339580535581551,0.42819148936170215,0.545265614816065,0.6775265957446808,0.7339580535581551,0.901595744680851,0.9080871459504695,0.47340425531914887,0.3628215311344045,48,31,0.9561211129624088,0.029095166171596618,0.8275357657062485,0.021746128060408522,0.9917028834272552,0.349772258695844,0.03558177046484645,0.32067709252424736,63,18,0.2857142857142857,0.09638068742222256
0,1,bracket_brown,77,8,0.44645550527903466,0.6391496255303947,0.6199095022624433,0.8043655851923789,0.44645550527903466,0.6391496255303947,0.6199095022624433,0.8043655851923789,0.7205882352941176,0.8564241791671185,0.274132730015083,0.21727455363672388,49,27,0.9508103029733912,0.06446872835252897,0.7589777019540599,0.013391292984353561,0.9852252213070352,0.35542901119527764,0.03441491833364396,0.29096028284274866,118,23,0.19491525423728814,0.16132805528848068
0,1,bracket_white,60,8,0.6144444444444445,0.5282193923941643,0.6766666666666667,0.715645649981731,0.6144444444444445,0.5282193923941643,0.6766666666666667,0.715645649981731,0.8777777777777778,0.8588314989668637,0.2633333333333333,0.33061210657269946,28,32,0.9915750724654164,0.019261916620117298,0.9946998595999941,0.02165380063388475,0.9986705453347873,0.07938760763102636,0.007095472869370845,0.06012569101090906,32,3,0.09375,0.2481602430343628
0,1,connector,44,8,0.5642857142857143,0.379645720655859,0.8738095238095238,0.7700005825782222,0.5642857142857143,0.379645720655859,0.8738095238095238,0.7700005825782222,0.9571428571428572,0.915109377084167,0.3928571428571429,0.535463656428308,26,16,0.9436927105630046,0.08528564404581934,0.8008479761929289,0.030440493537338305,0.993262663006858,0.7235681491864172,0.049569952443853316,0.6382825051405978,14,4,0.2857142857142857,0.04723703861236572
0,1,metal_plate,97,8,0.9978331527627302,0.9992488262910798,0.8472372697724809,0.944130171111633,0.9978331527627302,0.9992488262910798,0.8472372697724809,0.944130171111633,1.0,0.9999999999999998,0.0021668472372697867,0.0007511737089199721,45,49,0.9396902908747957,0.6758474146294379,0.865511178455679,0.48428122830851766,0.9898603343864988,0.9260512941059296,0.050170043511703066,0.2502038794764917,98,17,0.17346938775510204,0.044314780656029194
0,1,tubes,101,8,0.9098731884057972,0.9586008716101243,0.9542572463768115,0.9805363617642949,0.9098731884057972,0.9586008716101243,0.9542572463768115,0.9805363617642949,0.9959239130434783,0.9981713955228958,0.08605072463768104,0.039570523912771494,56,42,0.9623138430017517,0.30410175635406306,0.9717035926008478,0.2636383533082399,0.9981860907886657,0.8671361788015911,0.035872247786914,0.5630344224475281,82,32,0.3902439024390244,0.11176379024982452
0,2,bracket_black,79,8,0.4348404255319149,0.5697768789231128,0.6775265957446808,0.7339580535581551,0.4348404255319149,0.5697768789231128,0.6775265957446808,0.7339580535581551,0.8919547872340425,0.9016451496770639,0.45711436170212766,0.3318682707539511,48,31,0.9750276743991334,0.047427983127853915,0.8275357657062485,0.021746128060408522,0.9954152032440331,0.37061468249895974,0.020387528844899694,0.32318669937110583,63,7,0.1111111111111111,0.056811434882027764
0,2,bracket_brown,77,8,0.49698340874811464,0.688985295541656,0.6199095022624433,0.8043655851923789,0.49698340874811464,0.688985295541656,0.6199095022624433,0.8043655851923789,0.7194570135746607,0.8540758350824886,0.2224736048265461,0.16509053954083264,44,32,0.9339083481630411,0.05308885543748673,0.7589777019540599,0.013391292984353561,0.9808160621243535,0.33175644368846025,0.046907713961312325,0.2786675882509735,118,24,0.2033898305084746,0.1046108032266299
0,2,bracket_white,60,8,0.7188888888888889,0.6221362603520907,0.6766666666666667,0.715645649981731,0.7188888888888889,0.6221362603520907,0.6766666666666667,0.715645649981731,0.9305555555555556,0.9155858606942198,0.21166666666666667,0.2934496003421291,24,33,0.9930344561666286,0.01959106216149781,0.9946998595999941,0.02165380063388475,0.9987070144742924,0.08141427665002315,0.005672558307663889,0.061823214488525347,32,3,0.09375,0.17452780405680338
0,2,connector,44,8,0.7833333333333333,0.5496382464006424,0.8738095238095238,0.7700005825782222,0.7833333333333333,0.5496382464006424,0.8738095238095238,0.7700005825782222,0.9547619047619048,0.8952277880849309,0.17142857142857149,0.34558954168428846,22,21,0.9488173012573533,0.10429309100118643,0.8008479761929289,0.030440493537338305,0.9939458104499901,0.7473341159100141,0.04512850919263678,0.6430410249088276,14,2,0.14285714285714285,0.021788567304611206
