category,shot,held_out_h,held_out_rel,family,episode,method,mask_positive_cells,pixel_ap
bracket_brown,2,1,bracket_brown/train/good/160.png,local_erasure,4,spatial_bw_nn,16,0.8781709454338764
bracket_brown,2,1,bracket_brown/train/good/160.png,local_erasure,4,spatial_bw_nn_coord_shuffle,16,0.8208899682106774
bracket_brown,2,1,bracket_brown/train/good/160.png,local_erasure,5,global_nn,12,0.917568950657186
bracket_brown,2,1,bracket_brown/train/good/160.png,local_erasure,5,spatial_bw_nn,12,0.8729146466278819
bracket_brown,2,1,bracket_brown/train/good/160.png,local_erasure,5,spatial_bw_nn_coord_shuffle,12,0.8659722222222221
bracket_white,2,0,bracket_white/train/good/023.png,cutpaste,0,global_nn,6,0.6257575757575757
bracket_white,2,0,bracket_white/train/good/023.png,cutpaste,0,spatial_bw_nn,6,0.1361392711419311
bracket_white,2,0,bracket_white/train/good/023.png,cutpaste,0,spatial_bw_nn_coord_shuffle,6,0.22349755415793154
bracket_white,2,0,bracket_white/train/good/023.png,cutpaste,1,global_nn,12,0.34214208320995376
bracket_white,2,0,bracket_white/train/good/023.png,cutpaste,1,spatial_bw_nn,12,0.11988109714148475
bracket_white,2,0,bracket_white/train/good/023.png,cutpaste,1,spatial_bw_nn_coord_shuffle,12,0.1545998605771125
bracket_white,2,0,bracket_white/train/good/023.png,cutpaste,2,global_nn,7,0.28783240568954854
bracket_white,2,0,bracket_white/train/good/023.png,cutpaste,2,spatial_bw_nn,7,0.09039387901154118
bracket_white,2,0,bracket_white/train/good/023.png,cutpaste,2,spatial_bw_nn_coord_shuffle,7,0.07994978294348043
bracket_white,2,0,bracket_white/train/good/023.png,local_erasure,3,global_nn,10,0.8328049289891395
bracket_white,2,0,bracket_white/train/good/023.png,local_erasure,3,spatial_bw_nn,10,0.5726385863680946
bracket_white,2,0,bracket_white/train/good/023.png,local_erasure,3,spatial_bw_nn_coord_shuffle,10,0.5100476642269811
bracket_white,2,0,bracket_white/train/good/023.png,local_erasure,4,global_nn,4,0.6904761904761905
bracket_white,2,0,bracket_white/train/good/023.png,local_erasure,4,spatial_bw_nn,4,0.11511185820751864
bracket_white,2,0,bracket_white/train/good/023.png,local_erasure,4,spatial_bw_nn_coord_shuffle,4,0.16222500696184905
bracket_white,2,0,bracket_white/train/good/023.png,local_erasure,5,global_nn,8,0.7412202380952382
bracket_white,2,0,bracket_white/train/good/023.png,local_erasure,5,spatial_bw_nn,8,0.2344298560252277
bracket_white,2,0,bracket_white/train/good/023.png,local_erasure,5,spatial_bw_nn_coord_shuffle,8,0.3324156746031746
bracket_white,2,1,bracket_white/train/good/103.png,cutpaste,0,global_nn,9,0.779374201787995
bracket_white,2,1,bracket_white/train/good/103.png,cutpaste,0,spatial_bw_nn,9,0.1113284051880543
bracket_white,2,1,bracket_white/train/good/103.png,cutpaste,0,spatial_bw_nn_coord_shuffle,9,0.09867768023152784
bracket_white,2,1,bracket_white/train/good/103.png,cutpaste,1,global_nn,4,0.9166666666666666
bracket_white,2,1,bracket_white/train/good/103.png,cutpaste,1,spatial_bw_nn,4,0.1232142857142857
bracket_white,2,1,bracket_white/train/good/103.png,cutpaste,1,spatial_bw_nn_coord_shuffle,4,0.6116600790513833
bracket_white,2,1,bracket_white/train/good/103.png,cutpaste,2,global_nn,9,0.8870695256660169
bracket_white,2,1,bracket_white/train/good/103.png,cutpaste,2,spatial_bw_nn,9,0.15088129019227173
bracket_white,2,1,bracket_white/train/good/103.png,cutpaste,2,spatial_bw_nn_coord_shuffle,9,0.15012540224466242
bracket_white,2,1,bracket_white/train/good/103.png,local_erasure,3,global_nn,6,1.0
bracket_white,2,1,bracket_white/train/good/103.png,local_erasure,3,spatial_bw_nn,6,1.0
bracket_white,2,1,bracket_white/train/good/103.png,local_erasure,3,spatial_bw_nn_coord_shuffle,6,0.8773809523809524
bracket_white,2,1,bracket_white/train/good/103.png,local_erasure,4,global_nn,6,1.0
bracket_white,2,1,bracket_white/train/good/103.png,local_erasure,4,spatial_bw_nn,6,0.9150793650793649
bracket_white,2,1,bracket_white/train/good/103.png,local_erasure,4,spatial_bw_nn_coord_shuffle,6,1.0
bracket_white,2,1,bracket_white/train/good/103.png,local_erasure,5,global_nn,16,0.9851190476190477
bracket_white,2,1,bracket_white/train/good/103.png,local_erasure,5,spatial_bw_nn,16,0.8693053184345754
bracket_white,2,1,bracket_white/train/good/103.png,local_erasure,5,spatial_bw_nn_coord_shuffle,16,0.9875
connector,2,0,connector/train/good/048.png,cutpaste,0,global_nn,6,0.8531746031746033
connector,2,0,connector/train/good/048.png,cutpaste,0,spatial_bw_nn,6,0.06602336531957094
connector,2,0,connector/train/good/048.png,cutpaste,0,spatial_bw_nn_coord_shuffle,6,0.02726059033899158
connector,2,0,connector/train/good/048.png,cutpaste,1,global_nn,4,0.07194371178278365
connector,2,0,connector/train/good/048.png,cutpaste,1,spatial_bw_nn,4,0.01666100317824456
connector,2,0,connector/train/good/048.png,cutpaste,1,spatial_bw_nn_coord_shuffle,4,0.0066615245303755215
connector,2,0,connector/train/good/048.png,cutpaste,2,global_nn,6,0.5211640211640212
connector,2,0,connector/train/good/048.png,cutpaste,2,spatial_bw_nn,6,0.1640420227920228
connector,2,0,connector/train/good/048.png,cutpaste,2,spatial_bw_nn_coord_shuffle,6,0.10549391388125187
connector,2,0,connector/train/good/048.png,local_erasure,3,global_nn,16,0.9963235294117647
connector,2,0,connector/train/good/048.png,local_erasure,3,spatial_bw_nn,16,0.4674757520171607
connector,2,0,connector/train/good/048.png,local_erasure,3,spatial_bw_nn_coord_shuffle,16,0.4053251628750413
connector,2,0,connector/train/good/048.png,local_erasure,4,global_nn,8,0.9861111111111112
connector,2,0,connector/train/good/048.png,local_erasure,4,spatial_bw_nn,8,0.3365853219278142
connector,2,0,connector/train/good/048.png,local_erasure,4,spatial_bw_nn_coord_shuffle,8,0.2786595198279981
connector,2,0,connector/train/good/048.png,local_erasure,5,global_nn,12,0.9663461538461537
connector,2,0,connector/train/good/048.png,local_erasure,5,spatial_bw_nn,12,0.5073486046976758
connector,2,0,connector/train/good/048.png,local_erasure,5,spatial_bw_nn_coord_shuffle,12,0.49677311416441855
connector,2,1,connector/train/good/043.png,cutpaste,0,global_nn,8,0.5283136000921844
connector,2,1,connector/train/good/043.png,cutpaste,0,spatial_bw_nn,8,0.2926621538529717
connector,2,1,connector/train/good/043.png,cutpaste,0,spatial_bw_nn_coord_shuffle,8,0.12409572901052984
connector,2,1,connector/train/good/043.png,cutpaste,1,global_nn,9,0.4168687874828226
connector,2,1,connector/train/good/043.png,cutpaste,1,spatial_bw_nn,9,0.21439885207148635
connector,2,1,connector/train/good/043.png,cutpaste,1,spatial_bw_nn_coord_shuffle,9,0.09203091440565701
connector,2,1,connector/train/good/043.png,cutpaste,2,global_nn,15,0.796899576511227
connector,2,1,connector/train/good/043.png,cutpaste,2,spatial_bw_nn,15,0.4034298454719944
connector,2,1,connector/train/good/043.png,cutpaste,2,spatial_bw_nn_coord_shuffle,15,0.1822180208380571
connector,2,1,connector/train/good/043.png,local_erasure,3,global_nn,9,1.0000000000000002
connector,2,1,connector/train/good/043.png,local_erasure,3,spatial_bw_nn,9,0.9467813051146384
connector,2,1,connector/train/good/043.png,local_erasure,3,spatial_bw_nn_coord_shuffle,9,0.9797979797979798
connector,2,1,connector/train/good/043.png,local_erasure,4,global_nn,12,1.0
connector,2,1,connector/train/good/043.png,local_erasure,4,spatial_bw_nn,12,0.9614769489769489
connector,2,1,connector/train/good/043.png,local_erasure,4,spatial_bw_nn_coord_shuffle,12,0.8510912698412699
connector,2,1,connector/train/good/043.png,local_erasure,5,global_nn,12,0.9935897435897435
connector,2,1,connector/train/good/043.png,local_erasure,5,spatial_bw_nn,12,0.9521464646464646
connector,2,1,connector/train/good/043.png,local_erasure,5,spatial_bw_nn_coord_shuffle,12,0.8561329873829875
metal_plate,2,0,metal_plate/train/good/029.png,cutpaste,0,global_nn,6,0.7021825396825396
metal_plate,2,0,metal_plate/train/good/029.png,cutpaste,0,spatial_bw_nn,6,0.5062409812409812
metal_plate,2,0,metal_plate/train/good/029.png,cutpaste,0,spatial_bw_nn_coord_shuffle,6,0.28828940948616405
metal_plate,2,0,metal_plate/train/good/029.png,cutpaste,1,global_nn,4,0.5595238095238095
metal_plate,2,0,metal_plate/train/good/029.png,cutpaste,1,spatial_bw_nn,4,0.28733766233766234
metal_plate,2,0,metal_plate/train/good/029.png,cutpaste,1,spatial_bw_nn_coord_shuffle,4,0.1477973007384772
metal_plate,2,0,metal_plate/train/good/029.png,cutpaste,2,global_nn,15,0.9284534708447751
metal_plate,2,0,metal_plate/train/good/029.png,cutpaste,2,spatial_bw_nn,15,0.5315895764873397
metal_plate,2,0,metal_plate/train/good/029.png,cutpaste,2,spatial_bw_nn_coord_shuffle,15,0.6657956223152302
metal_plate,2,0,metal_plate/train/good/029.png,local_erasure,3,global_nn,9,0.9797979797979799
metal_plate,2,0,metal_plate/train/good/029.png,local_erasure,3,spatial_bw_nn,9,0.7830467372134038
metal_plate,2,0,metal_plate/train/good/029.png,local_erasure,3,spatial_bw_nn_coord_shuffle,9,0.7842111592111594
metal_plate,2,0,metal_plate/train/good/029.png,local_erasure,4,global_nn,14,0.9778711484593838
metal_plate,2,0,metal_plate/train/good/029.png,local_erasure,4,spatial_bw_nn,14,0.8552868583330768
metal_plate,2,0,metal_plate/train/good/029.png,local_erasure,4,spatial_bw_nn_coord_shuffle,14,0.7774906046334618
metal_plate,2,0,metal_plate/train/good/029.png,local_erasure,5,global_nn,12,0.9935897435897435
metal_plate,2,0,metal_plate/train/good/029.png,local_erasure,5,spatial_bw_nn,12,0.8588233525733526
metal_plate,2,0,metal_plate/train/good/029.png,local_erasure,5,spatial_bw_nn_coord_shuffle,12,0.6465284758241414
metal_plate,2,1,metal_plate/train/good/012.png,cutpaste,0,global_nn,7,0.49262166405023544
metal_plate,2,1,metal_plate/train/good/012.png,cutpaste,0,spatial_bw_nn,7,0.08638806731700567
metal_plate,2,1,metal_plate/train/good/012.png,cutpaste,0,spatial_bw_nn_coord_shuffle,7,0.11318227771349927
metal_plate,2,1,metal_plate/train/good/012.png,cutpaste,1,global_nn,7,0.7798185941043084
metal_plate,2,1,metal_plate/train/good/012.png,cutpaste,1,spatial_bw_nn,7,0.311845613393601
metal_plate,2,1,metal_plate/train/good/012.png,cutpaste,1,spatial_bw_nn_coord_shuffle,7,0.2523341320333802
metal_plate,2,1,metal_plate/train/good/012.png,cutpaste,2,global_nn,8,0.7239583333333333
metal_plate,2,1,metal_plate/train/good/012.png,cutpaste,2,spatial_bw_nn,8,0.2543021155830753
metal_plate,2,1,metal_plate/train/good/012.png,cutpaste,2,spatial_bw_nn_coord_shuffle,8,0.18590025862583193
metal_plate,2,1,metal_plate/train/good/012.png,local_erasure,3,global_nn,14,1.0
metal_plate,2,1,metal_plate/train/good/012.png,local_erasure,3,spatial_bw_nn,14,0.9745225013082156
metal_plate,2,1,metal_plate/train/good/012.png,local_erasure,3,spatial_bw_nn_coord_shuffle,14,0.9952380952380953
metal_plate,2,1,metal_plate/train/good/012.png,local_erasure,4,global_nn,6,1.0
metal_plate,2,1,metal_plate/train/good/012.png,local_erasure,4,spatial_bw_nn,6,0.9761904761904762
metal_plate,2,1,metal_plate/train/good/012.png,local_erasure,4,spatial_bw_nn_coord_shuffle,6,1.0
metal_plate,2,1,metal_plate/train/good/012.png,local_erasure,5,global_nn,10,0.8905880230880231
metal_plate,2,1,metal_plate/train/good/012.png,local_erasure,5,spatial_bw_nn,10,0.6550824175824176
metal_plate,2,1,metal_plate/train/good/012.png,local_erasure,5,spatial_bw_nn_coord_shuffle,10,0.8307303807303807
tubes,2,0,tubes/train/good/069.png,cutpaste,0,global_nn,9,0.5670472844385888
tubes,2,0,tubes/train/good/069.png,cutpaste,0,spatial_bw_nn,9,0.34903529106427655
tubes,2,0,tubes/train/good/069.png,cutpaste,0,spatial_bw_nn_coord_shuffle,9,0.39276704240472354
tubes,2,0,tubes/train/good/069.png,cutpaste,1,global_nn,9,0.5204958036854589
tubes,2,0,tubes/train/good/069.png,cutpaste,1,spatial_bw_nn,9,0.3506062911143125
tubes,2,0,tubes/train/good/069.png,cutpaste,1,spatial_bw_nn_coord_shuffle,9,0.12316138026246762
tubes,2,0,tubes/train/good/069.png,cutpaste,2,global_nn,9,0.9390432098765432
tubes,2,0,tubes/train/good/069.png,cutpaste,2,spatial_bw_nn,9,0.7953469561515538
tubes,2,0,tubes/train/good/069.png,cutpaste,2,spatial_bw_nn_coord_shuffle,9,0.7252094883673831
tubes,2,0,tubes/train/good/069.png,local_erasure,3,global_nn,6,0.9444444444444444
tubes,2,0,tubes/train/good/069.png,local_erasure,3,spatial_bw_nn,6,0.9444444444444444
tubes,2,0,tubes/train/good/069.png,local_erasure,3,spatial_bw_nn_coord_shuffle,6,0.826388888888889
tubes,2,0,tubes/train/good/069.png,local_erasure,4,global_nn,8,1.0
tubes,2,0,tubes/train/good/069.png,local_erasure,4,spatial_bw_nn,8,0.9068813131313131
tubes,2,0,tubes/train/good/069.png,local_erasure,4,spatial_bw_nn_coord_shuffle,8,1.0
tubes,2,0,tubes/train/good/069.png,local_erasure,5,global_nn,9,1.0
tubes,2,0,tubes/train/good/069.png,local_erasure,5,spatial_bw_nn,9,1.0000000000000002
tubes,2,0,tubes/train/good/069.png,local_erasure,5,spatial_bw_nn_coord_shuffle,9,1.0
tubes,2,1,tubes/train/good/105.png,cutpaste,0,global_nn,6,0.3073098874928143
tubes,2,1,tubes/train/good/105.png,cutpaste,0,spatial_bw_nn,6,0.1410719804439611
tubes,2,1,tubes/train/good/105.png,cutpaste,0,spatial_bw_nn_coord_shuffle,6,0.06939440363648064
tubes,2,1,tubes/train/good/105.png,cutpaste,1,global_nn,9,0.4089711341866514
tubes,2,1,tubes/train/good/105.png,cutpaste,1,spatial_bw_nn,9,0.2318359804598088
tubes,2,1,tubes/train/good/105.png,cutpaste,1,spatial_bw_nn_coord_shuffle,9,0.015876286465748103
tubes,2,1,tubes/train/good/105.png,cutpaste,2,global_nn,6,0.8432900432900432
tubes,2,1,tubes/train/good/105.png,cutpaste,2,spatial_bw_nn,6,0.7265873015873016
tubes,2,1,tubes/train/good/105.png,cutpaste,2,spatial_bw_nn_coord_shuffle,6,0.059495594780632245
tubes,2,1,tubes/train/good/105.png,local_erasure,3,global_nn,6,1.0
tubes,2,1,tubes/train/good/105.png,local_erasure,3,spatial_bw_nn,6,0.9761904761904762
tubes,2,1,tubes/train/good/105.png,local_erasure,3,spatial_bw_nn_coord_shuffle,6,0.5241522366522366
tubes,2,1,tubes/train/good/105.png,local_erasure,4,global_nn,6,0.8374999999999999
tubes,2,1,tubes/train/good/105.png,local_erasure,4,spatial_bw_nn,6,0.7851190476190476
tubes,2,1,tubes/train/good/105.png,local_erasure,4,spatial_bw_nn_coord_shuffle,6,0.6363947696139477
tubes,2,1,tubes/train/good/105.png,local_erasure,5,global_nn,11,0.9674931129476584
tubes,2,1,tubes/train/good/105.png,local_erasure,5,spatial_bw_nn,11,0.9462809917355373
tubes,2,1,tubes/train/good/105.png,local_erasure,5,spatial_bw_nn_coord_shuffle,11,0.8929981634527089
