candidate,seed,shot,category,samples,pixel_stride,visual_pixel_auroc,visual_pixel_ap,visual_aupro,fused_pixel_auroc,fused_pixel_ap,fused_aupro,delta_pixel_auroc,delta_pixel_ap,delta_aupro,oracle_pixel_ap_gain,routing_efficiency_ap,rescue_pixel_count,rescue_true_pixel_count,rescue_coverage,anomaly_coverage,rescue_precision,harm_rate,anomaly_prevalence,rescue_precision_lift,image_rescue_enabled,test_labels_used_by_router
region_wide_visual,2,4,bracket_brown,77,8,0.9461486039705125,0.06190466333377208,0.8809415877638332,0.9461486115966582,0.06190466333377208,0.8809415877638332,7.626145714922927e-09,0.0,0.0,0.3043026596112048,0.0,0,0,0.0,0.0,0.0,0.0,0.0045181221839385105,0.0,False,False
region_permissive,2,4,bracket_white,60,8,0.9973757054460541,0.0892106345082212,0.9903178588862005,0.9973757054460539,0.0892106345082212,0.9903178588862005,-2.220446049250313e-16,0.0,0.0,0.05636853739337678,0.0,28,0,0.00014880952380952382,0.0,0.0,1.0,0.00022852891156462584,0.0,False,False
region_balanced,2,4,bracket_white,60,8,0.9973757054460541,0.0892106345082212,0.9903178588862005,0.9973757054460539,0.0892106345082212,0.9903178588862005,-2.220446049250313e-16,0.0,0.0,0.05636853739337678,0.0,20,0,0.00010629251700680272,0.0,0.0,1.0,0.00022852891156462584,0.0,False,False
region_strict,2,4,bracket_white,60,8,0.9973757054460541,0.0892106345082212,0.9903178588862005,0.9973757054460539,0.0892106345082212,0.9903178588862005,-2.220446049250313e-16,0.0,0.0,0.05636853739337678,0.0,0,0,0.0,0.0,0.0,0.0,0.00022852891156462584,0.0,False,False
region_wide_visual,2,4,bracket_white,60,8,0.9973757054460541,0.0892106345082212,0.9903178588862005,0.9973757054460539,0.0892106345082212,0.9903178588862005,-2.220446049250313e-16,0.0,0.0,0.05636853739337678,0.0,15,0,7.971938775510203e-05,0.0,0.0,1.0,0.00022852891156462584,0.0,False,False
region_permissive,2,4,connector,44,8,0.9755579233790503,0.25814779123903614,0.8897248138384382,0.9755579233790503,0.25814777007187995,0.8897248138384382,0.0,-2.116715619449039e-08,0.0,0.6261593356137873,-3.3804744240923065e-08,8,0,5.797773654916512e-05,0.0,0.0,1.0,0.005536873840445269,0.0,False,False
region_balanced,2,4,connector,44,8,0.9755579233790503,0.25814779123903614,0.8897248138384382,0.9755579233790503,0.25814777007187995,0.8897248138384382,0.0,-2.116715619449039e-08,0.0,0.6261593356137873,-3.3804744240923065e-08,0,0,0.0,0.0,0.0,0.0,0.005536873840445269,0.0,False,False
region_strict,2,4,connector,44,8,0.9755579233790503,0.25814779123903614,0.8897248138384382,0.9755579233790503,0.25814777007187995,0.8897248138384382,0.0,-2.116715619449039e-08,0.0,0.6261593356137873,-3.3804744240923065e-08,0,0,0.0,0.0,0.0,0.0,0.005536873840445269,0.0,False,False
region_wide_visual,2,4,connector,44,8,0.9755579233790503,0.25814779123903614,0.8897248138384382,0.9755579233790503,0.25814777007187995,0.8897248138384382,0.0,-2.116715619449039e-08,0.0,0.6261593356137873,-3.3804744240923065e-08,0,0,0.0,0.0,0.0,0.0,0.005536873840445269,0.0,False,False
region_permissive,2,4,metal_plate,97,8,0.9760076015309124,0.8801196390099191,0.9324974334101948,0.9760076016347388,0.8801196243415723,0.9324974334101948,1.038263919284077e-10,-1.4668346759449946e-08,0.0,0.28655672677557653,-5.1188282768660316e-08,21,0,6.903534609720177e-05,0.0,0.0,1.0,0.11801428045444982,0.0,False,False
region_balanced,2,4,metal_plate,97,8,0.9760076015309124,0.8801196390099191,0.9324974334101948,0.9760076016347388,0.8801196243415723,0.9324974334101948,1.038263919284077e-10,-1.4668346759449946e-08,0.0,0.28655672677557653,-5.1188282768660316e-08,5,0,1.6436987166000422e-05,0.0,0.0,1.0,0.11801428045444982,0.0,False,False
region_strict,2,4,metal_plate,97,8,0.9760076015309124,0.8801196390099191,0.9324974334101948,0.9760076016347388,0.8801196243415723,0.9324974334101948,1.038263919284077e-10,-1.4668346759449946e-08,0.0,0.28655672677557653,-5.1188282768660316e-08,0,0,0.0,0.0,0.0,0.0,0.11801428045444982,0.0,False,False
region_wide_visual,2,4,metal_plate,97,8,0.9760076015309124,0.8801196390099191,0.9324974334101948,0.9760076016347388,0.8801196243415723,0.9324974334101948,1.038263919284077e-10,-1.4668346759449946e-08,0.0,0.28655672677557653,-5.1188282768660316e-08,0,0,0.0,0.0,0.0,0.0,0.11801428045444982,0.0,False,False
region_permissive,2,4,tubes,101,8,0.9766918577088806,0.5974698495338593,0.8897180811042076,0.9766918546303673,0.5974691825704437,0.8897180811042076,-3.0785132221211597e-09,-6.669634156075688e-07,0.0,0.5298934840914165,-1.2586744989913959e-06,0,0,0.0,0.0,0.0,0.0,0.00816137098403718,0.0,False,False
region_balanced,2,4,tubes,101,8,0.9766918577088806,0.5974698495338593,0.8897180811042076,0.9766918546303673,0.5974691825704437,0.8897180811042076,-3.0785132221211597e-09,-6.669634156075688e-07,0.0,0.5298934840914165,-1.2586744989913959e-06,0,0,0.0,0.0,0.0,0.0,0.00816137098403718,0.0,False,False
region_strict,2,4,tubes,101,8,0.9766918577088806,0.5974698495338593,0.8897180811042076,0.9766918546303673,0.5974691825704437,0.8897180811042076,-3.0785132221211597e-09,-6.669634156075688e-07,0.0,0.5298934840914165,-1.2586744989913959e-06,0,0,0.0,0.0,0.0,0.0,0.00816137098403718,0.0,False,False
region_wide_visual,2,4,tubes,101,8,0.9766918577088806,0.5974698495338593,0.8897180811042076,0.9766918546303673,0.5974691825704437,0.8897180811042076,-3.0785132221211597e-09,-6.669634156075688e-07,0.0,0.5298934840914165,-1.2586744989913959e-06,0,0,0.0,0.0,0.0,0.0,0.00816137098403718,0.0,False,False
