step,loss,seg,ap,cp,gate
55,1.253893,1.188219,0.003252,0.002750,0.064474
56,1.384673,1.319827,0.006047,0.003074,0.063022
57,1.295851,1.232767,0.006143,0.001731,0.061510
58,1.369904,1.308527,0.003346,0.003578,0.059992
59,1.449938,1.389743,0.004087,0.004540,0.058470
60,1.350032,1.290878,0.007476,0.003724,0.056914
61,1.367219,1.309989,0.006000,0.003354,0.055359
62,1.342006,1.285957,0.008028,0.003110,0.053821
63,1.374129,1.319949,0.006165,0.003515,0.052245
64,1.358732,1.306430,0.005690,0.002355,0.050694
65,1.352407,1.301694,0.003830,0.004020,0.049143
66,1.399975,1.349774,0.010689,0.002415,0.047580
67,1.312037,1.264237,0.006276,0.002481,0.046048
68,1.368749,1.322860,0.002896,0.003944,0.044521
69,1.372405,1.327008,0.007873,0.003982,0.043026
70,1.374499,1.330164,0.008550,0.005342,0.041556
71,1.405209,1.362878,0.006631,0.004593,0.040086
72,1.343728,1.303597,0.002503,0.004729,0.038684
73,1.340022,1.300820,0.004992,0.004584,0.037287
74,1.429725,1.388956,0.020810,0.003432,0.035921
75,1.344684,1.308448,0.005085,0.003131,0.034593
76,1.408370,1.372796,0.007553,0.003747,0.033314
77,1.390816,1.356622,0.007290,0.003264,0.032084
78,1.361913,1.329820,0.002331,0.003844,0.030858
79,1.375613,1.343793,0.007284,0.003335,0.029696
80,1.346668,1.315909,0.005071,0.005671,0.028611
81,1.339701,1.310497,0.005111,0.003304,0.027521
82,1.330984,1.302790,0.005145,0.003329,0.026500
83,1.333390,1.306183,0.005531,0.003024,0.025496
84,1.311280,1.285339,0.002793,0.004010,0.024580
85,1.356734,1.331555,0.004085,0.003374,0.023688
86,1.322272,1.293648,0.026489,0.002391,0.022848
87,1.309510,1.284539,0.012483,0.002280,0.022019
88,1.242647,1.220269,0.002514,0.003068,0.021261
89,1.232491,1.210284,0.005045,0.003297,0.020538
90,1.205944,1.184336,0.007232,0.001569,0.019847
91,1.353277,1.331814,0.007854,0.003454,0.019202
92,1.402082,1.379905,0.014347,0.003608,0.018586
93,1.396806,1.376812,0.006600,0.003343,0.018005
94,1.319428,1.299273,0.008228,0.005146,0.017480
95,1.241253,1.222063,0.007804,0.003307,0.016968
96,1.426014,1.407745,0.004883,0.004015,0.016489
97,1.366054,1.348670,0.002686,0.003937,0.016059
98,1.453123,1.435662,0.004157,0.004948,0.015640
99,1.383811,1.366811,0.004531,0.004146,0.015265
100,1.279379,1.261940,0.009508,0.003186,0.014900
101,1.330258,1.313993,0.006621,0.001980,0.014545
102,1.383555,1.365945,0.011941,0.005001,0.014222
103,1.376540,1.361141,0.003714,0.003628,0.013931
104,1.412613,1.397142,0.006209,0.002889,0.013651
105,1.362679,1.348048,0.002852,0.003281,0.013405
106,1.241329,1.225111,0.012527,0.002799,0.013153
107,1.357028,1.342791,0.002486,0.004084,0.012923
108,1.275444,1.260586,0.007285,0.003438,0.012714
109,1.268964,1.253495,0.011605,0.003195,0.012509
110,1.371901,1.357999,0.000125,0.007819,0.012313
111,1.302958,1.289347,0.002882,0.004447,0.012145
112,1.289923,1.275864,0.006680,0.003715,0.011980
113,1.376704,1.362669,0.007975,0.003125,0.011816
114,1.335922,1.323100,0.001549,0.004189,0.011674
115,1.260715,1.247785,0.003662,0.003268,0.011544
116,1.408317,1.394790,0.005627,0.004931,0.011415
117,1.323518,1.310810,0.003524,0.003536,0.011297
118,1.381492,1.368966,0.003928,0.002789,0.011182
119,1.263455,1.249764,0.009663,0.003341,0.011090
120,1.417962,1.393486,0.063740,0.003703,0.010987
121,1.113126,1.097350,0.020221,0.004161,0.010900
122,1.246981,1.228147,0.035169,0.004976,0.010805
123,1.249136,1.228828,0.043884,0.004050,0.010721
124,1.215215,1.196607,0.035682,0.004171,0.010638
125,1.162218,1.146579,0.022058,0.003324,0.010563
126,1.278952,1.263190,0.020603,0.005772,0.010486
127,1.298264,1.273649,0.066561,0.004448,0.010414
128,1.332653,1.308643,0.063366,0.004952,0.010346
129,1.318542,1.300331,0.035772,0.003905,0.010276
130,1.376943,1.354962,0.055164,0.003671,0.010214
131,1.277540,1.258685,0.037857,0.005619,0.010160
132,1.103067,1.083305,0.044934,0.003329,0.010109
133,1.158462,1.137499,0.050758,0.003795,0.010052
134,1.263157,1.246514,0.027685,0.005520,0.010002
135,1.300015,1.280027,0.046904,0.003211,0.009965
136,1.430580,1.413386,0.033299,0.003275,0.009880
137,1.282543,1.266890,0.024521,0.004625,0.009824
138,1.411686,1.391225,0.049195,0.004283,0.009765
139,1.240651,1.221477,0.041200,0.006055,0.009723
140,1.206246,1.188524,0.034506,0.005571,0.009706
141,1.200422,1.184212,0.027391,0.005177,0.009697
142,1.372063,1.353185,0.042307,0.004192,0.009578
143,1.096829,1.080472,0.030697,0.003424,0.009532
144,1.434362,1.412256,0.061033,0.002239,0.009451
145,1.262036,1.244750,0.034686,0.004687,0.009411
146,1.174308,1.148389,0.078341,0.004472,0.009356
147,1.129802,1.111134,0.042668,0.004198,0.009295
148,1.193341,1.174755,0.042523,0.004132,0.009254
149,1.258169,1.242612,0.026686,0.005095,0.009201
150,1.304672,1.285424,0.045341,0.005113,0.009158
151,1.198817,1.179032,0.050685,0.002731,0.009102
152,1.232330,1.217546,0.024351,0.004364,0.009041
153,1.207401,1.187187,0.052057,0.004114,0.008979
154,1.249820,1.232873,0.035708,0.004359,0.008933
155,1.105035,1.089988,0.026775,0.004089,0.008874
156,1.197438,1.177836,0.049310,0.004584,0.008822
157,1.249163,1.233406,0.031401,0.003543,0.008769
158,1.135157,1.119227,0.032345,0.003699,0.008722
159,1.293275,1.275876,0.039847,0.003828,0.008664
160,1.265189,1.243879,0.059858,0.003593,0.008620
161,1.233234,1.218222,0.027348,0.004876,0.008567
162,1.278887,1.261462,0.039387,0.005171,0.008514
163,1.351231,1.332818,0.045295,0.004432,0.008468
164,1.192516,1.176171,0.035571,0.004075,0.008416
165,1.182662,1.168342,0.025028,0.004716,0.008371
166,1.188822,1.172367,0.036089,0.004592,0.008319
167,1.303371,1.284156,0.049139,0.005582,0.008271
168,1.202707,1.185386,0.041484,0.004007,0.008223
169,1.150780,1.137090,0.023815,0.003751,0.008177
170,1.253917,1.230851,0.070143,0.004567,0.008124
171,1.220455,1.203200,0.041572,0.004298,0.008081
172,1.099916,1.077604,0.067539,0.003856,0.008033
173,1.289341,1.277523,0.013994,0.005169,0.007985
174,1.223765,1.211656,0.017141,0.003691,0.007943
175,1.158711,1.142894,0.036583,0.003024,0.007896
176,1.259078,1.243545,0.033305,0.005074,0.007857
177,1.246106,1.227114,0.051569,0.004281,0.007822
178,1.233879,1.211018,0.072302,0.003075,0.007786
179,1.243421,1.226613,0.041934,0.003358,0.007749
180,1.287130,1.270227,0.041924,0.004086,0.007702
181,1.228146,1.211499,0.041394,0.003622,0.007644
182,1.227336,1.212119,0.032768,0.005295,0.007604
183,1.385388,1.370628,0.031307,0.004695,0.007560
184,1.366533,1.346707,0.057508,0.004054,0.007514
185,1.295000,1.278602,0.040418,0.004154,0.007484
186,1.281467,1.267363,0.028605,0.004641,0.007455
187,1.288664,1.269206,0.054349,0.005917,0.007404
188,1.293954,1.280533,0.025202,0.005049,0.007370
189,1.363967,1.349904,0.028360,0.005153,0.007360
190,1.397607,1.379161,0.051963,0.003459,0.007362
191,1.325727,1.303660,0.070117,0.003857,0.007272
192,1.254017,1.230784,0.075435,0.004588,0.007228
193,1.182361,1.164811,0.046430,0.005453,0.007174
194,1.365823,1.341999,0.080558,0.002867,0.007139
195,1.199294,1.184336,0.035804,0.003472,0.007103
196,1.267002,1.256726,0.012159,0.003908,0.007063
197,1.388488,1.372885,0.038579,0.004299,0.007028
198,1.236235,1.219394,0.044953,0.004304,0.006990
199,1.314268,1.296273,0.050899,0.004310,0.006953
200,1.169371,1.153957,0.037536,0.004946,0.006918
201,1.221136,1.209890,0.016334,0.005469,0.006885
202,1.287114,1.273374,0.028992,0.005443,0.006853
203,1.202780,1.185953,0.046434,0.003613,0.006819
204,1.266699,1.253769,0.026151,0.004571,0.006785
205,1.220574,1.205158,0.038993,0.004313,0.006754
206,1.187255,1.170748,0.043473,0.005454,0.006722
207,1.293136,1.277070,0.042821,0.004052,0.006691
208,1.413987,1.397941,0.042949,0.003973,0.006661
209,1.253780,1.239616,0.033115,0.004543,0.006633
210,1.349208,1.331555,0.048793,0.006459,0.006602
211,1.245143,1.236763,0.005264,0.003764,0.006574
212,1.357041,1.340854,0.042334,0.005861,0.006548
213,1.355241,1.336091,0.058807,0.004340,0.006521
214,1.229423,1.211235,0.054514,0.003952,0.006495
215,1.327407,1.312974,0.035202,0.004627,0.006467
216,1.334466,1.323307,0.019287,0.004329,0.006436
217,1.208908,1.192925,0.044648,0.003207,0.006412
218,1.244562,1.226070,0.055279,0.005264,0.006383
219,1.240808,1.226053,0.037540,0.004466,0.006354
220,1.271883,1.251824,0.064690,0.003964,0.006328
221,1.351037,1.339924,0.018406,0.005648,0.006302
222,1.301273,1.287197,0.033978,0.005011,0.006278
223,1.326507,1.310087,0.045853,0.004970,0.006256
224,1.216859,1.203879,0.029339,0.004375,0.006238
225,1.276477,1.257666,0.057393,0.005409,0.006250
226,1.289919,1.274169,0.042620,0.004925,0.006241
227,1.143804,1.129601,0.036258,0.003901,0.006171
228,1.328270,1.312319,0.044309,0.004731,0.006143
229,1.135710,1.119249,0.047889,0.003841,0.006115
230,1.249818,1.234908,0.040476,0.003653,0.006083
231,1.417582,1.399213,0.058686,0.002890,0.006054
232,1.261657,1.241861,0.063550,0.005251,0.006036
233,1.267388,1.249871,0.052725,0.004812,0.006009
234,1.276936,1.256599,0.067367,0.004413,0.005981
235,1.229299,1.215082,0.037032,0.004267,0.005957
236,1.254643,1.241685,0.030068,0.005037,0.005936
237,1.330281,1.317455,0.027717,0.006821,0.005918
238,1.263497,1.252787,0.019866,0.004229,0.005891
239,1.269065,1.252632,0.048242,0.004591,0.005866
240,1.221951,1.213884,0.007180,0.003793,0.005872
241,1.240423,1.232996,0.003197,0.004529,0.005882
242,1.266328,1.257463,0.010991,0.003877,0.005891
243,1.323668,1.315010,0.007639,0.006225,0.005885
244,1.250863,1.242366,0.009554,0.003753,0.005836
245,1.245606,1.238281,0.003371,0.004452,0.005761
246,1.308805,1.300493,0.007431,0.005421,0.005741
247,1.316586,1.308915,0.003684,0.006160,0.005701
248,1.280598,1.272314,0.008527,0.004509,0.005676
249,1.307779,1.299722,0.006316,0.005714,0.005651
250,1.197704,1.190094,0.005779,0.004128,0.005629
251,1.310381,1.302234,0.007134,0.005603,0.005600
252,1.253392,1.246330,0.002825,0.004614,0.005575
253,1.335129,1.326574,0.008984,0.006014,0.005555
254,1.334721,1.326700,0.006708,0.005728,0.005534
255,1.187051,1.179631,0.005933,0.003606,0.005512
256,1.257729,1.250208,0.004875,0.005276,0.005491
257,1.295500,1.288124,0.004742,0.004801,0.005468
258,1.272437,1.265481,0.002325,0.005219,0.005448
259,1.283475,1.275936,0.006000,0.004553,0.005428
260,1.194888,1.188045,0.003811,0.003340,0.005413
261,1.259241,1.251564,0.006844,0.004600,0.005388
262,1.259427,1.252304,0.002989,0.005789,0.005368
263,1.299052,1.292028,0.002910,0.005463,0.005348
264,1.253773,1.246572,0.005169,0.004196,0.005329
265,1.254795,1.247624,0.004932,0.004376,0.005309
266,1.350208,1.342919,0.001697,0.008293,0.005290
267,1.327149,1.319712,0.003302,0.007530,0.005271
268,1.291493,1.284530,0.003764,0.004789,0.005252
269,1.317831,1.310883,0.003475,0.005103,0.005233
270,1.183143,1.177087,0.000856,0.003357,0.005214
271,1.222842,1.215179,0.007909,0.004434,0.005195
272,1.355410,1.347011,0.009348,0.006767,0.005176
273,1.375057,1.367528,0.003696,0.008150,0.005159
274,1.304780,1.298053,0.002948,0.004978,0.005143
275,1.303254,1.295146,0.009311,0.005572,0.005132
276,1.191039,1.184456,0.003692,0.003507,0.005143
277,1.195362,1.188537,0.004423,0.003835,0.005173
278,1.319614,1.312272,0.004498,0.006466,0.005149
279,1.344136,1.336821,0.004127,0.006971,0.005095
280,1.273934,1.266581,0.006231,0.004927,0.005121
281,1.338794,1.330644,0.007880,0.007311,0.005111
282,1.236356,1.228915,0.007496,0.004596,0.005023
283,1.288855,1.280792,0.009997,0.005313,0.005000
284,1.275745,1.268977,0.003945,0.005038,0.004971
285,1.247674,1.241030,0.004275,0.004220,0.004946
286,1.391593,1.384198,0.005419,0.006928,0.004926
287,1.299616,1.292585,0.004866,0.005770,0.004904
288,1.369333,1.362599,0.001956,0.007294,0.004884
289,1.235882,1.229189,0.004869,0.004283,0.004862
290,1.294528,1.287594,0.005791,0.004656,0.004845
291,1.347698,1.339944,0.008992,0.005650,0.004826
292,1.256811,1.250409,0.003873,0.004097,0.004808
293,1.291520,1.285173,0.002619,0.005168,0.004790
294,1.306354,1.299384,0.005431,0.005555,0.004773
295,1.249000,1.242528,0.004140,0.004437,0.004757
296,1.359276,1.352014,0.003917,0.008697,0.004740
297,1.253356,1.246855,0.004629,0.004261,0.004723
298,1.257716,1.250643,0.007444,0.004380,0.004708
299,1.268317,1.261238,0.006374,0.005547,0.004695
300,1.369336,1.360423,0.013615,0.007501,0.004689
301,1.264232,1.257839,0.003056,0.005283,0.004725
302,1.243976,1.237583,0.003340,0.004956,0.004734
303,1.313816,1.305888,0.010774,0.005673,0.004639
304,1.204545,1.196897,0.011583,0.003498,0.004632
305,1.249119,1.241718,0.008993,0.004950,0.004612
306,1.353779,1.345168,0.012680,0.007448,0.004586
307,1.217979,1.211706,0.003424,0.005114,0.004566
308,1.255097,1.249032,0.003051,0.004525,0.004551
309,1.349195,1.342773,0.001942,0.007500,0.004533
310,1.161295,1.155269,0.004331,0.003214,0.004517
311,1.226865,1.219327,0.010586,0.004599,0.004501
312,1.250284,1.244310,0.003382,0.004067,0.004485
313,1.313165,1.306261,0.006128,0.006048,0.004469
314,1.257713,1.251622,0.003323,0.004868,0.004453
315,1.314299,1.306654,0.010015,0.006024,0.004438
316,1.323655,1.315606,0.012152,0.005983,0.004422
317,1.288752,1.282190,0.005228,0.005545,0.004408
318,1.216564,1.210160,0.005267,0.004792,0.004392
319,1.256782,1.250401,0.005200,0.004813,0.004378
320,1.169673,1.162168,0.012320,0.003387,0.004363
321,1.273883,1.267752,0.004191,0.004721,0.004349
322,1.274392,1.268158,0.004459,0.005016,0.004339
323,1.250873,1.245178,0.002773,0.003974,0.004346
324,1.296160,1.290099,0.003134,0.005373,0.004360
325,1.320198,1.313450,0.006159,0.005782,0.004360
326,1.228414,1.222396,0.004915,0.003607,0.004314
327,1.303582,1.297443,0.003291,0.005875,0.004306
328,1.310581,1.303641,0.007681,0.005573,0.004290
329,1.202945,1.197462,0.002045,0.004113,0.004252
330,1.158121,1.152639,0.002967,0.003294,0.004230
331,1.271057,1.264431,0.007588,0.004517,0.004205
332,1.260312,1.254302,0.004428,0.004680,0.004188
333,1.253164,1.247183,0.004764,0.004287,0.004171
334,1.356938,1.350643,0.003627,0.007072,0.004156
335,1.249870,1.242652,0.011368,0.004022,0.004139
336,1.266130,1.260375,0.002998,0.005169,0.004121
337,1.337534,1.331345,0.005111,0.005296,0.004107
338,1.267951,1.261605,0.005785,0.005478,0.004094
339,1.420339,1.413815,0.005128,0.007096,0.004079
340,1.336601,1.330392,0.003983,0.006742,0.004064
341,1.265159,1.259905,0.001836,0.004184,0.004050
342,1.249769,1.243758,0.005646,0.004229,0.004037
343,1.203518,1.198040,0.003378,0.003898,0.004023
344,1.301829,1.295521,0.006270,0.005224,0.004009
345,1.292812,1.285250,0.012984,0.004847,0.003996
346,1.335508,1.329199,0.004826,0.006803,0.003983
347,1.220488,1.215081,0.003337,0.003855,0.003969
348,1.333163,1.327262,0.004895,0.004829,0.003956
349,1.248220,1.242092,0.006410,0.004516,0.003943
350,1.317475,1.310291,0.011335,0.004931,0.003931
351,1.304158,1.297140,0.009587,0.005909,0.003919
352,1.218517,1.212709,0.004625,0.004838,0.003915
353,1.261269,1.255609,0.002949,0.005707,0.003929
354,1.302297,1.295932,0.005940,0.006322,0.003913
355,1.233573,1.228509,0.001850,0.004072,0.003880
356,1.294552,1.288332,0.006362,0.005421,0.003863
357,1.287219,1.280865,0.008208,0.004330,0.003846
358,1.315218,1.309119,0.005281,0.006054,0.003831
359,1.216117,1.210664,0.003840,0.004328,0.003819
360,1.150676,1.140444,0.027188,0.004919,0.003810
361,1.159760,1.149196,0.028494,0.004818,0.003902
362,1.134796,1.126648,0.014136,0.005392,0.004243
363,0.998962,0.990840,0.018479,0.003097,0.003807
364,1.052700,1.045048,0.016325,0.002977,0.003792
365,1.203690,1.194626,0.021470,0.004962,0.003778
366,1.078266,1.069082,0.024373,0.002743,0.003760
367,1.121687,1.112512,0.022927,0.004295,0.003731
368,1.120115,1.111122,0.021551,0.004909,0.003701
369,1.072658,1.063218,0.022522,0.006244,0.003686
370,1.192896,1.184166,0.018976,0.006312,0.003672
371,1.050132,1.041086,0.023109,0.003803,0.003664
372,1.112572,1.103362,0.021811,0.005922,0.003663
373,1.079962,1.071511,0.018853,0.005174,0.003646
374,1.153556,1.143688,0.026210,0.005009,0.003624
375,1.129173,1.118230,0.031576,0.005071,0.003613
376,1.145023,1.136521,0.020478,0.004007,0.003605
377,1.132886,1.123372,0.023721,0.005889,0.003592
378,1.206697,1.196224,0.030512,0.003951,0.003581
379,1.118155,1.110472,0.016777,0.003774,0.003573
380,1.154684,1.145258,0.025646,0.003678,0.003561
381,1.196174,1.187651,0.020909,0.003952,0.003550
382,1.185299,1.177517,0.017097,0.004102,0.003543
383,1.118870,1.109972,0.022834,0.004002,0.003531
384,1.036530,1.029004,0.017075,0.002944,0.003522
385,1.062246,1.052939,0.025345,0.003616,0.003514
386,1.172555,1.163021,0.025555,0.004592,0.003505
387,1.103219,1.095365,0.017775,0.004025,0.003494
388,1.110156,1.101649,0.020765,0.004340,0.003486
389,1.062072,1.053645,0.021136,0.003620,0.003476
390,1.144890,1.135060,0.026599,0.005227,0.003465
391,1.082219,1.075402,0.012515,0.004288,0.003456
392,1.129779,1.119893,0.027042,0.005147,0.003448
393,1.244071,1.234105,0.028072,0.004568,0.003438
394,1.104706,1.095492,0.024019,0.004905,0.003429
395,1.177333,1.168838,0.020696,0.004687,0.003419
396,1.208924,1.198064,0.031194,0.006055,0.003410
397,1.208521,1.197248,0.033439,0.005915,0.003402
398,1.131340,1.121247,0.028212,0.005275,0.003395
399,1.098358,1.089591,0.023413,0.003463,0.003392
400,1.139678,1.131552,0.019429,0.004298,0.003380
401,1.145808,1.138421,0.015653,0.004448,0.003367
402,1.136593,1.125944,0.031071,0.005378,0.003359
403,1.117040,1.109266,0.018192,0.003931,0.003349
404,1.116550,1.109523,0.013670,0.004772,0.003339
405,1.164915,1.155651,0.025230,0.004441,0.003330
406,1.059590,1.051337,0.021084,0.003581,0.003320
407,1.076937,1.069516,0.016960,0.003591,0.003311
408,1.055310,1.046735,0.023559,0.002797,0.003304
409,1.104164,1.094737,0.026307,0.004340,0.003297
410,1.042361,1.034974,0.016378,0.004004,0.003311
411,1.169836,1.159061,0.032807,0.003917,0.003430
412,1.215702,1.206336,0.024303,0.005849,0.003335
413,1.112152,1.103557,0.022034,0.004289,0.003330
414,0.957717,0.950058,0.019411,0.002410,0.003294
415,1.126758,1.117600,0.025293,0.004205,0.003258
416,1.071147,1.062775,0.021702,0.003953,0.003242
417,1.089205,1.079658,0.027691,0.003891,0.003231
418,1.124772,1.116289,0.020873,0.005424,0.003223
419,1.227433,1.217825,0.026357,0.005652,0.003206
420,0.954294,0.946084,0.022469,0.002596,0.003196
421,1.101730,1.092162,0.027448,0.004459,0.003187
422,1.086573,1.077719,0.023571,0.004800,0.003180
423,1.104779,1.096682,0.019754,0.004873,0.003172
424,1.093367,1.083604,0.029098,0.003887,0.003165
425,1.224804,1.216391,0.020962,0.005308,0.003160
426,1.098938,1.090842,0.020226,0.004491,0.003153
427,1.002813,0.994075,0.025361,0.002606,0.003146
428,1.151696,1.141725,0.029010,0.005141,0.003140
429,1.022692,1.015040,0.019506,0.003060,0.003139
430,1.126470,1.117123,0.026118,0.004865,0.003150
431,1.113278,1.104770,0.020779,0.005933,0.003165
432,1.114794,1.107256,0.017836,0.004249,0.003120
433,1.175651,1.167524,0.019686,0.005333,0.003123
434,1.107580,1.099142,0.022505,0.004178,0.003102
435,1.164379,1.155150,0.025329,0.005295,0.003103
436,1.118765,1.111242,0.018512,0.003550,0.003110
437,1.112113,1.103928,0.021175,0.004179,0.003114
438,1.292431,1.282823,0.027477,0.005151,0.003083
439,1.121617,1.112506,0.025914,0.004271,0.003075
440,1.169044,1.161762,0.016430,0.004648,0.003066
441,1.098784,1.092207,0.013197,0.004402,0.003057
442,1.045362,1.037991,0.017675,0.003949,0.003045
443,1.049678,1.042026,0.019628,0.003421,0.003042
444,1.151508,1.143127,0.021454,0.005270,0.003037
445,1.219076,1.208376,0.032096,0.006263,0.003028
446,1.123048,1.114703,0.020670,0.005950,0.003021
447,1.179354,1.168596,0.033547,0.005155,0.003017
448,1.079007,1.071107,0.020553,0.003886,0.003012
449,1.127253,1.120346,0.014132,0.005376,0.003005
450,1.092980,1.085607,0.017416,0.004450,0.002999
451,1.090632,1.080784,0.030673,0.003597,0.002994
452,1.105149,1.098153,0.015827,0.004205,0.002989
453,1.202703,1.192977,0.029782,0.003933,0.002984
454,1.058213,1.050730,0.017876,0.004647,0.002979
455,1.188068,1.179914,0.020409,0.005490,0.002974
456,1.193357,1.182385,0.034630,0.005387,0.002969
457,1.123671,1.116861,0.015260,0.003957,0.002967
458,1.089700,1.082605,0.016362,0.004302,0.002963
459,1.106743,1.099163,0.019713,0.003377,0.002962
460,1.107132,1.100027,0.016112,0.004601,0.002962
461,1.233038,1.224461,0.022260,0.005753,0.002974
462,1.235374,1.226796,0.022021,0.005875,0.002999
463,1.057471,1.049894,0.018820,0.004339,0.002946
464,1.083542,1.075418,0.020782,0.005149,0.002938
465,1.094865,1.086476,0.022755,0.004548,0.002928
466,1.125067,1.115010,0.030978,0.004721,0.002918
467,1.133914,1.125330,0.023669,0.004699,0.002911
468,1.108456,1.102033,0.012486,0.005104,0.002905
469,1.091794,1.084902,0.017476,0.002498,0.002897
470,1.068609,1.061157,0.019072,0.003718,0.002894
471,1.032288,1.024889,0.018828,0.003730,0.002887
472,1.202913,1.194592,0.021889,0.005297,0.002883
473,1.149041,1.138584,0.033870,0.004029,0.002877
474,1.080151,1.072467,0.019421,0.004640,0.002873
475,1.093488,1.086778,0.014944,0.004257,0.002869
476,1.177856,1.169384,0.022926,0.005109,0.002865
477,1.150984,1.141693,0.027541,0.004606,0.002862
478,1.073828,1.066379,0.018331,0.004620,0.002858
479,1.208736,1.200510,0.020209,0.006628,0.002859
480,1.214323,1.207567,0.008819,0.010633,0.002865
481,1.259845,1.253561,0.004193,0.011839,0.003078
482,1.317206,1.310120,0.007224,0.012901,0.003061
483,1.331963,1.324267,0.010157,0.013922,0.002880
484,1.178448,1.171170,0.011548,0.010501,0.002868
485,1.229997,1.222520,0.010743,0.012341,0.002860
486,1.307503,1.299555,0.011573,0.014058,0.002822
487,1.313899,1.307486,0.004995,0.013034,0.002807
488,1.223540,1.217198,0.006028,0.011680,0.002800
489,1.165602,1.158390,0.012867,0.009221,0.002794
490,1.279241,1.272518,0.007556,0.012094,0.002793
491,1.290039,1.282040,0.012642,0.013355,0.002799
492,1.145819,1.140020,0.005328,0.009652,0.002803
493,1.237376,1.228662,0.017910,0.011740,0.002784
494,1.375581,1.368161,0.007524,0.015680,0.002779
495,1.158477,1.152864,0.005079,0.009113,0.002774
496,1.249509,1.243706,0.004419,0.010728,0.002773
497,1.304815,1.296924,0.012238,0.013366,0.002770
498,1.279748,1.273305,0.005271,0.013100,0.002768
499,1.370877,1.364901,0.001779,0.014269,0.002767
500,1.222747,1.214502,0.015405,0.012000,0.002764
501,1.246937,1.239768,0.011672,0.010371,0.002761
502,1.319202,1.311363,0.011584,0.013821,0.002758
503,1.236383,1.229135,0.010710,0.011751,0.002756
504,1.345961,1.337615,0.012669,0.015294,0.002753
505,1.254992,1.246766,0.015242,0.012150,0.002748
506,1.202785,1.194357,0.017173,0.011244,0.002745
507,1.161486,1.155523,0.007821,0.008293,0.002740
508,1.186486,1.179969,0.009536,0.009364,0.002737
509,1.291937,1.284379,0.010421,0.013702,0.002734
510,1.309183,1.303541,0.002507,0.012058,0.002729
511,1.300184,1.293367,0.007034,0.013423,0.002726
512,1.233196,1.225831,0.013071,0.010145,0.002723
513,1.317687,1.310038,0.011699,0.012950,0.002719
514,1.246588,1.238769,0.013238,0.012277,0.002716
515,1.224105,1.217939,0.005955,0.011312,0.002713
516,1.184552,1.176172,0.017086,0.011264,0.002710
