shot,seed_count,image_auroc_mean,image_auroc_std,image_ap_mean,image_ap_std,image_f1_max_mean,image_f1_max_std,pixel_auroc_mean,pixel_auroc_std,pixel_ap_mean,pixel_ap_std,aupro_mean,aupro_std
1,3,0.8939720205353868,0.00979813816023659,0.9018814950531655,0.009687173908921957,0.8571995048069819,0.006212343973582397,0.9797254469141813,0.001185352969163187,0.39072478605315647,0.014355368543818317,0.9220932013040971,0.006376470286667932
2,3,0.9140029061239457,0.006903654525322704,0.9210942311038333,0.003895746872185396,0.8711109203101961,0.007271915564339978,0.9828124260627065,0.000436976601375465,0.4146493265785886,0.008682572627270029,0.931028025817979,0.003623480720173114
4,3,0.9257957920792079,0.002392374717274529,0.9316605542809121,0.0029955250211412053,0.8816353143525832,0.004473551920547172,0.9845182056762216,0.000420973828815697,0.4297226973226687,0.0053510621216550525,0.9368830723278467,0.0013918956879296494
