shot,seed_count,image_auroc_mean,image_auroc_std,image_ap_mean,image_ap_std,image_f1_max_mean,image_f1_max_std,pixel_auroc_mean,pixel_auroc_std,pixel_ap_mean,pixel_ap_std,aupro_mean,aupro_std
1,3,0.6996433259992666,0.0019441392703503583,0.732861767654099,0.0029302771041921465,0.764514445163114,0.0019846695066484824,0.8997934357307017,0.0024055345233802016,0.10331077240387844,0.0007435835351918226,0.6734485403850707,0.007270071863135934
2,3,0.7156611936193619,0.0033586756489887033,0.7469616311354749,0.0027107293848649227,0.7705094270213645,0.002614577257829,0.9050112400941968,0.0024506754175030662,0.10871373070286508,0.0026545343736800488,0.6832391145702913,0.007458133238519068
4,3,0.7257656582324898,0.0011155610341007296,0.7537003986615333,0.0015021826249595105,0.7739271339683084,0.003484910599788559,0.9087592608757137,0.0007575332583191835,0.11186925377162416,0.0005707111325783078,0.6905463531030119,0.005071426164315456
