seed,shot,sample_count,image_auroc,image_ap,image_f1_max,pixel_auroc,pixel_ap,aupro,source
0,1,2162,0.8025005225522551,0.8293320462843924,0.7964688551936302,0.9620352039743318,0.28538365888834905,0.81726241517114,D:\STUDY\My_github\sci_project\outputs\unified\promptad_visa_seed_0_shot_1\summary.csv
0,2,2162,0.8114541391639164,0.8356656578115768,0.8065007912850685,0.9679005291913344,0.29627299969852033,0.822539426868731,D:\STUDY\My_github\sci_project\outputs\unified\promptad_visa_seed_0_shot_2\summary.csv
0,4,2162,0.8045774202420243,0.8282085540718006,0.8003433722983618,0.9701383712874841,0.31868551695191755,0.8371118220597996,D:\STUDY\My_github\sci_project\outputs\unified\promptad_visa_seed_0_shot_4\summary.csv
1,1,2162,0.8261558168316833,0.8464113809936961,0.8009982073603473,0.9594980469257051,0.2802304209605508,0.8121705252783494,D:\STUDY\My_github\sci_project\outputs\unified\promptad_visa_seed_1_shot_1\summary.csv
1,2,2162,0.835016309130913,0.8581038212398241,0.8095519972300124,0.9658133064242512,0.29660611594732267,0.8227071635508373,D:\STUDY\My_github\sci_project\outputs\unified\promptad_visa_seed_1_shot_2\summary.csv
1,4,2162,0.8380699669966996,0.8575680030642956,0.8099102497916747,0.972397971334611,0.3309399015586919,0.8321243067518242,D:\STUDY\My_github\sci_project\outputs\unified\promptad_visa_seed_1_shot_4\summary.csv
2,1,2162,0.7991233223322333,0.8340646025021593,0.8025401664225432,0.9612769902444628,0.27881927448886495,0.8126855208222518,D:\STUDY\My_github\sci_project\outputs\unified\promptad_visa_seed_2_shot_1\summary.csv
2,2,2162,0.8068935918591861,0.837360252316373,0.8073395448484905,0.9662006133314844,0.29688143267265127,0.8332127345435146,D:\STUDY\My_github\sci_project\outputs\unified\promptad_visa_seed_2_shot_2\summary.csv
2,4,2162,0.8039869224422441,0.8340636406034726,0.8024694495306601,0.9695667229053898,0.31795657296413676,0.8427280932542677,D:\STUDY\My_github\sci_project\outputs\unified\promptad_visa_seed_2_shot_4\summary.csv
