shot,seed_count,image_auroc_mean,image_auroc_std,image_ap_mean,image_ap_std,image_f1_max_mean,image_f1_max_std,pixel_auroc_mean,pixel_auroc_std,pixel_ap_mean,pixel_ap_std,aupro_mean,aupro_std
1,3,0.8092598872387239,0.014729416075975629,0.8366026765934159,0.008818009049532517,0.8000024096588403,0.003155774834541657,0.9609367470481666,0.0013023500093364076,0.28147778477925495,0.003455390427752943,0.8140394870905804,0.002802990217946608
2,3,0.8177880133846718,0.01509338526208199,0.8437099104559246,0.01249425521490035,0.8077974444545237,0.0015762989775164296,0.9666381496490234,0.0011102716972578037,0.2965868494394981,0.00030467371029557105,0.8261531083210276,0.006114390869052314
4,3,0.815544769893656,0.01950962711871009,0.8399467325798563,0.015538738355724736,0.8042410238735656,0.0050234592645252586,0.970701021842495,0.0014971384880105192,0.32252733049158205,0.007294611285305788,0.8373214073552971,0.00530499920305526
