dataset,seed,shot,category,sample_count,raw_visual_image_auroc,calibrated_visual_image_auroc,raw_text_image_auroc,calibrated_text_image_auroc,dynamic_image_auroc,dynamic_pixel_auroc,dynamic_pixel_ap,dynamic_aupro,dynamic_minus_raw_visual_image_auroc,calibration_loss_visual_image_auroc,calibration_loss_text_image_auroc,raw_visual_minus_raw_text_image_auroc,visual_calibration_high_saturation_fraction,visual_calibration_low_saturation_fraction,text_calibration_high_saturation_fraction,text_calibration_low_saturation_fraction,visual_calibrated_unique_fraction,text_calibrated_unique_fraction,raw_to_calibrated_visual_spearman,raw_to_calibrated_text_spearman,dynamic_to_raw_visual_spearman,mean_visual_weight,mean_visual_weight_normal,mean_visual_weight_anomaly,visual_weight_label_gap,visual_weight_at_upper_clip_fraction,visual_weight_at_lower_clip_fraction,mean_pixel_visual_weight,pixel_visual_weight_p10_sampled,pixel_visual_weight_p50_sampled,pixel_visual_weight_p90_sampled,route_visual_count,route_text_count,route_weighted_count
mvtec,0,1,bottle,83,0.9992063492063492,0.5,0.9333333333333333,0.7777777777777778,0.7777777777777778,0.9084752718166668,0.4333019138537322,0.8426103215848294,-0.22142857142857142,-0.4992063492063492,-0.15555555555555556,0.06587301587301586,1.0,0.0,0.024096385542168676,0.7108433734939759,0.012048192771084338,0.43373493975903615,,0.8981320609699388,0.36448783822240866,0.5727141212268048,0.49999988079071045,0.5957980070795331,0.09579812628882267,0.0,0.0,0.4827648388209127,0.437207356095314,0.49999967217445374,0.5056764721870423,18,0,65
mvtec,0,1,cable,150,0.9205397301349325,0.5086206896551724,0.8809970014992504,0.5,0.5086206896551724,0.903857704198922,0.3722042875323006,0.6265533474757538,-0.41191904047976013,-0.41191904047976013,-0.3809970014992504,0.03954272863568209,1.0,0.0,0.0,1.0,0.013333333333333334,0.006666666666666667,0.14095229572048187,,0.14095229572048187,0.49999983807404835,0.4999997703165844,0.49999988079071045,1.104741260693487e-07,0.0,0.0,0.511417399739651,0.49999967217445374,0.49999967217445374,0.5020279824733734,0,0,150
mvtec,0,1,capsule,132,0.8635819704826485,0.5,0.9026725169525329,0.9026725169525329,0.9026725169525328,0.9669916232647456,0.1606423907711297,0.9531808538844292,0.0390905464698843,-0.3635819704826485,0.0,-0.03909054646988441,1.0,0.0,0.0,0.0,0.007575757575757576,1.0,,0.9999999999999998,0.640918743771295,0.7373218563469973,0.8536111842031064,0.7127837412947908,-0.14082744290831561,0.0,0.0,0.24242628197432248,0.14182026386260987,0.14941450953483582,0.49999967217445374,101,0,31
mvtec,0,1,carpet,117,1.0,0.5,1.0,0.5,0.5,0.976233331444021,0.2980477991643034,0.9881717530210334,-0.5,-0.5,-0.5,0.0,1.0,0.0,1.0,0.0,0.008547008547008548,0.008547008547008548,,,,0.5,0.5,0.5,0.0,0.0,0.0,0.5020537518855852,0.49999967217445374,0.49999967217445374,0.49999967217445374,0,0,117
mvtec,0,1,grid,78,0.9866332497911445,0.5,0.9908103592314119,0.5238095238095238,0.5238095238095238,0.9537698340388884,0.2127519944613951,0.8496364826151567,-0.4628237259816207,-0.48663324979114453,-0.4670008354218881,-0.00417710944026739,1.0,0.0,1.0,0.0,0.01282051282051282,0.02564102564102564,,0.19487094073848923,0.1543782777278941,0.500001289905646,0.5000047910781134,0.5,-4.791078113353109e-06,0.0,0.0,0.5028292851897123,0.49999967217445374,0.49999967217445374,0.49999967217445374,0,0,78
mvtec,0,1,hazelnut,110,0.905,0.5,0.9778571428571428,0.8642857142857143,0.8642857142857143,0.9364818113718176,0.3174471581021386,0.894507929197138,-0.0407142857142857,-0.405,-0.11357142857142843,-0.07285714285714273,1.0,0.0,0.2636363636363636,0.5909090909090909,0.00909090909090909,0.3181818181818182,,0.9172561201663596,0.6757653192690897,0.5238554884086956,0.49999988079071045,0.5374872641904014,0.03748738339969093,0.0,0.0,0.32514517298178885,0.16137313842773438,0.42026932537555695,0.49999967217445374,8,0,102
mvtec,0,1,leather,124,1.0,0.5,0.9996603260869565,0.9996603260869565,0.9996603260869564,0.9781954504979746,0.131916109124866,0.9991888310437084,-0.00033967391304357,-0.5,0.0,0.00033967391304345895,1.0,0.0,0.7338709677419355,0.25,0.008064516129032258,0.5645161290322581,,0.9947177562676492,0.6850476118709816,0.5006683218863702,0.5008880663663149,0.5005918890237808,-0.00029617734253406525,0.0,0.0,0.5187910443974111,0.5054338872432709,0.5066962838172913,0.5144954919815063,0,0,124
mvtec,0,1,metal_nut,115,0.9946236559139785,0.5,0.9574780058651026,0.9574780058651026,0.9574780058651026,0.9241603236684124,0.508968160635961,0.0,-0.03714565004887593,-0.4946236559139785,0.0,0.03714565004887593,1.0,0.0,0.0,0.13043478260869565,0.008695652173913044,0.9826086956521739,,0.9999921091774212,0.3732689439786687,0.6689314785210982,0.5309224237095226,0.7015787818098581,0.17065635810033553,0.0,0.0,0.4522295506055162,0.24356768131256104,0.4980933666229248,0.5,54,0,61
mvtec,0,1,pill,167,0.908619749045281,0.67075831969449,0.823786142935079,0.6749863611565738,0.7956901254773595,0.8613239908559427,0.246949859415725,0.8174424255614124,-0.11292962356792147,-0.23786142935079102,-0.14879978177850517,0.08483360611020196,1.0,0.0,1.0,0.0,0.059880239520958084,0.1437125748502994,0.4112190735977168,0.650669314359591,0.3242553914648095,0.5000030732083464,0.5000014591675538,0.5000033708328896,1.9116653358075553e-06,0.0,0.0,0.45558090765421577,0.4354642242193222,0.435664564371109,0.49999967217445374,0,0,167
mvtec,0,1,screw,160,0.8926009428161509,0.5365853658536586,0.8425906948145113,0.8302930928468949,0.8333674933387989,0.964459654036729,0.0577953769089913,0.8415007322656847,-0.059233449477351985,-0.3560155769624923,-0.012297601967616423,0.05001024800163956,1.0,0.0,0.0375,0.375,0.025,0.78125,0.2349538853796846,0.9942925723559268,0.5129978154115479,0.5880469072610139,0.5299235306135038,0.6080726084588957,0.07814907784539182,0.0,0.0,0.42263856904845337,0.3928400605916977,0.39399921894073486,0.49999967217445374,42,0,118
mvtec,0,1,tile,117,0.9992784992784993,0.5,1.0,0.9090909090909091,0.9090909090909092,0.8988963744654553,0.4775037343278279,0.9065382739075633,-0.09018759018759015,-0.4992784992784993,-0.09090909090909094,-0.0007215007215006786,1.0,0.0,0.7948717948717948,0.1282051282051282,0.008547008547008548,0.1452991452991453,,0.7374180027192605,0.6876488287577882,0.5130747745179722,0.546356018745538,0.5,-0.046356018745537964,0.0,0.0,0.5025039321744198,0.49999967217445374,0.49999967217445374,0.5,5,0,112
mvtec,0,1,toothbrush,42,0.9916666666666667,0.5,0.9277777777777778,0.9277777777777778,0.9277777777777778,0.945036685847034,0.2431662052797162,0.9552020227213156,-0.06388888888888888,-0.4916666666666667,0.0,0.06388888888888888,1.0,0.0,1.0,0.0,0.023809523809523808,0.9761904761904762,,0.9999594838239,0.4468214419615061,0.5007813289051964,0.5017216404279073,0.500405204296112,-0.0013164361317953288,0.0,0.0,0.4435178846673369,0.3165336847305298,0.31670184433460236,0.7548768520355223,0,0,42
mvtec,0,1,transistor,100,0.9154166666666667,0.5083333333333333,0.8737499999999999,0.8052083333333333,0.8075,0.6291616110984043,0.0996987284612147,0.5074027318681058,-0.10791666666666666,-0.40708333333333335,-0.06854166666666661,0.04166666666666674,1.0,0.0,0.0,0.82,0.02,0.41,0.17234549688642783,0.8854594309398843,0.47899158593605956,0.5265914180874824,0.5007815187176069,0.5653062671422958,0.06452474842468892,0.0,0.0,0.5061303222917695,0.49999967217445374,0.49999967217445374,0.49999967217445374,8,0,92
mvtec,0,1,wood,79,0.9912280701754386,0.5,0.9921052631578947,0.9921052631578947,0.9921052631578948,0.9498550672643932,0.327732629227361,0.982637676258936,0.0008771929824562541,-0.49122807017543857,0.0,-0.0008771929824561431,1.0,0.0,0.0,0.0,0.012658227848101266,1.0,,1.0,0.6115141187925998,0.5572812504406217,0.7047635410961351,0.5105785250663757,-0.19418501602975946,0.0,0.0,0.5066299960575278,0.49999967217445374,0.49999967217445374,0.5,10,0,69
mvtec,0,1,zipper,151,0.9860819327731092,0.5,0.98109243697479,0.9813550420168068,0.98109243697479,0.913455283933966,0.1800077264773209,0.8630157789166242,-0.004989495798319199,-0.4860819327731092,0.0002626050420168058,0.004989495798319199,1.0,0.0,1.0,0.0,0.006622516556291391,0.3708609271523179,,0.91957811564342,0.6916782567501545,0.5000188666463687,0.5000763889402151,0.500003398466511,-7.299047370412648e-05,0.0,0.0,0.5044752934239036,0.49999967217445374,0.49999967217445374,0.5,0,0,151
mvtec,0,2,bottle,83,1.0,0.575,0.9333333333333333,0.928968253968254,0.9349206349206348,0.9308378202845372,0.5759423201807792,0.8878953501847731,-0.06507936507936518,-0.42500000000000004,-0.00436507936507935,0.06666666666666665,1.0,0.0,0.0,0.3855421686746988,0.04819277108433735,0.7951807228915663,0.32337531830752264,0.9949022071270915,0.4841711904377184,0.6608144583472286,0.5037660747766495,0.7106710880521744,0.2069050132755249,0.0,0.0,0.4640605701756985,0.05000000074505806,0.5076726078987122,0.8391640126705171,41,0,42
mvtec,0,2,cable,150,0.9345952023988007,0.5,0.8809970014992504,0.5271739130434783,0.5271739130434783,0.9054335210532318,0.3630613496564118,0.7931501454772534,-0.4074212893553224,-0.4345952023988007,-0.35382308845577215,0.05359820089955025,1.0,0.0,0.0,1.0,0.006666666666666667,0.04,,0.31097671985180925,0.2162230080249155,0.5000130907694499,0.49999988079071045,0.5000214187995248,2.153800881432577e-05,0.0,0.0,0.9303161834224327,0.9076426565647125,0.9311161637306213,0.949999988079071,0,0,150
mvtec,0,2,capsule,132,0.9118468288791385,0.5217391304347826,0.9026725169525329,0.9026725169525329,0.9026725169525328,0.9690575247704192,0.1645723085564166,0.9607784466264638,-0.009174311926605672,-0.3901076984443559,0.0,0.00917431192660556,1.0,0.0,0.0,0.0,0.015151515151515152,1.0,0.15018785229652765,0.9999999999999998,0.6475139966501958,0.7350370075666544,0.8526122129481771,0.710227560559544,-0.14238465238863318,0.0,0.0,0.17587083462069705,0.05000000074505806,0.05000000074505806,0.49999967217445374,99,0,33
mvtec,0,2,carpet,117,1.0,0.5,1.0,0.5,0.5,0.9892446043322772,0.4788411209768345,0.9948867269290352,-0.5,-0.5,-0.5,0.0,1.0,0.0,1.0,0.0,0.008547008547008548,0.008547008547008548,,,,0.5,0.5,0.5,0.0,0.0,0.0,0.8489289033747645,0.8453591167926788,0.855325847864151,0.8854949414730072,0,0,117
mvtec,0,2,grid,78,1.0,0.5,0.9908103592314119,0.9908103592314119,0.990810359231412,0.9829243034486312,0.3452554272708332,0.9303795432697368,-0.00918964076858797,-0.5,0.0,0.009189640768588081,1.0,0.0,0.0,0.0,0.01282051282051282,1.0,,0.9999999999999999,0.6846191782900644,0.6232073307037354,0.684816300868988,0.6005092890639054,-0.0843070118050826,0.0,0.0,0.9429169719968974,0.949999988079071,0.949999988079071,0.949999988079071,21,0,57
mvtec,0,2,hazelnut,110,0.9289285714285715,0.5,0.9778571428571428,0.9778571428571428,0.9778571428571428,0.9767744563014064,0.4958652917730827,0.9746946932378586,0.04892857142857121,-0.42892857142857155,0.0,-0.04892857142857121,1.0,0.0,0.0,0.07272727272727272,0.00909090909090909,1.0,,0.9999999999999999,0.7288461104974866,0.7485881241885098,0.6085083976387977,0.8286336822169168,0.22012528457811908,0.0,0.0,0.2938574957764313,0.05000000074505806,0.05000000074505806,0.5550898909568788,80,0,30
mvtec,0,2,leather,124,1.0,0.5,0.9996603260869565,0.9996603260869565,0.9996603260869564,0.9877710318867808,0.2416822970177946,0.9954421625846926,-0.00033967391304357,-0.5,0.0,0.00033967391304345895,1.0,0.0,0.33064516129032256,0.24193548387096775,0.008064516129032258,0.8225806451612904,,0.9968100182237115,0.6915815556737974,0.5088955606183698,0.5056596733629704,0.5100210866202479,0.004361413257277569,0.0,0.0,0.9332290908390216,0.949999988079071,0.949999988079071,0.949999988079071,2,0,122
mvtec,0,2,metal_nut,115,1.0,0.9772727272727273,0.9574780058651026,0.9574780058651026,0.959921798631476,0.9324854872825998,0.6529808339448449,0.9152050698740868,-0.040078201368524025,-0.022727272727272707,0.0,0.042521994134897434,1.0,0.0,0.0,0.20869565217391303,0.19130434782608696,0.9652173913043478,0.6737195640431654,0.9999605452644299,0.38256135090349563,0.6479039832301762,0.5222086405212228,0.6776383653763802,0.15542972485515738,0.0,0.0,0.6969969320649864,0.4635856658220291,0.7088029980659485,0.949999988079071,47,0,68
mvtec,0,2,pill,167,0.8987997817785052,0.6538461538461539,0.823786142935079,0.823786142935079,0.823786142935079,0.9320026214522196,0.4071530684349901,0.9512624953489016,-0.07501363884342616,-0.24495362793235131,0.0,0.07501363884342616,1.0,0.0,0.0,0.0,0.04790419161676647,1.0,0.37005401696339585,1.0,0.3276175703670113,0.6405005840484254,0.6721627139128171,0.6346621771230765,-0.037500536789740635,0.0,0.0,0.7148458477737375,0.5751290321350098,0.6150048673152924,0.9304787039756774,54,0,113
