dataset,seed,shot,category,sample_count,raw_visual_image_auroc,calibrated_visual_image_auroc,raw_text_image_auroc,calibrated_text_image_auroc,dynamic_image_auroc,dynamic_pixel_auroc,dynamic_pixel_ap,dynamic_aupro,dynamic_minus_raw_visual_image_auroc,calibration_loss_visual_image_auroc,calibration_loss_text_image_auroc,raw_visual_minus_raw_text_image_auroc,visual_calibration_high_saturation_fraction,visual_calibration_low_saturation_fraction,text_calibration_high_saturation_fraction,text_calibration_low_saturation_fraction,visual_calibrated_unique_fraction,text_calibrated_unique_fraction,raw_to_calibrated_visual_spearman,raw_to_calibrated_text_spearman,dynamic_to_raw_visual_spearman,mean_visual_weight,mean_visual_weight_normal,mean_visual_weight_anomaly,visual_weight_label_gap,visual_weight_at_upper_clip_fraction,visual_weight_at_lower_clip_fraction,mean_pixel_visual_weight,pixel_visual_weight_p10_sampled,pixel_visual_weight_p50_sampled,pixel_visual_weight_p90_sampled,route_visual_count,route_text_count,route_weighted_count
mvtec,0,2,screw,160,0.9036687845870055,0.5448862471817996,0.8425906948145113,0.8425906948145113,0.8425906948145113,0.9781466412802128,0.1387517294617122,0.9391882581581308,-0.06107808977249418,-0.35878253740520594,0.0,0.06107808977249418,1.0,0.0,0.0,0.1375,0.03125,0.96875,0.30141614659059723,0.9999743639043731,0.5323352220581841,0.6960901886224746,0.5757560177547175,0.7375498609382565,0.16179384318353895,0.0,0.0,0.33301789780177354,0.15649219751358032,0.1582750380039215,0.6995862126350404,98,0,62
mvtec,0,2,tile,117,1.0,0.5,1.0,1.0,1.0,0.944773033453886,0.5610028126438306,0.939965445408672,0.0,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.008547008547008548,1.0,,1.0,0.8481469825712958,0.6040163987722152,0.7692953835834156,0.539085369024958,-0.2302100145584577,0.0,0.0,0.5943836345558394,0.5485134899616242,0.5643118321895599,0.6912077605724335,29,0,88
mvtec,0,2,toothbrush,42,1.0,0.5,0.9277777777777778,0.9277777777777778,0.9277777777777778,0.9461813904504872,0.3373676579280084,0.9306871681476816,-0.07222222222222219,-0.5,0.0,0.07222222222222219,1.0,0.0,0.0,0.0,0.023809523809523808,1.0,,1.0,0.502309375253221,0.853157027846291,0.8636047492424647,0.8489779392878215,-0.01462680995464316,0.0,0.0,0.4786631180392192,0.1578578233718872,0.1757964864373207,0.949999988079071,42,0,0
mvtec,0,2,transistor,100,0.9245833333333333,0.7916666666666666,0.8737499999999999,0.8737499999999999,0.8737499999999999,0.7456191815977011,0.1648192705697262,0.6024450610078481,-0.0508333333333334,-0.13291666666666668,0.0,0.0508333333333334,1.0,0.0,0.0,0.07,0.32,1.0,0.8659924909024499,0.9999999999999999,0.5414221422142214,0.6560769659280777,0.5847536196311315,0.763061985373497,0.17830836574236553,0.0,0.0,0.7972500797899126,0.7287831366062164,0.7636078298091888,0.949999988079071,42,0,58
mvtec,0,2,wood,79,0.987719298245614,0.5,0.9921052631578947,0.9921052631578947,0.9921052631578948,0.9612325432562792,0.3670741765001525,0.9915024217955188,0.004385964912280826,-0.487719298245614,0.0,-0.004385964912280715,1.0,0.0,0.0,0.0,0.012658227848101266,1.0,,1.0,0.6111489776046739,0.8219081638734552,0.8325721746996829,0.8185312271118164,-0.014040947587866559,0.0,0.0,0.5366214664044597,0.5008232295513153,0.5109171569347382,0.5632052421569824,79,0,0
mvtec,0,2,zipper,151,0.9910714285714286,0.5,0.98109243697479,0.898109243697479,0.8982405462184874,0.9588415169562432,0.3120955502436605,0.9081783981804664,-0.09283088235294124,-0.4910714285714286,-0.08298319327731096,0.00997899159663862,1.0,0.0,1.0,0.0,0.006622516556291391,0.16556291390728478,,0.6967434081398522,0.5865560644549147,0.5000043179815179,0.5000198092311621,0.5000001522673279,-1.965696383421367e-05,0.0,0.0,0.5332531142104041,0.49999967217445374,0.5000091791152954,0.5930777609348296,0,0,151
mvtec,0,4,bottle,83,1.0,0.5,0.9333333333333333,0.930952380952381,0.930952380952381,0.9283499831224392,0.6092638718514396,0.8761707710852543,-0.06904761904761902,-0.5,-0.0023809523809523725,0.06666666666666665,1.0,0.0,0.0,0.3855421686746988,0.012048192771084338,0.7831325301204819,,0.9939998826762615,0.478628512507226,0.6588294412716326,0.5033975183963776,0.7081729088510785,0.20477539045470095,0.0,0.0,0.613769677912899,0.05967965871095658,0.6622535884380341,0.949999988079071,40,0,43
mvtec,0,4,cable,150,0.9248500749625186,0.5,0.8809970014992504,0.5163043478260869,0.5163043478260869,0.90692239857289,0.3471013748643826,0.8250581347162927,-0.40854572713643167,-0.4248500749625186,-0.3646926536731635,0.043853073463268166,1.0,0.0,0.0,1.0,0.006666666666666667,0.02666666666666667,,0.242507164588309,0.19184890686270623,0.5000026933352153,0.49999988079071045,0.5000044664610988,4.585670388301821e-06,0.0,0.0,0.5444728533871298,0.5000108480453491,0.5005434453487396,0.6661047339439392,0,0,150
mvtec,0,4,capsule,132,0.9465496609493419,0.7086158755484643,0.9026725169525329,0.9026725169525329,0.9026725169525328,0.973522313150258,0.2120961714495322,0.9622113388896496,-0.04387714399680909,-0.23793378540087762,0.0,0.043877143996808976,1.0,0.0,0.0,0.0,0.09848484848484848,1.0,0.49869254528293416,0.9999999999999998,0.6826556328364282,0.7596164824384631,0.8578342354815939,0.7388916354660594,-0.11894260001553447,0.0,0.0,0.16271658338682482,0.05000000074505806,0.05000000074505806,0.4999407231807709,108,0,24
mvtec,0,4,carpet,117,1.0,0.5,1.0,0.5,0.5,0.9855937959704926,0.3786602441846724,0.995878779666432,-0.5,-0.5,-0.5,0.0,1.0,0.0,1.0,0.0,0.008547008547008548,0.008547008547008548,,,,0.5,0.5,0.5,0.0,0.0,0.0,0.5334769427210779,0.518825101852417,0.5221005380153656,0.5363464713096618,0,0,117
mvtec,0,4,grid,78,0.9966583124477861,0.5,0.9908103592314119,0.9908103592314119,0.990810359231412,0.9750286561486334,0.1540724116095089,0.9685608971093964,-0.005847953216374102,-0.49665831244778613,0.0,0.005847953216374213,1.0,0.0,0.48717948717948717,0.0,0.01282051282051282,1.0,,0.9999999999999999,0.6747556241227127,0.5098287914043818,0.5216546910149711,0.5054718810215331,-0.01618280999343802,0.0,0.0,0.5228354310657316,0.5018996059894562,0.5031393468379974,0.5242496252059936,0,0,78
mvtec,0,4,hazelnut,110,0.9960714285714286,0.5,0.9778571428571428,0.9778571428571429,0.9778571428571428,0.9766332302691249,0.4962266496986888,0.962724358420144,-0.01821428571428585,-0.4960714285714286,1.1102230246251565e-16,0.01821428571428585,1.0,0.0,0.0,0.16363636363636364,0.00909090909090909,0.9727272727272728,,0.999977458438994,0.8004959201348522,0.6463449694893577,0.5833770409226418,0.6823266429560525,0.09894960203341074,0.0,0.0,0.5435479247203359,0.2273417517542839,0.25062108039855957,0.9388314366340638,46,0,64
mvtec,0,4,leather,124,1.0,0.5,0.9996603260869565,0.9996603260869565,0.9996603260869564,0.9840255230203596,0.1767837366386104,0.9986032370856022,-0.00033967391304357,-0.5,0.0,0.00033967391304345895,1.0,0.0,0.5080645161290323,0.24193548387096775,0.008064516129032258,0.8064516129032258,,0.996372650120004,0.699942555743061,0.5086497851917821,0.5060169491916895,0.5095655542352925,0.0035486050436029926,0.0,0.0,0.5702447863084604,0.5538908243179321,0.557394802570343,0.5761450529098511,2,0,122
mvtec,0,4,metal_nut,115,1.0,1.0,0.9574780058651026,0.9574780058651026,0.9604105571847508,0.9315603642375436,0.6477718809190678,0.92426899993303,-0.03958944281524923,0.0,0.0,0.042521994134897434,0.991304347826087,0.0,0.0,0.1391304347826087,0.20869565217391303,0.9826086956521739,0.6985855556654403,0.9999921091774212,0.3803203661327232,0.6562782870686572,0.5277995453639464,0.6866711076869759,0.15887156232302957,0.0,0.0,0.6328872817473905,0.3966033935546875,0.5832861959934235,0.949999988079071,53,0,62
mvtec,0,4,pill,167,0.9484451718494272,0.5,0.823786142935079,0.823786142935079,0.823786142935079,0.932426094767288,0.3896221736856553,0.958149153131168,-0.12465902891434821,-0.4484451718494272,0.0,0.12465902891434821,1.0,0.0,0.0,0.0,0.005988023952095809,1.0,,1.0,0.35161346841600793,0.5902306601672829,0.6183843887769259,0.5850391924803984,-0.033345196296527546,0.0,0.0,0.37617355738135627,0.2306852638721466,0.2352958545088768,0.5409780263900756,12,0,155
mvtec,0,4,screw,160,0.9005943840951014,0.5280795244927239,0.8425906948145113,0.8419758147161305,0.8419758147161305,0.978165671702074,0.1401024686745545,0.939738336356958,-0.05861856937897092,-0.3725148596023775,-0.0006148800983808433,0.058003689280590076,1.0,0.0,0.0,0.175,0.03125,0.9625,0.30141614659059723,0.9999589819315235,0.5407669368697641,0.6964365046471357,0.5852372137511649,0.7347488653759996,0.1495116516248347,0.0,0.0,0.4545887538282817,0.34580790996551514,0.35003000497817993,0.755019980669022,102,0,58
mvtec,0,4,tile,117,1.0,0.5,1.0,1.0,1.0,0.9448689682749368,0.5623631840290088,0.9400098776977388,0.0,-0.5,0.0,0.0,1.0,0.0,0.6923076923076923,0.1282051282051282,0.008547008547008548,0.6495726495726496,,0.9995034658710794,0.8544629508959858,0.5268958119245676,0.5927812420960629,0.5010122500714802,-0.09176899202458266,0.0,0.0,0.6193347694751286,0.5682859361171723,0.589249312877655,0.738263213634491,9,0,108
mvtec,0,4,toothbrush,42,1.0,0.5,0.9277777777777778,0.9277777777777778,0.9277777777777778,0.9434476338383726,0.2103691455370181,0.9762592365058196,-0.07222222222222219,-0.5,0.0,0.07222222222222219,1.0,0.0,0.0,0.0,0.023809523809523808,1.0,,1.0,0.5272668341301353,0.7773417347953433,0.8457227597633997,0.7499893248081207,-0.09573343495527897,0.0,0.0,0.3360582497771632,0.05000000074505806,0.05000000074505806,0.949999988079071,41,0,1
mvtec,0,4,transistor,100,0.94,0.76875,0.8737499999999999,0.8737499999999999,0.8737499999999999,0.7409617147246745,0.1612980334770782,0.6029108684352605,-0.06625000000000003,-0.1712499999999999,0.0,0.06625000000000003,1.0,0.0,0.0,0.39,0.31,1.0,0.8441073697848943,0.9999999999999999,0.5402220222022202,0.5947931274771691,0.5331435417135556,0.6872675061225891,0.15412396440903353,0.0,0.0,0.7232305045128539,0.6409076809883117,0.6730392873287201,0.9336018860340118,26,0,74
mvtec,0,4,wood,79,0.9929824561403509,0.5,0.9921052631578947,0.9921052631578947,0.9921052631578948,0.9626481700489185,0.3783536425438085,0.991158172046018,-0.0008771929824560321,-0.49298245614035086,0.0,0.0008771929824561431,1.0,0.0,0.0,0.02531645569620253,0.012658227848101266,1.0,,1.0,0.6217867575462512,0.75849277837367,0.6590751754610162,0.7899750192960103,0.1308998438349941,0.0,0.0,0.5510470886228788,0.5047544538974762,0.522921621799469,0.5999926328659058,68,0,11
mvtec,0,4,zipper,151,0.9884453781512605,0.5,0.98109243697479,0.98109243697479,0.98109243697479,0.9595904995104502,0.322535826716309,0.9232545312182991,-0.007352941176470562,-0.48844537815126055,0.0,0.007352941176470562,1.0,0.0,0.0,0.0,0.006622516556291391,1.0,,0.9999999999999999,0.7034437086092714,0.5545742795956845,0.5755539368838072,0.5489326910812313,-0.026621245802575855,0.0,0.0,0.5361517583316198,0.49999967217445374,0.5000653266906738,0.6221030533313752,0,0,151
mvtec,1,1,bottle,83,0.9904761904761905,0.6,0.9333333333333333,0.8575396825396825,0.8845238095238095,0.9106139709460817,0.3578899356886362,0.7930387954200155,-0.10595238095238102,-0.39047619047619053,-0.07579365079365086,0.05714285714285716,1.0,0.0,0.0,0.5542168674698795,0.060240963855421686,0.5783132530120482,0.37112748676874924,0.9583602167374111,0.5163551074923604,0.5969354004026896,0.4999974086880684,0.6277093660263788,0.12771195733831042,0.0,0.0,0.4291694549128017,0.07342281416058541,0.4998382031917572,0.5,22,0,61
mvtec,1,1,cable,150,0.8971139430284858,0.5,0.8809970014992504,0.5,0.5,0.8483505226360996,0.2055512710927114,0.7549103454511584,-0.3971139430284858,-0.3971139430284858,-0.3809970014992504,0.016116941529235373,1.0,0.0,0.0,1.0,0.006666666666666667,0.006666666666666667,,,,0.49999988079071045,0.49999988079071045,0.49999988079071045,0.0,0.0,0.0,0.508016795294721,0.49999967217445374,0.49999967217445374,0.5,0,0,150
mvtec,1,1,capsule,132,0.800957319505385,0.5434782608695652,0.9026725169525329,0.9026725169525329,0.9026725169525328,0.9683890777462356,0.1725734052670016,0.9635328744302596,0.10171519744714785,-0.25747905863581977,0.0,-0.10171519744714796,1.0,0.0,0.3181818181818182,0.015151515151515152,0.022727272727272728,1.0,0.21159163134497774,0.9999999999999998,0.6239871016889899,0.5889180316166445,0.7530876605407052,0.554276733770283,-0.19881092677042222,0.0,0.0,0.19314927278829386,0.06679660528898239,0.06795908510684967,0.49999967217445374,30,0,102
mvtec,1,1,carpet,117,1.0,0.5,1.0,0.5,0.5,0.9763957779730668,0.3018642235958971,0.9876814354433836,-0.5,-0.5,-0.5,0.0,1.0,0.0,1.0,0.0,0.008547008547008548,0.008547008547008548,,,,0.5,0.5,0.5,0.0,0.0,0.0,0.5020308313564865,0.49999967217445374,0.49999967217445374,0.49999967217445374,0,0,117
mvtec,1,1,grid,78,0.987468671679198,0.5,0.9908103592314119,0.5,0.5,0.9483771974532006,0.1051972052933957,0.9132828126645764,-0.48746867167919805,-0.48746867167919805,-0.4908103592314119,-0.003341687552213868,1.0,0.0,1.0,0.0,0.01282051282051282,0.01282051282051282,,,,0.5,0.5,0.5,0.0,0.0,0.0,0.5012840988077609,0.49999967217445374,0.49999967217445374,0.49999967217445374,0,0,78
mvtec,1,1,hazelnut,110,0.9857142857142858,0.5,0.9778571428571428,0.9778571428571429,0.9778571428571428,0.9511793685840972,0.2345357759401236,0.9691006072471612,-0.007857142857143007,-0.48571428571428577,1.1102230246251565e-16,0.007857142857143007,1.0,0.0,0.5181818181818182,0.2818181818181818,0.00909090909090909,0.36363636363636365,,0.9540983342426235,0.7389431801887524,0.532807673107494,0.5358581647276879,0.5310645350388118,-0.004793629688876089,0.0,0.0,0.3682808554679097,0.25708943605422974,0.25709080696105957,0.49999967217445374,10,0,100
mvtec,1,1,leather,124,1.0,0.5,0.9996603260869565,0.9943953804347826,0.9943953804347826,0.9690484904829808,0.1548749603652998,0.9821003045601076,-0.005604619565217406,-0.5,-0.005264945652173947,0.00033967391304345895,1.0,0.0,0.717741935483871,0.2661290322580645,0.008064516129032258,0.056451612903225805,,0.7984209435799692,0.7732966083555953,0.5033796290236134,0.5000008698552847,0.5045548496039017,0.004553979748617043,0.0,0.0,0.5009731185447072,0.49999967217445374,0.49999967217445374,0.49999967217445374,1,0,123
