category,query_index,query_rel,bank_index,bank_rel,strict_leave_image_memory,kind,seed,episode,method,mask_sha256,mask_positive_pixels,mask_area,mask_cache_verified,pixel_ap,raw_source,normalization_memory_only,normalization
bracket_black,0,bracket_black/train/good/271.png,1,bracket_black/train/good/281.png,True,thin_scratch,0,6,raw_hf_grad64,a3f72a6ce12fcea7026316e842177e18268663ee9a2f1db6af4ccadff5ef8636,657,0.0006265640258789062,True,0.0003638331760017245,support-rendered query image,True,"{'dim': 6, 'bank_cells': 4096, 'median_mean': 0.014144903980195522, 'scale_min': 0.00026249123038724065, 'scale_median': 0.0025799579452723265, 'scale_max': 0.004030019976198673}"
bracket_black,0,bracket_black/train/good/271.png,1,bracket_black/train/good/281.png,True,thin_scratch,0,6,raw_only64,a3f72a6ce12fcea7026316e842177e18268663ee9a2f1db6af4ccadff5ef8636,657,0.0006265640258789062,True,0.0007252523418526634,support-rendered query image,True,"{'dim': 2, 'bank_cells': 4096, 'median_mean': 0.015768948942422867, 'scale_min': 0.0013165988493710756, 'scale_median': 0.04286174476146698, 'scale_max': 0.08440688997507095}"
bracket_black,0,bracket_black/train/good/271.png,1,bracket_black/train/good/281.png,True,thin_scratch,0,6,dino_full32,a3f72a6ce12fcea7026316e842177e18268663ee9a2f1db6af4ccadff5ef8636,657,0.0006265640258789062,True,0.09250369459898145,support-rendered query image,True,"{'dim': 768, 'bank_cells': 1024, 'median_mean': -0.03569088503718376, 'scale_min': 0.10036404430866241, 'scale_median': 1.169071912765503, 'scale_max': 8.128588676452637}"
bracket_black,0,bracket_black/train/good/271.png,1,bracket_black/train/good/281.png,True,thin_scratch,1,7,raw_hf_grad64,3a4f2acc291d32f48fd39c80a4a6d2c6c3c8601d9f36bc967f098a7e9e3cdfe8,985,0.0009393692016601562,True,0.0006326418473221597,support-rendered query image,True,"{'dim': 6, 'bank_cells': 4096, 'median_mean': 0.014144903980195522, 'scale_min': 0.00026249123038724065, 'scale_median': 0.0025799579452723265, 'scale_max': 0.004030019976198673}"
bracket_black,0,bracket_black/train/good/271.png,1,bracket_black/train/good/281.png,True,thin_scratch,1,7,raw_only64,3a4f2acc291d32f48fd39c80a4a6d2c6c3c8601d9f36bc967f098a7e9e3cdfe8,985,0.0009393692016601562,True,0.00051780947574493,support-rendered query image,True,"{'dim': 2, 'bank_cells': 4096, 'median_mean': 0.015768948942422867, 'scale_min': 0.0013165988493710756, 'scale_median': 0.04286174476146698, 'scale_max': 0.08440688997507095}"
bracket_black,0,bracket_black/train/good/271.png,1,bracket_black/train/good/281.png,True,thin_scratch,1,7,dino_full32,3a4f2acc291d32f48fd39c80a4a6d2c6c3c8601d9f36bc967f098a7e9e3cdfe8,985,0.0009393692016601562,True,0.11679065547982044,support-rendered query image,True,"{'dim': 768, 'bank_cells': 1024, 'median_mean': -0.03569088503718376, 'scale_min': 0.10036404430866241, 'scale_median': 1.169071912765503, 'scale_max': 8.128588676452637}"
bracket_black,0,bracket_black/train/good/271.png,1,bracket_black/train/good/281.png,True,thin_scratch,2,8,raw_hf_grad64,a4f40409205ee4a9374fb0f267916cf6ef230c165d194f6969c79527907a1701,1577,0.0015039443969726562,True,0.0012248808953967633,support-rendered query image,True,"{'dim': 6, 'bank_cells': 4096, 'median_mean': 0.014144903980195522, 'scale_min': 0.00026249123038724065, 'scale_median': 0.0025799579452723265, 'scale_max': 0.004030019976198673}"
bracket_black,0,bracket_black/train/good/271.png,1,bracket_black/train/good/281.png,True,thin_scratch,2,8,raw_only64,a4f40409205ee4a9374fb0f267916cf6ef230c165d194f6969c79527907a1701,1577,0.0015039443969726562,True,0.0007954007945191879,support-rendered query image,True,"{'dim': 2, 'bank_cells': 4096, 'median_mean': 0.015768948942422867, 'scale_min': 0.0013165988493710756, 'scale_median': 0.04286174476146698, 'scale_max': 0.08440688997507095}"
bracket_black,0,bracket_black/train/good/271.png,1,bracket_black/train/good/281.png,True,thin_scratch,2,8,dino_full32,a4f40409205ee4a9374fb0f267916cf6ef230c165d194f6969c79527907a1701,1577,0.0015039443969726562,True,0.08338628683889086,support-rendered query image,True,"{'dim': 768, 'bank_cells': 1024, 'median_mean': -0.03569088503718376, 'scale_min': 0.10036404430866241, 'scale_median': 1.169071912765503, 'scale_max': 8.128588676452637}"
bracket_black,0,bracket_black/train/good/271.png,1,bracket_black/train/good/281.png,True,cutpaste,0,0,raw_hf_grad64,513b8c6dba0115654039758aa5a2d346377fdcfe85bd10b29db06fb3bba1bada,10404,0.009922027587890625,True,0.015557959389053628,support-rendered query image,True,"{'dim': 6, 'bank_cells': 4096, 'median_mean': 0.014144903980195522, 'scale_min': 0.00026249123038724065, 'scale_median': 0.0025799579452723265, 'scale_max': 0.004030019976198673}"
