method,seed,shot,category,sample_count,image_auroc,image_ap,image_f1_max,pixel_auroc,pixel_ap,aupro
WinCLIP+,2,2,pcb2,200,0.5873999999999999,0.5960859415480623,0.6782006920415224,0.8610787508428979,0.012043038556877914,0.5663553931928178
WinCLIP+,2,2,pcb3,201,0.5146534653465347,0.5169871193993838,0.6666666666666666,0.8736391908062656,0.01234048953711253,0.7185017464321922
WinCLIP+,2,2,pcb4,201,0.8374257425742574,0.8404447607979637,0.7926267281105991,0.9478719709398437,0.13044375724263674,0.7704347002213343
WinCLIP+,2,2,pipe_fryum,150,0.9196,0.9614760247398486,0.9004739336492892,0.9818859334606735,0.4030069570460352,0.9350335160395258
WinCLIP+,2,4,candle,200,0.8422,0.8533782800003975,0.7876106194690266,0.9089434163954007,0.027389149542611613,0.8512573442494829
WinCLIP+,2,4,capsules,160,0.666,0.745166947901253,0.7777777777777777,0.8682919656017887,0.032482126201745,0.4516645380959779
WinCLIP+,2,4,cashew,150,0.7238,0.8491020258434675,0.8130081300813007,0.9196420720256047,0.08055671640482265,0.8166664349148898
WinCLIP+,2,4,chewinggum,150,0.8476,0.9292212752358231,0.8356807511737089,0.9766062259170329,0.4165263456301828,0.7792051715505578
WinCLIP+,2,4,fryum,150,0.6973999999999999,0.7997649856212024,0.8163265306122449,0.9111038067810087,0.14782645776324063,0.7725949488094497
WinCLIP+,2,4,macaroni1,200,0.6187,0.6406922453997405,0.6734006734006733,0.9249273827531687,0.027817041559087166,0.7369039382197984
WinCLIP+,2,4,macaroni2,200,0.5935,0.5496056016137482,0.6830985915492959,0.850337216381309,0.001960443793089073,0.47235602986125436
WinCLIP+,2,4,pcb1,200,0.7851,0.6823732043511959,0.8193832599118943,0.8685132818742262,0.020376531013957876,0.39938821261522006
WinCLIP+,2,4,pcb2,200,0.6072,0.6161955241557635,0.6793893129770993,0.8691518964003765,0.013482871014615391,0.5788824358471443
WinCLIP+,2,4,pcb3,201,0.5283168316831683,0.5302739040561291,0.6711409395973155,0.8796221024323524,0.013168721418275992,0.7326778061514772
WinCLIP+,2,4,pcb4,201,0.8701980198019802,0.8623075976211652,0.8151658767772512,0.9514547768991164,0.1484956451777124,0.7889391093834084
WinCLIP+,2,4,pipe_fryum,150,0.9321999999999999,0.9679256477658686,0.9019607843137256,0.9824087283564034,0.4044636808720404,0.9365257331495005
AnomalyDINO,0,1,candle,200,0.9013000000000001,0.9099509727653091,0.8279069767441859,0.9812705604933879,0.28797480997863895,0.9478028458475567
AnomalyDINO,0,1,capsules,160,0.9658333333333333,0.9819648180571825,0.9278350515463918,0.9778954594043547,0.4353408153405635,0.9500636597624605
AnomalyDINO,0,1,cashew,150,0.939,0.9699726547604373,0.9109947643979057,0.9939746399356191,0.5858024587614201,0.9635296652447343
AnomalyDINO,0,1,chewinggum,150,0.9894,0.9949406643201277,0.9607843137254902,0.9950695861042675,0.6884203245654953,0.9416967200841535
AnomalyDINO,0,1,fryum,150,0.9610000000000001,0.983883825332829,0.9381443298969071,0.9638320937067029,0.39006463948247777,0.9371884034395216
AnomalyDINO,0,1,macaroni1,200,0.8731999999999999,0.867335465611544,0.8115942028985507,0.9925722612091173,0.2243658526743155,0.9566282781066474
AnomalyDINO,0,1,macaroni2,200,0.6885,0.6861687878300401,0.7017543859649122,0.9751701793738288,0.05908420041117775,0.8936843862202628
AnomalyDINO,0,1,pcb1,200,0.8603,0.8776612066581151,0.7875647668393783,0.9920172417901876,0.8038514232857444,0.9220790423592786
AnomalyDINO,0,1,pcb2,200,0.8564999999999999,0.8777194276518478,0.8,0.9620017018480271,0.2508527039296574,0.8579319547076063
AnomalyDINO,0,1,pcb3,201,0.8663366336633663,0.8732316757376068,0.8108108108108109,0.9673317869693632,0.3621384688561484,0.8706855699496568
AnomalyDINO,0,1,pcb4,201,0.9411881188118811,0.920443309715063,0.8995215311004784,0.9666862018430209,0.20076439178576094,0.8718467219209208
AnomalyDINO,0,1,pipe_fryum,150,0.979,0.9896739603524125,0.9468599033816426,0.9891898881886876,0.41221673845122153,0.9799814832801754
AnomalyDINO,0,2,candle,200,0.8996000000000001,0.9070437928678177,0.8325358851674641,0.9841926494346357,0.3352637370290555,0.949893539633766
AnomalyDINO,0,2,capsules,160,0.9708333333333333,0.983895640207044,0.9253731343283582,0.9809149927270926,0.4547817087676212,0.9602896537677698
AnomalyDINO,0,2,cashew,150,0.9406000000000001,0.9702224779396679,0.911764705882353,0.993397974261047,0.580041355744259,0.9629739562964419
AnomalyDINO,0,2,chewinggum,150,0.9892000000000001,0.9949045763617508,0.9651741293532338,0.9953820115542455,0.6907788178373045,0.9461903150869452
AnomalyDINO,0,2,fryum,150,0.9700000000000001,0.986974146883622,0.9368421052631579,0.971595608836201,0.43067612437090863,0.9344204990132525
AnomalyDINO,0,2,macaroni1,200,0.8854,0.9012418043827573,0.8210526315789474,0.9944580599978007,0.23493082687195357,0.9614393894802197
AnomalyDINO,0,2,macaroni2,200,0.7192999999999999,0.6880260779340773,0.7419354838709677,0.9868044673195216,0.1037032821893416,0.9090410165628103
AnomalyDINO,0,2,pcb1,200,0.8931,0.8980502977951478,0.8173076923076923,0.9928091859072454,0.8109531104983996,0.9314731523039692
AnomalyDINO,0,2,pcb2,200,0.8873000000000001,0.9032070392328331,0.8148148148148148,0.9647737268634233,0.275599382601743,0.8800099171378054
AnomalyDINO,0,2,pcb3,201,0.8996039603960396,0.9023891012905624,0.8272727272727273,0.9714792248385754,0.3991686988512119,0.887348851947208
AnomalyDINO,0,2,pcb4,201,0.9418811881188118,0.9189162380101136,0.8971962616822429,0.9694876915957106,0.21741070282602876,0.8809385395777138
AnomalyDINO,0,2,pipe_fryum,150,0.9662,0.9828356230272788,0.9289099526066351,0.991481850195447,0.4693891119901164,0.9785660073342931
AnomalyDINO,0,4,candle,200,0.9234,0.9332910273580862,0.8504672897196263,0.9865696004658765,0.36454125159497325,0.9532493663536977
AnomalyDINO,0,4,capsules,160,0.9766666666666667,0.9867433571041079,0.9263157894736842,0.9834621062619859,0.4882625110833259,0.9684481889729946
AnomalyDINO,0,4,cashew,150,0.9492,0.9731589146096951,0.9238578680203046,0.9934474982910217,0.5651806830186591,0.9661419099457607
AnomalyDINO,0,4,chewinggum,150,0.988,0.994696833587676,0.9696969696969697,0.9954859902062957,0.7090829032058026,0.9431261085765706
AnomalyDINO,0,4,fryum,150,0.9863999999999999,0.9935158879948129,0.96,0.9745015954709384,0.44674122599018024,0.935110660527416
AnomalyDINO,0,4,macaroni1,200,0.9153,0.9224267782714024,0.8363636363636363,0.9966183915476325,0.23353636080197576,0.9695437355735266
AnomalyDINO,0,4,macaroni2,200,0.7231,0.6832300905983263,0.725,0.9876545930188086,0.11291701718280214,0.9128529983588614
AnomalyDINO,0,4,pcb1,200,0.9143,0.9156874338165567,0.845771144278607,0.9931103944222263,0.8280831546968279,0.9341329756594503
AnomalyDINO,0,4,pcb2,200,0.8889,0.9049433378622578,0.8018867924528302,0.9651159073365616,0.2814761437449056,0.8833602451331017
AnomalyDINO,0,4,pcb3,201,0.8966336633663367,0.9072628478615932,0.8131868131868132,0.9750443770917991,0.3947183450026042,0.9107307160176494
AnomalyDINO,0,4,pcb4,201,0.9668316831683169,0.9438061327075635,0.9383886255924171,0.9747039956184784,0.2444478373740683,0.9003775327156426
AnomalyDINO,0,4,pipe_fryum,150,0.9687999999999999,0.9844011970478341,0.9333333333333333,0.9922225026941626,0.47811292765631713,0.9797496375008204
AnomalyDINO,1,1,candle,200,0.8679000000000001,0.8861073450337781,0.7902439024390244,0.98204004226055,0.3332028066921376,0.9354936820506364
AnomalyDINO,1,1,capsules,160,0.986,0.9918929879895546,0.9560975609756097,0.9767346359761093,0.43151105786028915,0.9554942127029898
AnomalyDINO,1,1,cashew,150,0.8964000000000001,0.9497058224482675,0.8877551020408163,0.9855690052739308,0.4642612561385462,0.9430175621383874
AnomalyDINO,1,1,chewinggum,150,0.9795999999999999,0.9916848715243378,0.9591836734693877,0.995256757855387,0.7147010665825068,0.9399889689778794
AnomalyDINO,1,1,fryum,150,0.9675999999999999,0.9860860801117843,0.9381443298969071,0.9704758446191835,0.41511967339938205,0.9358834293376422
AnomalyDINO,1,1,macaroni1,200,0.8584,0.8665763215823208,0.7965367965367965,0.992946535682256,0.22613787122406942,0.9488933236629518
AnomalyDINO,1,1,macaroni2,200,0.6688999999999999,0.6132250253468747,0.7222222222222222,0.9763474528848246,0.050048623453191464,0.8469516824565264
AnomalyDINO,1,1,pcb1,200,0.8495,0.8537392624662208,0.789237668161435,0.9918617710856981,0.7830687883055598,0.9093283243684013
AnomalyDINO,1,1,pcb2,200,0.7782,0.7964852948540757,0.743119266055046,0.9588219341475035,0.1827003912227828,0.8577936007942273
AnomalyDINO,1,1,pcb3,201,0.8468316831683168,0.8628897909855209,0.7813953488372092,0.9672474797493298,0.3745644866146851,0.8697992478574007
AnomalyDINO,1,1,pcb4,201,0.954059405940594,0.9344148538625332,0.9223300970873787,0.9593629576348002,0.16498879573832811,0.8575331904882093
AnomalyDINO,1,1,pipe_fryum,150,0.9424,0.9684255041982777,0.9142857142857144,0.9856660638456736,0.3703617128288559,0.9783673704884077
AnomalyDINO,1,2,candle,200,0.8554999999999999,0.8738558781630168,0.7692307692307692,0.9855506491152088,0.3357881471071047,0.9488218981044051
AnomalyDINO,1,2,capsules,160,0.9861666666666666,0.9922129314843913,0.9552238805970149,0.9801502678706888,0.4360758383739399,0.9607616305623086
AnomalyDINO,1,2,cashew,150,0.9279999999999999,0.9640145119655342,0.8995215311004784,0.9914579617358917,0.5416753766405925,0.9607500417527454
AnomalyDINO,1,2,chewinggum,150,0.98,0.991598380488047,0.9591836734693877,0.995424194221721,0.710638178836998,0.9420920031201355
AnomalyDINO,1,2,fryum,150,0.9620000000000001,0.9839321928722928,0.9479166666666667,0.9712789851083976,0.41989252552523976,0.9386146640828948
AnomalyDINO,1,2,macaroni1,200,0.8792000000000001,0.8984350391895372,0.8167539267015708,0.9951595470214974,0.24751353361050016,0.9628566291868322
AnomalyDINO,1,2,macaroni2,200,0.7638,0.7260220805188952,0.7489711934156379,0.9839947155925381,0.08404291581529696,0.8932401089941832
AnomalyDINO,1,2,pcb1,200,0.9141,0.9216676806958216,0.8472906403940887,0.9926468466103198,0.8059980040147332,0.9223169360706154
AnomalyDINO,1,2,pcb2,200,0.8051,0.8298211355728665,0.7549019607843137,0.9597454908955427,0.20420836581360116,0.8507916461477938
AnomalyDINO,1,2,pcb3,201,0.8783168316831683,0.8900537179150142,0.8056872037914692,0.9720900619348566,0.4156809863842267,0.8860188428919887
AnomalyDINO,1,2,pcb4,201,0.977029702970297,0.9647132460571368,0.9468599033816426,0.970314244789469,0.22744072384423522,0.8875371763161537
AnomalyDINO,1,2,pipe_fryum,150,0.9586,0.9797159385954478,0.9359605911330049,0.9898812225369142,0.4318327436870557,0.9708441677304945
AnomalyDINO,1,4,candle,200,0.8978,0.9085455845467961,0.83,0.987207925841156,0.3541893985965161,0.9571662619282673
AnomalyDINO,1,4,capsules,160,0.9858333333333333,0.9917116955932586,0.96,0.9819696665029791,0.4865371506603677,0.9687381852688324
AnomalyDINO,1,4,cashew,150,0.9252,0.9616308419593527,0.9082125603864735,0.9935170748199023,0.5936764986170027,0.964244329033121
AnomalyDINO,1,4,chewinggum,150,0.9890000000000001,0.9950430691891528,0.9702970297029702,0.9956354765770292,0.6998951538129412,0.9467255295419513
AnomalyDINO,1,4,fryum,150,0.9688000000000001,0.9867448715995365,0.9528795811518325,0.9745762882306812,0.44022126137485795,0.9427916031522259
AnomalyDINO,1,4,macaroni1,200,0.8875000000000001,0.9028080326097327,0.8256880733944953,0.9961828062640377,0.2469472886016201,0.9607463204300587
AnomalyDINO,1,4,macaroni2,200,0.7737999999999999,0.7552973123139849,0.7272727272727273,0.984489934975939,0.10220486437949637,0.912605384343991
AnomalyDINO,1,4,pcb1,200,0.9081,0.9128546783008429,0.832618025751073,0.9929490914157968,0.8142423640783354,0.9281673119691586
AnomalyDINO,1,4,pcb2,200,0.8861,0.897897769951051,0.8053097345132744,0.9636979555864496,0.26790730314543215,0.8722010124565682
AnomalyDINO,1,4,pcb3,201,0.9149504950495049,0.9191735119999032,0.8450704225352113,0.9737549457581616,0.4072849060319138,0.8984703334994104
AnomalyDINO,1,4,pcb4,201,0.9781188118811881,0.9639513421176251,0.9560975609756097,0.9730941376247869,0.23542475565558943,0.8968315676451838
AnomalyDINO,1,4,pipe_fryum,150,0.9736,0.9859607821604459,0.9696969696969697,0.9913917267458434,0.449252005504734,0.975518380740075
AnomalyDINO,2,1,candle,200,0.9096000000000001,0.9170382347170288,0.8449197860962566,0.9824041725326715,0.28946118083234684,0.9538674699378662
AnomalyDINO,2,1,capsules,160,0.9874999999999999,0.992806509513387,0.9547738693467336,0.9777698949365805,0.4674836484602331,0.9651448848452832
AnomalyDINO,2,1,cashew,150,0.9382,0.9668380904337688,0.9090909090909091,0.9920220952504616,0.5407332094968893,0.9671536445253912
AnomalyDINO,2,1,chewinggum,150,0.9766,0.9904848844316678,0.9595959595959594,0.9952523072740533,0.7066040670131202,0.9415428118205986
AnomalyDINO,2,1,fryum,150,0.9794,0.9908844066650649,0.9473684210526316,0.9688969102721954,0.4130807650266787,0.9285627389639507
AnomalyDINO,2,1,macaroni1,200,0.9107999999999999,0.9252309857800154,0.8342245989304813,0.9958290273123455,0.24795377692161946,0.9614470615850831
AnomalyDINO,2,1,macaroni2,200,0.7276,0.6780718382950497,0.7551867219917013,0.9802867604501351,0.08395391657328732,0.9251638850821912
AnomalyDINO,2,1,pcb1,200,0.8775,0.8763015062070654,0.8040201005025126,0.9920884628590707,0.7834660835617444,0.9270346512655095
AnomalyDINO,2,1,pcb2,200,0.824,0.8347413321518491,0.7623318385650224,0.9606784326646854,0.23256200708886038,0.8523474371608383
AnomalyDINO,2,1,pcb3,201,0.7351485148514852,0.7469510455635904,0.7192982456140351,0.9676150900364608,0.3202138727771604,0.8653464930193941
AnomalyDINO,2,1,pcb4,201,0.9704950495049506,0.9514349783780395,0.9383886255924171,0.9654318908412352,0.2584005947234566,0.8720057218975116
AnomalyDINO,2,1,pipe_fryum,150,0.9288,0.9627700805813708,0.9056603773584904,0.9924989625988201,0.5106358178552808,0.9640751205972422
AnomalyDINO,2,2,candle,200,0.9058,0.9173207879750628,0.8421052631578948,0.9849351958097647,0.2910664652403045,0.958425839550986
AnomalyDINO,2,2,capsules,160,0.9848333333333334,0.9910964754216177,0.9519230769230769,0.9808936519922632,0.49411721575168605,0.9682815009917645
AnomalyDINO,2,2,cashew,150,0.9492,0.9717906009552475,0.9313725490196078,0.992900959711329,0.5636542871471923,0.9708891655193352
AnomalyDINO,2,2,chewinggum,150,0.9804,0.9917616776599083,0.96,0.9953840329119956,0.698776551579073,0.943110395339949
AnomalyDINO,2,2,fryum,150,0.9822,0.9916055158996508,0.9556650246305418,0.9717321014247619,0.4381825294188767,0.9342251900160652
AnomalyDINO,2,2,macaroni1,200,0.9164,0.9172310138365866,0.858447488584475,0.9961359188288159,0.23009257992492427,0.9629885665750397
AnomalyDINO,2,2,macaroni2,200,0.7551000000000001,0.7010991872920375,0.7445887445887446,0.983782699967865,0.10161362137909533,0.9147272449545767
AnomalyDINO,2,2,pcb1,200,0.9336,0.9382592597100057,0.858695652173913,0.9927971245395584,0.8199738280777799,0.9275215273817112
AnomalyDINO,2,2,pcb2,200,0.8412999999999999,0.8558821335033189,0.7744680851063829,0.9629499175671989,0.24182733514392904,0.8748948044483992
AnomalyDINO,2,2,pcb3,201,0.881980198019802,0.896973228703478,0.8105726872246698,0.9720327337135711,0.4066185422193715,0.8872205192798871
AnomalyDINO,2,2,pcb4,201,0.974059405940594,0.9583094702476147,0.9458128078817734,0.9709210142038363,0.27568528842931805,0.9018726808996034
AnomalyDINO,2,2,pipe_fryum,150,0.9484,0.9743134190827955,0.9186602870813397,0.9923103566224809,0.5022833132861725,0.9656209113871806
AnomalyDINO,2,4,candle,200,0.9246999999999999,0.9351854482895416,0.8737864077669903,0.9867040718244653,0.3201047897005763,0.96344991910817
AnomalyDINO,2,4,capsules,160,0.989,0.9931863928888385,0.964824120603015,0.9813748988830616,0.491236504441985,0.9728086032984444
AnomalyDINO,2,4,cashew,150,0.9414,0.9694808616567369,0.916256157635468,0.993005962052665,0.5828261053410031,0.9584697933306069
AnomalyDINO,2,4,chewinggum,150,0.9857999999999999,0.9938462802279848,0.964824120603015,0.9955171847680013,0.6915147924443477,0.9457253689498003
AnomalyDINO,2,4,fryum,150,0.9765999999999999,0.9892897530389215,0.9435897435897437,0.975285274367093,0.4595372839800534,0.9326964478420937
AnomalyDINO,2,4,macaroni1,200,0.8954,0.9003587888325233,0.8198198198198198,0.9968412054335993,0.22712465084496375,0.9665895681114501
AnomalyDINO,2,4,macaroni2,200,0.761,0.7195918095908904,0.7477477477477475,0.9871475815872097,0.11521339912863901,0.932111060920632
AnomalyDINO,2,4,pcb1,200,0.9401999999999999,0.945037103102054,0.8730964467005077,0.993153293893541,0.8371736729306889,0.9331077117250018
AnomalyDINO,2,4,pcb2,200,0.8599999999999999,0.8739822098920861,0.7959183673469388,0.9647776966298849,0.26165042172482184,0.8682504077360318
AnomalyDINO,2,4,pcb3,201,0.9053465346534654,0.918532556049638,0.8223350253807107,0.9749908730985601,0.4314220629620811,0.9007905938193607
AnomalyDINO,2,4,pcb4,201,0.9932673267326733,0.9926939448547499,0.970873786407767,0.9749706103328236,0.30848263246341134,0.9049268614125476
AnomalyDINO,2,4,pipe_fryum,150,0.9696,0.9838114745272799,0.9383886255924171,0.9924827687045217,0.49884747584225414,0.967833972204007
PromptAD,0,1,candle,200,0.87235,0.8790194749752217,0.8017621145374448,0.9534019713470934,0.18731741247168812,0.9046959211226229
PromptAD,0,1,capsules,160,0.7291666666666666,0.813987690275043,0.7802690582959642,0.9423368475698536,0.21220111776176023,0.5185659190021098
PromptAD,0,1,cashew,150,0.906,0.9542876176011682,0.8985507246376813,0.9911170068469112,0.6259280628435167,0.9184652901833961
PromptAD,0,1,chewinggum,150,0.9001999999999999,0.9538889663151012,0.8738738738738738,0.9932267462654729,0.7075381826919834,0.8863236013945341
PromptAD,0,1,fryum,150,0.878,0.9356470325317507,0.8820512820512821,0.9453633708746821,0.30689224551343114,0.8018284651547585
PromptAD,0,1,macaroni1,200,0.82855,0.8398906847152767,0.7628865979381443,0.9814461455693042,0.08552607297520803,0.8772567646217159
PromptAD,0,1,macaroni2,200,0.53085,0.5417863256014045,0.6734006734006733,0.9493048444794479,0.017646930221210947,0.8297967334141992
PromptAD,0,1,pcb1,200,0.87295,0.8568164238622076,0.8482142857142857,0.962141152500557,0.3901823914324317,0.860560661158287
PromptAD,0,1,pcb2,200,0.7277000000000001,0.7291523900140054,0.7190082644628099,0.9444239287058482,0.07126878062023477,0.7304265774491733
PromptAD,0,1,pcb3,201,0.7448019801980198,0.7429073278078852,0.714828897338403,0.9487193503753394,0.13209211047693567,0.7946428236929162
PromptAD,0,1,pcb4,201,0.7962376237623763,0.7802681487577192,0.7570093457943925,0.9436815874853193,0.11552150371648615,0.7427020142829872
PromptAD,0,1,pipe_fryum,150,0.8432,0.9243324729559269,0.845771144278607,0.9892594956721537,0.5724890959353023,0.9418842105769794
PromptAD,0,2,candle,200,0.89245,0.912016283703873,0.837696335078534,0.9622440818961804,0.1833764454458882,0.910680342359061
PromptAD,0,2,capsules,160,0.7710833333333333,0.8604214467615809,0.7962962962962963,0.9562327630582567,0.25445973581602177,0.5441524358051663
PromptAD,0,2,cashew,150,0.9021,0.9514612460238463,0.8846153846153846,0.9916720766676853,0.622806032464809,0.9238896922525094
PromptAD,0,2,chewinggum,150,0.9116000000000001,0.9580474466467147,0.8878048780487805,0.9934023934432878,0.6907733080414431,0.891210236339362
PromptAD,0,2,fryum,150,0.9129,0.9549802999620816,0.9082125603864735,0.9564348318469699,0.32128351242521547,0.802048303914914
PromptAD,0,2,macaroni1,200,0.84215,0.8447672383877733,0.7777777777777778,0.9777570755266658,0.08082058555868393,0.8952609918831269
PromptAD,0,2,macaroni2,200,0.5349999999999999,0.5408831259822471,0.6734006734006733,0.9606298814245836,0.03437086927035343,0.8271914940907263
PromptAD,0,2,pcb1,200,0.86565,0.8441525739931743,0.8508771929824562,0.9743525612299906,0.38925150272826686,0.8742246334159827
PromptAD,0,2,pcb2,200,0.66165,0.6659539033697635,0.6827586206896552,0.9481661811280042,0.06889487437185596,0.7511223852176157
PromptAD,0,2,pcb3,201,0.7463861386138614,0.7515228086447922,0.7200000000000001,0.9576074039816337,0.1746441666232814,0.7910085626592755
PromptAD,0,2,pcb4,201,0.836980198019802,0.8268100465956737,0.7793427230046949,0.9474767325484489,0.12576228532684003,0.7270715158954548
PromptAD,0,2,pipe_fryum,150,0.8594999999999999,0.9169714736674003,0.8792270531400966,0.9888303675443063,0.608832678309585,0.9326125285915774
PromptAD,0,4,candle,200,0.7816000000000001,0.8063411185614473,0.7466666666666666,0.9586592156587381,0.1695912955334715,0.9104212389900355
PromptAD,0,4,capsules,160,0.7576666666666668,0.8371472778089308,0.8018433179723502,0.9615213779306387,0.30212726530894907,0.579457851061544
PromptAD,0,4,cashew,150,0.911,0.9575501020854458,0.888888888888889,0.991504565092181,0.6198034900899826,0.9270308834793902
PromptAD,0,4,chewinggum,150,0.9659000000000001,0.9852063713376366,0.9375,0.9929868928994057,0.6765788394680616,0.8868278150215166
PromptAD,0,4,fryum,150,0.8811,0.9362730984270657,0.8857142857142858,0.9607860781820853,0.3811723868523183,0.8121429586151901
PromptAD,0,4,macaroni1,200,0.8376500000000001,0.8436872934483823,0.771186440677966,0.9785075929890512,0.08311806761357879,0.9018834224220946
PromptAD,0,4,macaroni2,200,0.54345,0.5414712523838121,0.673469387755102,0.9585209626562585,0.03301929491047562,0.8307282651035471
PromptAD,0,4,pcb1,200,0.8655999999999999,0.8443186387869734,0.8546255506607929,0.9673817964159622,0.432225721772534,0.8840004972243956
PromptAD,0,4,pcb2,200,0.6802,0.681790274604499,0.6852589641434262,0.9491082647357991,0.08234594377840075,0.764530506968691
PromptAD,0,4,pcb3,201,0.7336138613861386,0.7475677008532933,0.7022900763358778,0.96726484608043,0.22178595078555663,0.8034742295732584
PromptAD,0,4,pcb4,201,0.8551485148514851,0.843830395476961,0.7941176470588236,0.9646304531142076,0.21250813174653405,0.8007522878552744
PromptAD,0,4,pipe_fryum,150,0.842,0.9133191250871588,0.862559241706161,0.9907884096950519,0.609949815563147,0.9440919084026586
PromptAD,1,1,candle,200,0.7145000000000001,0.6909091227368331,0.7123287671232876,0.9346088005954314,0.1370379559655945,0.856997913628421
PromptAD,1,1,capsules,160,0.81925,0.8961346183063581,0.8181818181818183,0.9553504750143889,0.25984127994092177,0.5887914560420505
PromptAD,1,1,cashew,150,0.9169,0.9576855739405983,0.8962264150943395,0.9911126208113774,0.6484473036916089,0.9067976351954241
PromptAD,1,1,chewinggum,150,0.9408,0.9705694821268044,0.9137055837563451,0.9928948677409821,0.6688563135161971,0.8690722071452206
PromptAD,1,1,fryum,150,0.8874000000000001,0.9474187091330805,0.8768472906403941,0.9571371936236367,0.3629422721612722,0.8207840302949381
PromptAD,1,1,macaroni1,200,0.82385,0.82272728025672,0.7605633802816901,0.9677299653456638,0.055882905275171854,0.873518973991529
PromptAD,1,1,macaroni2,200,0.7035,0.7033955391608333,0.7054263565891471,0.9581155724133259,0.0324375022549776,0.8116197224678435
PromptAD,1,1,pcb1,200,0.88895,0.8767554695006181,0.8407079646017698,0.9681588807734509,0.37801749956898617,0.8786667435232574
PromptAD,1,1,pcb2,200,0.7567,0.7617120423060626,0.7250996015936255,0.933183244524191,0.05815179887117259,0.7074894392182343
PromptAD,1,1,pcb3,201,0.7000495049504951,0.7121742478219997,0.689922480620155,0.9423066872841687,0.17227850646065665,0.731477652451687
PromptAD,1,1,pcb4,201,0.867970297029703,0.8711908889633829,0.7894736842105263,0.9271387389639429,0.1014167134976232,0.7588405052847623
PromptAD,1,1,pipe_fryum,150,0.894,0.9462635976710604,0.883495145631068,0.9862395160179002,0.4874550003224271,0.9419900240968266
PromptAD,1,2,candle,200,0.7643,0.7543915034619696,0.7156862745098039,0.941322688410353,0.153989167137692,0.8798707548348641
PromptAD,1,2,capsules,160,0.8105833333333332,0.886667010366033,0.8159203980099502,0.9624036591279089,0.2853969095573931,0.6082886464684163
PromptAD,1,2,cashew,150,0.9477,0.9744879155615075,0.9359605911330049,0.992514288805735,0.7223954987933606,0.9064157545922493
PromptAD,1,2,chewinggum,150,0.9399,0.9717753407677506,0.9045226130653266,0.9930785611982089,0.6690749488013068,0.8758819564904023
PromptAD,1,2,fryum,150,0.9084999999999999,0.9576435919245219,0.8958333333333334,0.9603785619281531,0.36009106805845487,0.8181133063208248
PromptAD,1,2,macaroni1,200,0.8359500000000001,0.839291621805479,0.7668393782383419,0.9727507157444851,0.07148627622298676,0.8952839928183229
PromptAD,1,2,macaroni2,200,0.7147,0.7342587226671812,0.6952789699570816,0.9630879336758725,0.03048384533080929,0.8127208168222143
PromptAD,1,2,pcb1,200,0.8939,0.8790638990639597,0.8506787330316741,0.9637766071957369,0.3569655077750307,0.8868824595386621
PromptAD,1,2,pcb2,200,0.7241,0.7385717167053386,0.7053571428571428,0.9451234886244014,0.0699327946575151,0.7363887390470771
PromptAD,1,2,pcb3,201,0.7102475247524753,0.7278014099517917,0.689922480620155,0.9512115255808605,0.1608671397790064,0.7375061859775781
PromptAD,1,2,pcb4,201,0.9285148514851485,0.9303702787236996,0.8653846153846153,0.9548807241938733,0.1474845275531283,0.7705567134430484
PromptAD,1,2,pipe_fryum,150,0.8418,0.9029228438786555,0.8732394366197184,0.9892309226054242,0.5311057077011879,0.9445766362563887
PromptAD,1,4,candle,200,0.8299000000000001,0.8318776994646644,0.7794871794871796,0.9494093972150643,0.15865456895815108,0.8894199270839356
PromptAD,1,4,capsules,160,0.8255,0.8948165788592801,0.8148148148148148,0.9650887129189872,0.3311234070168364,0.5945449213701385
PromptAD,1,4,cashew,150,0.9263,0.9652900778314994,0.8930232558139534,0.9923975417178144,0.7917635538849188,0.9091979778914814
PromptAD,1,4,chewinggum,150,0.9370999999999999,0.9706168891435983,0.9045226130653266,0.9931225762676892,0.6502951334404571,0.8817301435871618
PromptAD,1,4,fryum,150,0.943,0.9713689119969589,0.9353233830845772,0.9658033649553429,0.3883152197538964,0.8370663045808074
PromptAD,1,4,macaroni1,200,0.8156,0.8187030427341055,0.7542372881355932,0.9773172471588222,0.0729733398417234,0.8991361730861608
PromptAD,1,4,macaroni2,200,0.7247500000000001,0.7433420684829586,0.7058823529411764,0.9723528334382363,0.043332598874035566,0.8389043151967907
PromptAD,1,4,pcb1,200,0.8547,0.8454190157200541,0.8085106382978724,0.9826105210792407,0.5049628694145806,0.8311269093794462
PromptAD,1,4,pcb2,200,0.73065,0.744821221639923,0.7112970711297072,0.9514138502651738,0.08574975949557445,0.7480644663489895
PromptAD,1,4,pcb3,201,0.7370792079207921,0.7291699202990612,0.7256637168141592,0.9660834454729601,0.23754609215694458,0.8023291824424339
PromptAD,1,4,pcb4,201,0.8539603960396039,0.8570150293570645,0.7962085308056872,0.9641884610627831,0.18492422949879003,0.807846131839971
PromptAD,1,4,pipe_fryum,150,0.8783,0.9183755812423785,0.8899521531100477,0.9889877044632177,0.5216380463683947,0.9461252282145743
PromptAD,2,1,candle,200,0.8535,0.8776353337521057,0.8169014084507041,0.9484165550314926,0.1722313418297296,0.9060593314154425
PromptAD,2,1,capsules,160,0.8030833333333335,0.8879884957621362,0.8093023255813954,0.9470949280942041,0.2481155443020829,0.5557874563907532
PromptAD,2,1,cashew,150,0.9581,0.9787058189138815,0.9268292682926829,0.9924229442624761,0.6500467577296782,0.912570597590693
