run_id,method,dataset,shot,seed,category_count,sample_count,score_direction,validation_errors,target_normal_tuning,image_auroc,image_ap,image_f1_max,pixel_auroc,pixel_ap,aupro,report_path,report_sha256,summary_path,summary_sha256
patchcore_visa_seed_0_shot_1,PatchCore,VisA,1,0,12,2162,higher_is_more_anomalous,0,False,0.6907123762376237,0.7435963546369599,0.7638191839182146,0.8578625126584193,0.21690179912979088,0.5058213986269728,outputs\unified\patchcore_visa_seed_0_shot_1\evaluation_report.json,260d7a6757bc582796b6b70cbabc591c5408a8cb3de28704d3b2d2e3347a9bee,outputs\unified\patchcore_visa_seed_0_shot_1\summary.csv,19b9a14bb1b03e3afd705a52761efc08cc1213ffd97b62c180d2dc2459c56c88
patchcore_visa_seed_1_shot_1,PatchCore,VisA,1,1,12,2162,higher_is_more_anomalous,0,False,0.6828517326732674,0.7323235337254013,0.7603457383810189,0.8668825851932466,0.22687182250133134,0.5031422036961836,outputs\unified\patchcore_visa_seed_1_shot_1\evaluation_report.json,439514107d5b02c56c715fabad1e47d6a325589528076757727310d937417f2f,outputs\unified\patchcore_visa_seed_1_shot_1\summary.csv,2104ec4801b16640a6bdf16d7b24f48b66a832bc0ac21ff497d1ab6a873c7376
patchcore_visa_seed_2_shot_1,PatchCore,VisA,1,2,12,2162,higher_is_more_anomalous,0,False,0.6672712458745874,0.7222871894447987,0.7531067688216465,0.8540041924516225,0.23232975011006865,0.5089167677139791,outputs\unified\patchcore_visa_seed_2_shot_1\evaluation_report.json,22f72d95280efd5e71b9fb54b3f95a11d86c4b6a6cbc0f0880902d791c4feb97,outputs\unified\patchcore_visa_seed_2_shot_1\summary.csv,cf24fd2aa473fc82650751135585270f372b5fddf1a5d020fa553d480f44baff
patchcore_visa_seed_0_shot_2,PatchCore,VisA,2,0,12,2162,higher_is_more_anomalous,0,False,0.7241021727172717,0.762366712236064,0.767283643799686,0.8993102004422067,0.2512104299554616,0.5764909662921258,outputs\unified\patchcore_visa_seed_0_shot_2\evaluation_report.json,878c92ecddbffe05adc2c0f7dd2e3e242d001fe8255d73cf0fb6dc113a38d6b9,outputs\unified\patchcore_visa_seed_0_shot_2\summary.csv,fd57c2d464c34a483326669585653ddee635279d3eccc19f05c49d8f6bec65b6
patchcore_visa_seed_1_shot_2,PatchCore,VisA,2,1,12,2162,higher_is_more_anomalous,0,False,0.7297607810781077,0.7698013020260278,0.7770935770256798,0.8989792877129573,0.256868910522699,0.5785514141274787,outputs\unified\patchcore_visa_seed_1_shot_2\evaluation_report.json,4679fd9dd99466bb9ad2fc79150a321c5fd75820f8bd2b5f46885e346f3e1354,outputs\unified\patchcore_visa_seed_1_shot_2\summary.csv,ce11a5560e409066aa0ebb76e1f38dc6751232e565bf6a844fb38f21720686b2
patchcore_visa_seed_2_shot_2,PatchCore,VisA,2,2,12,2162,higher_is_more_anomalous,0,False,0.7333506325632563,0.7750950721006732,0.7816030781886901,0.9028452182072629,0.2578508362620275,0.5836433042671907,outputs\unified\patchcore_visa_seed_2_shot_2\evaluation_report.json,075c4543ad93c5d544a4e51fe55788791b3562c52fa7de8fc1a67af1de18c78b,outputs\unified\patchcore_visa_seed_2_shot_2\summary.csv,22193e17c7106295aea4d59ab23b5d032b147ffc19c4a5a3974bda27075c31ed
patchcore_visa_seed_0_shot_4,PatchCore,VisA,4,0,12,2162,higher_is_more_anomalous,0,False,0.7948000000000001,0.8122665172263512,0.8195679852127772,0.9207132684378618,0.26672109872833055,0.6348288786584179,outputs\unified\patchcore_visa_seed_0_shot_4\evaluation_report.json,f63c1fb95d88d78ee4c8b7bb3d415acd0a21f7e3963c5658e376903c25619cc4,outputs\unified\patchcore_visa_seed_0_shot_4\summary.csv,0d223009b5f0fb9cb522de8d66739469e2b2524312eda944e9ccc921ebf8c38d
patchcore_visa_seed_1_shot_4,PatchCore,VisA,4,1,12,2162,higher_is_more_anomalous,0,False,0.7741276815181518,0.8072551133127943,0.7876002142941981,0.9213520611732747,0.32094823139783574,0.6085028528821719,outputs\unified\patchcore_visa_seed_1_shot_4\evaluation_report.json,803334e898e04c74eeb50b0c079f0d7e6ecc10231a0c46d2ed84ba317bbfce19,outputs\unified\patchcore_visa_seed_1_shot_4\summary.csv,7bfe04c9142642c39e3ff68ad260c7aec03d424833cd53c7c51eacd20b5cb1c0
patchcore_visa_seed_2_shot_4,PatchCore,VisA,4,2,12,2162,higher_is_more_anomalous,0,False,0.7914340484048404,0.814394638902996,0.8123476917794602,0.9164318758559847,0.2682277653642309,0.6228316575051539,outputs\unified\patchcore_visa_seed_2_shot_4\evaluation_report.json,8d5994ef72ab825a772d8f47ced0240d17efce3cd05f1cfb361c13df6acacc79,outputs\unified\patchcore_visa_seed_2_shot_4\summary.csv,d9b8421d87b0e48991b27b2d59f4ec82a8d2f5b1c50faa1925364e27bc1a905f
winclip_visa_seed_0_shot_1,WinCLIP+,VisA,1,0,12,2162,higher_is_more_anomalous,0,False,0.6994979372937293,0.7326586028947025,0.7658391809204822,0.9018006866835911,0.1041546336443059,0.6798716371205598,outputs\unified\winclip_visa_seed_0_shot_1\evaluation_report.json,ebe017bd86f86d5da05d7411378fd97e4b5a4891d27f82ff077f4504d8399cef,outputs\unified\winclip_visa_seed_0_shot_1\summary.csv,e89abeb021322e971621613784f5a1f85fe2ff1fd1c7e0734a9a9b386bf7c710
winclip_visa_seed_1_shot_1,WinCLIP+,VisA,1,1,12,2162,higher_is_more_anomalous,0,False,0.7016560781078108,0.7358883401137389,0.7622325960617901,0.8971270402604613,0.10275158243430538,0.665555986127555,outputs\unified\winclip_visa_seed_1_shot_1\evaluation_report.json,63827b5edb3b051f48c99ced24046a1b98d0cdb0333dfe860955e38692edf571,outputs\unified\winclip_visa_seed_1_shot_1\summary.csv,89d7866877f6070c31073dacb7b158cd08a0987df90061be745828dcb339dfbd
winclip_visa_seed_2_shot_1,WinCLIP+,VisA,1,2,12,2162,higher_is_more_anomalous,0,False,0.6977759625962596,0.7300383599538556,0.7654715585070696,0.9004525802480527,0.10302610113302406,0.6749179979070976,outputs\unified\winclip_visa_seed_2_shot_1\evaluation_report.json,c2b7a7572dcae359e530cd650e3c2c6a1829c0bf8fd8185437e00c542f17ee7e,outputs\unified\winclip_visa_seed_2_shot_1\summary.csv,aee8e859f82d5d6027385d7ab2280f7da2359fd9c53fd648641836fad231bd65
winclip_visa_seed_0_shot_2,WinCLIP+,VisA,2,0,12,2162,higher_is_more_anomalous,0,False,0.7154415841584157,0.7485023777281922,0.771443580591694,0.9071770001228967,0.10908710161037412,0.689576252443909,outputs\unified\winclip_visa_seed_0_shot_2\evaluation_report.json,5e2ac50f9528b5dd911a86e2e4bc772b208b0c966baffa705c54fd43f304bb2f,outputs\unified\winclip_visa_seed_0_shot_2\summary.csv,788ebcb8fb19568f3b17793aa75013ef00e4153eaf824252c1e3c6993a456061
winclip_visa_seed_1_shot_2,WinCLIP+,VisA,2,1,12,2162,higher_is_more_anomalous,0,False,0.7191242849284928,0.7485508401646016,0.7725286189399879,0.902351045074682,0.11116181248078745,0.6750203709749609,outputs\unified\winclip_visa_seed_1_shot_2\evaluation_report.json,f5312ad81bae07cb519bc1cd9230e4bc003373fde95c0a0836e5c75f30706ac2,outputs\unified\winclip_visa_seed_1_shot_2\summary.csv,6476e4a1ec37451e0c88bb97fe8707aa33a8d162bdd576444453ff420a47c22f
winclip_visa_seed_2_shot_2,WinCLIP+,VisA,2,2,12,2162,higher_is_more_anomalous,0,False,0.7124177117711771,0.7438316755136309,0.7675560815324114,0.9055056750850117,0.10589227801743366,0.6851207202920041,outputs\unified\winclip_visa_seed_2_shot_2\evaluation_report.json,440602979fd550ba382b734c7dc551f9f3dc89e72749177b1a44c73871ff67ef,outputs\unified\winclip_visa_seed_2_shot_2\summary.csv,d2f4d730b534c7ed1b321854e8ad70cc7856afb64a05f44504012be5d6c71e4c
winclip_visa_seed_0_shot_4,WinCLIP+,VisA,4,0,12,2162,higher_is_more_anomalous,0,False,0.7267334983498349,0.7537643322852613,0.7778289391641559,0.9091407180351839,0.11215460607753314,0.6938439433281515,outputs\unified\winclip_visa_seed_0_shot_4\evaluation_report.json,be1c7806c09dc4b55337dc30ee5d41e30ba78f2c9810e14cb0c4cb1f831e7eef,outputs\unified\winclip_visa_seed_0_shot_4\summary.csv,fbf791546ae0317200d41c425d5a958c8c66a4746dff25e64416e425e37b575c
winclip_visa_seed_1_shot_4,WinCLIP+,VisA,4,1,12,2162,higher_is_more_anomalous,0,False,0.7245455720572057,0.7551695937355256,0.7711238587706597,0.9078868252738083,0.11224101103805757,0.6847066407435377,outputs\unified\winclip_visa_seed_1_shot_4\evaluation_report.json,b19e5b6a0dcea120211fa8777ef696810468f3ddee44839897ced919895bedcb,outputs\unified\winclip_visa_seed_1_shot_4\summary.csv,9b4abb8ca540c1458c01cf469fae0f916589dd1a1c8a7856b4462c264536010d
winclip_visa_seed_2_shot_4,WinCLIP+,VisA,4,2,12,2162,higher_is_more_anomalous,0,False,0.7260179042904289,0.7521672699638128,0.7728286039701096,0.909250239318149,0.11121214419928176,0.6930884752373467,outputs\unified\winclip_visa_seed_2_shot_4\evaluation_report.json,f4d671468d0fed1969e0a724f1e2ab90e583ee760f3343ec52e94e0862318895,outputs\unified\winclip_visa_seed_2_shot_4\summary.csv,50eb295574a9254b986d71a310451754c5836b9419aebdd8e68e5bfef925e498
anomalydino_visa_seed_0_shot_1,AnomalyDINO,VisA,1,0,12,2162,higher_is_more_anomalous,0,False,0.9017965071507149,0.9110788973993763,0.8603142531088879,0.9797509667388805,0.3917397356268851,0.924426560910248,outputs\unified\anomalydino_visa_seed_0_shot_1\evaluation_report.json,b3c208e5f0d9c000ff0ca94a6ad072d78227dd99f64d305730c5de5dc59ae398,outputs\unified\anomalydino_visa_seed_0_shot_1\summary.csv,e37ef19f8abfa301320f52e09a3822790b7b18c1a131a3a12f73c4ebf4360c25
anomalydino_visa_seed_1_shot_1,AnomalyDINO,VisA,1,1,12,2162,higher_is_more_anomalous,0,False,0.8829825907590759,0.8917694300336289,0.8500459735006288,0.9785275400846039,0.3758888775050278,0.9148787162769717,outputs\unified\anomalydino_visa_seed_1_shot_1\evaluation_report.json,02b247991776fd215fa93e4905947d0f5d66d9dd8532b536daed07bf682c0f41,outputs\unified\anomalydino_visa_seed_1_shot_1\summary.csv,1ec4b7780b1fa7b1e49e5c42c783fdc0fead57aa6d4de39148aa021e9236f8c0
anomalydino_visa_seed_2_shot_1,AnomalyDINO,VisA,1,2,12,2162,higher_is_more_anomalous,0,False,0.8971369636963696,0.9027961577264915,0.8612382878114291,0.9808978339190594,0.40454574502755647,0.9269743267250717,outputs\unified\anomalydino_visa_seed_2_shot_1\evaluation_report.json,d64453a720e28f1430e34c481e18c785444cc6e1a5c532a21dedf9772a075bef,outputs\unified\anomalydino_visa_seed_2_shot_1\summary.csv,dd21ebeab05b114853e62a62b5bc98d69982dfb28c25d1275d6654c3a76392f1
anomalydino_visa_seed_0_shot_2,AnomalyDINO,VisA,2,0,12,2162,higher_is_more_anomalous,0,False,0.9135848734873487,0.9198089013277227,0.868348293677383,0.9830647869609122,0.4168914049648286,0.931882069845183,outputs\unified\anomalydino_visa_seed_0_shot_2\evaluation_report.json,f0c4c0a286b0dddc43cd2fc4027ea817359a3b98550172fa2b3dab4297171d44,outputs\unified\anomalydino_visa_seed_0_shot_2\summary.csv,faaf6491f4cadb4bb79fd4e0030ce91fa39bf5ed4dc56c4f080971d3d5bb48bb
anomalydino_visa_seed_1_shot_2,AnomalyDINO,VisA,2,1,12,2162,higher_is_more_anomalous,0,False,0.9073177667766776,0.9180035611265001,0.8656251617221704,0.9823078489527538,0.4050656116377937,0.9270538120800458,outputs\unified\anomalydino_visa_seed_1_shot_2\evaluation_report.json,a9faff8f54b032056329d7afe7437b96b4b3eca80a72d8cf5b15809ec380d447,outputs\unified\anomalydino_visa_seed_1_shot_2\summary.csv,0ef057abb66cb42ef6511153434fe25a52d0f433138018ea8ddd4ad45b4983fd
anomalydino_visa_seed_2_shot_2,AnomalyDINO,VisA,2,2,12,2162,higher_is_more_anomalous,0,False,0.9211060781078108,0.925470230857277,0.879359305531035,0.9830646422744533,0.42199096313314355,0.9341481955287083,outputs\unified\anomalydino_visa_seed_2_shot_2\evaluation_report.json,259622ae9a4d5e9acaf4aafac0dde9c38caac08c989e715f88aa4a2ab373272d,outputs\unified\anomalydino_visa_seed_2_shot_2\summary.csv,073473b8f02c8dfc3959ffc0cdee6ffb939bc2b2f805b78c31b0f429c9fbb3d2
anomalydino_visa_seed_0_shot_4,AnomalyDINO,VisA,4,0,12,2162,higher_is_more_anomalous,0,False,0.9247943344334434,0.928596986568326,0.8770223551765185,0.9848280793688157,0.4289250301127035,0.9380686729446244,outputs\unified\anomalydino_visa_seed_0_shot_4\evaluation_report.json,8cf9d98434601f032b518003a443f4fef3089cff92bd91292d6a16c6c54cfaac,outputs\unified\anomalydino_visa_seed_0_shot_4\summary.csv,9fe119b790eeed7b1f0835e1ab6db69494c15d83c9dfb7693180fd4ec8781cd2
anomalydino_visa_seed_1_shot_4,AnomalyDINO,VisA,4,1,12,2162,higher_is_more_anomalous,0,False,0.9240668866886689,0.9318016243618068,0.881928557115053,0.9840389191952302,0.42481524587156727,0.9353505183340703,outputs\unified\anomalydino_visa_seed_1_shot_4\evaluation_report.json,0680f1fb9fb5c8292623768f5cce32c85dfd2edf57fe5379858cc1ead1db4ce5,outputs\unified\anomalydino_visa_seed_1_shot_4\summary.csv,3943a69e9a03aa675c39126a4c2ebc196c9c148f0dd0c5fdc298736cc1e1f5a8
anomalydino_visa_seed_2_shot_4,AnomalyDINO,VisA,4,2,12,2162,higher_is_more_anomalous,0,False,0.9285261551155116,0.9345830519126036,0.8859550307661782,0.9846876184646188,0.4354278159837354,0.9372300257048455,outputs\unified\anomalydino_visa_seed_2_shot_4\evaluation_report.json,0cb6f0636f55194bbe0e89ed8a4ef8683f99bb1cea6696325305b8c87adebcf2,outputs\unified\anomalydino_visa_seed_2_shot_4\summary.csv,5c1005bab8e171620b7ed96f94be9047bb735f543bbd08a19cf30176d351a892
promptad_visa_seed_0_shot_1,PromptAD,VisA,1,0,12,2162,higher_is_more_anomalous,0,True,0.8025005225522551,0.8293320462843924,0.7964688551936302,0.9620352039743318,0.28538365888834905,0.81726241517114,outputs\unified\promptad_visa_seed_0_shot_1\evaluation_report.json,2538ca233a7f0c2a89f385a417cc950d1cf5a4bf4df77ab8cbc393f9236ecde3,outputs\unified\promptad_visa_seed_0_shot_1\summary.csv,1f50af4043dcd5bd2a592df1ab2313a8b3ff81e6342a765eaaef5df4b138ecbe
promptad_visa_seed_1_shot_1,PromptAD,VisA,1,1,12,2162,higher_is_more_anomalous,0,True,0.8261558168316833,0.8464113809936961,0.8009982073603473,0.9594980469257051,0.2802304209605508,0.8121705252783494,outputs\unified\promptad_visa_seed_1_shot_1\evaluation_report.json,b15e48f9051e653670e4089ee67ea81c51dfc46b255885f806c7290497a7a6e6,outputs\unified\promptad_visa_seed_1_shot_1\summary.csv,2e59556a9ea953158c8c47274ab8952548a2038ee995db54f293af1be8ccc589
promptad_visa_seed_2_shot_1,PromptAD,VisA,1,2,12,2162,higher_is_more_anomalous,0,True,0.7991233223322333,0.8340646025021593,0.8025401664225432,0.9612769902444628,0.27881927448886495,0.8126855208222518,outputs\unified\promptad_visa_seed_2_shot_1\evaluation_report.json,80c78aaea96253d2faf4e0f88d62d028248331ed8f5f107084135275d7b18077,outputs\unified\promptad_visa_seed_2_shot_1\summary.csv,10d76d6ee7f85e1d3a72a0e0bad6402e5a31f212c8a4a67b0e42267086a7e2f8
promptad_visa_seed_0_shot_2,PromptAD,VisA,2,0,12,2162,higher_is_more_anomalous,0,True,0.8114541391639164,0.8356656578115768,0.8065007912850685,0.9679005291913344,0.29627299969852033,0.822539426868731,outputs\unified\promptad_visa_seed_0_shot_2\evaluation_report.json,4a8f2a6bcf75070077a10a2ad0ab4dd603329960815b3a75b18b73dbc2202790,outputs\unified\promptad_visa_seed_0_shot_2\summary.csv,8c909a9a93b57681f6d02980f92afd6d961e565de04ec0fabf126b2932e5bcee
