seed,shot,sample_count,image_auroc,image_ap,image_f1_max,pixel_auroc,pixel_ap,aupro,source
0,1,2162,0.6907123762376237,0.7435963546369599,0.7638191839182146,0.8578625126584193,0.21690179912979088,0.5058213986269728,D:\STUDY\My_github\sci_project\outputs\unified\patchcore_visa_seed_0_shot_1\summary.csv
0,2,2162,0.7241021727172717,0.762366712236064,0.767283643799686,0.8993102004422067,0.2512104299554616,0.5764909662921258,D:\STUDY\My_github\sci_project\outputs\unified\patchcore_visa_seed_0_shot_2\summary.csv
0,4,2162,0.7948000000000001,0.8122665172263512,0.8195679852127772,0.9207132684378618,0.26672109872833055,0.6348288786584179,D:\STUDY\My_github\sci_project\outputs\unified\patchcore_visa_seed_0_shot_4\summary.csv
1,1,2162,0.6828517326732674,0.7323235337254013,0.7603457383810189,0.8668825851932466,0.22687182250133134,0.5031422036961836,D:\STUDY\My_github\sci_project\outputs\unified\patchcore_visa_seed_1_shot_1\summary.csv
1,2,2162,0.7297607810781077,0.7698013020260278,0.7770935770256798,0.8989792877129573,0.256868910522699,0.5785514141274787,D:\STUDY\My_github\sci_project\outputs\unified\patchcore_visa_seed_1_shot_2\summary.csv
1,4,2162,0.7741276815181518,0.8072551133127943,0.7876002142941981,0.9213520611732747,0.32094823139783574,0.6085028528821719,D:\STUDY\My_github\sci_project\outputs\unified\patchcore_visa_seed_1_shot_4\summary.csv
2,1,2162,0.6672712458745874,0.7222871894447987,0.7531067688216465,0.8540041924516225,0.23232975011006865,0.5089167677139791,D:\STUDY\My_github\sci_project\outputs\unified\patchcore_visa_seed_2_shot_1\summary.csv
2,2,2162,0.7333506325632563,0.7750950721006732,0.7816030781886901,0.9028452182072629,0.2578508362620275,0.5836433042671907,D:\STUDY\My_github\sci_project\outputs\unified\patchcore_visa_seed_2_shot_2\summary.csv
2,4,2162,0.7914340484048404,0.814394638902996,0.8123476917794602,0.9164318758559847,0.2682277653642309,0.6228316575051539,D:\STUDY\My_github\sci_project\outputs\unified\patchcore_visa_seed_2_shot_4\summary.csv
