shot,seed_count,image_auroc_mean,image_auroc_std,image_ap_mean,image_ap_std,image_f1_max_mean,image_f1_max_std,pixel_auroc_mean,pixel_auroc_std,pixel_ap_mean,pixel_ap_std,aupro_mean,aupro_std
1,3,0.6802784515951595,0.011930548177029696,0.7327356926023867,0.010660559858732184,0.75909056370696,0.005465396316562416,0.8595830967677628,0.006609353762651295,0.22536779058039696,0.007823170832651914,0.5059601233457118,0.0028897804085425954
2,3,0.7290711954528786,0.004662633229366119,0.769087695454255,0.006394115416944434,0.7753267663380187,0.007321390940919175,0.9003782354541423,0.002142866943312344,0.25531005891339603,0.0035841683462052663,0.5795618948955984,0.00368168278976389
4,3,0.7867872433076641,0.011091924362440414,0.8113054231473805,0.0036655126223709366,0.8065052970954785,0.016765583082859074,0.9194990684890404,0.002675400348715576,0.2852990318301324,0.030882302107378416,0.6220544630152479,0.01318020985224618
