candidate,seed,shot,category,samples,pixel_stride,visual_pixel_auroc,visual_pixel_ap,visual_aupro,fused_pixel_auroc,fused_pixel_ap,fused_aupro,delta_pixel_auroc,delta_pixel_ap,delta_aupro,rescue_pixel_count,rescue_true_pixel_count,rescue_coverage,anomaly_coverage,rescue_precision,harm_rate,anomaly_prevalence,rescue_precision_lift,total_regions,rescued_regions,reason_counts,fallback_rate,router_stats,test_labels_used_by_router
permissive,0,1,bracket_white,60,8,0.9912126681180973,0.09433514780956423,0.9617686100166452,0.9910755688783984,0.09025790628765966,0.9611969235266851,-0.00013709923969884574,-0.0040772415219045705,-0.0005716864899600882,70,0,0.0003720238095238095,0.0,0.0,1.0,0.00022852891156462584,0.0,112,3,"{""pq_disagreement"": 106, ""rescue_applied"": 3, ""rescue_budget_clipped"": 3}",0.95,"{""total_samples"": 60, ""samples_with_candidates"": 48, ""samples_with_rescue"": 3, ""total_regions_proposed"": 325, ""total_regions_rescued"": 3, ""total_regions_rejected"": 109, ""total_pixels_rescued"": 70, ""fallback_rate"": 0.95, ""rescue_rate"": 0.05}",False
unbounded,0,1,bracket_white,60,8,0.9912126681180973,0.09433514780956423,0.9617686100166452,0.9912126681180973,0.09433514780956423,0.9617686100166452,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.00022852891156462584,0.0,22,0,"{""pq_disagreement"": 22}",1.0,"{""total_samples"": 60, ""samples_with_candidates"": 18, ""samples_with_rescue"": 0, ""total_regions_proposed"": 285, ""total_regions_rescued"": 0, ""total_regions_rejected"": 22, ""total_pixels_rescued"": 0, ""fallback_rate"": 1.0, ""rescue_rate"": 0.0}",False
strict,0,1,connector,44,8,0.9467822385194105,0.09832228961017495,0.795448354969583,0.9467822385194105,0.09832228961017495,0.795448354969583,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.005536873840445269,0.0,0,0,{},1.0,"{""total_samples"": 44, ""samples_with_candidates"": 0, ""samples_with_rescue"": 0, ""total_regions_proposed"": 1, ""total_regions_rescued"": 0, ""total_regions_rejected"": 0, ""total_pixels_rescued"": 0, ""fallback_rate"": 1.0, ""rescue_rate"": 0.0}",False
balanced,0,1,connector,44,8,0.9467822385194105,0.09832228961017495,0.795448354969583,0.9467822385194105,0.09832228961017495,0.795448354969583,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.005536873840445269,0.0,33,0,"{""pq_disagreement"": 33}",1.0,"{""total_samples"": 44, ""samples_with_candidates"": 23, ""samples_with_rescue"": 0, ""total_regions_proposed"": 47, ""total_regions_rescued"": 0, ""total_regions_rejected"": 33, ""total_pixels_rescued"": 0, ""fallback_rate"": 1.0, ""rescue_rate"": 0.0}",False
permissive,0,1,connector,44,8,0.9467822385194105,0.09832228961017495,0.795448354969583,0.9467822385194105,0.09832228961017495,0.795448354969583,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.005536873840445269,0.0,121,0,"{""visual_confident_normal"": 1, ""pq_disagreement"": 120}",1.0,"{""total_samples"": 44, ""samples_with_candidates"": 44, ""samples_with_rescue"": 0, ""total_regions_proposed"": 172, ""total_regions_rescued"": 0, ""total_regions_rejected"": 121, ""total_pixels_rescued"": 0, ""fallback_rate"": 1.0, ""rescue_rate"": 0.0}",False
unbounded,0,1,connector,44,8,0.9467822385194105,0.09832228961017495,0.795448354969583,0.9467822385194105,0.09832228961017495,0.795448354969583,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.005536873840445269,0.0,175,0,"{""pq_disagreement"": 175}",1.0,"{""total_samples"": 44, ""samples_with_candidates"": 44, ""samples_with_rescue"": 0, ""total_regions_proposed"": 430, ""total_regions_rescued"": 0, ""total_regions_rejected"": 175, ""total_pixels_rescued"": 0, ""fallback_rate"": 1.0, ""rescue_rate"": 0.0}",False
strict,0,1,metal_plate,97,8,0.9703775891019858,0.8471732544842592,0.9065564518094864,0.9703775891019858,0.8471732544842592,0.9065564518094864,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.11801428045444982,0.0,128,0,"{""reliability_too_low"": 47, ""visual_confident_normal"": 48, ""pq_disagreement"": 5, ""rescue_budget_clipped"": 28}",1.0,"{""total_samples"": 97, ""samples_with_candidates"": 63, ""samples_with_rescue"": 0, ""total_regions_proposed"": 131, ""total_regions_rescued"": 0, ""total_regions_rejected"": 128, ""total_pixels_rescued"": 0, ""fallback_rate"": 1.0, ""rescue_rate"": 0.0}",False
balanced,0,1,metal_plate,97,8,0.9703775891019858,0.8471732544842592,0.9065564518094864,0.9703544781487448,0.8466879889794551,0.9066648529963685,-2.3110953241034515e-05,-0.0004852655048040999,0.00010840118688204559,487,400,0.001600962549968441,0.011142371653806512,0.8213552361396304,0.17864476386036965,0.11801428045444982,6.959795314403923,252,21,"{""pq_disagreement"": 115, ""rescue_budget_clipped"": 91, ""visual_confident_normal"": 25, ""rescue_applied"": 21}",0.7835051546391752,"{""total_samples"": 97, ""samples_with_candidates"": 91, ""samples_with_rescue"": 21, ""total_regions_proposed"": 315, ""total_regions_rescued"": 21, ""total_regions_rejected"": 231, ""total_pixels_rescued"": 487, ""fallback_rate"": 0.7835051546391752, ""rescue_rate"": 0.21649484536082475}",False
permissive,0,1,metal_plate,97,8,0.9703775891019858,0.8471732544842592,0.9065564518094864,0.9699815057148744,0.8421324556146774,0.8983821176630624,-0.00039608338711139,-0.005040798869581753,-0.00817433414642399,559,211,0.001837655165158847,0.005877601047382936,0.3774597495527728,0.6225402504472273,0.11801428045444982,3.198424361011645,245,12,"{""pq_disagreement"": 194, ""visual_confident_normal"": 3, ""rescue_budget_clipped"": 36, ""rescue_applied"": 12}",0.8762886597938144,"{""total_samples"": 97, ""samples_with_candidates"": 87, ""samples_with_rescue"": 12, ""total_regions_proposed"": 464, ""total_regions_rescued"": 12, ""total_regions_rejected"": 233, ""total_pixels_rescued"": 559, ""fallback_rate"": 0.8762886597938144, ""rescue_rate"": 0.12371134020618557}",False
unbounded,0,1,metal_plate,97,8,0.9703775891019858,0.8471732544842592,0.9065564518094864,0.9699159569165812,0.8426204508571447,0.9092185402806187,-0.0004616321854046257,-0.004552803627114521,0.0026620884711322512,725,303,0.002383363139070061,0.008440346527758434,0.41793103448275865,0.5820689655172413,0.11801428045444982,3.5413598496164047,120,6,"{""pq_disagreement"": 112, ""rescue_applied"": 6, ""rescue_budget_clipped"": 2}",0.9381443298969072,"{""total_samples"": 97, ""samples_with_candidates"": 57, ""samples_with_rescue"": 6, ""total_regions_proposed"": 281, ""total_regions_rescued"": 6, ""total_regions_rejected"": 114, ""total_pixels_rescued"": 725, ""fallback_rate"": 0.9381443298969072, ""rescue_rate"": 0.061855670103092786}",False
strict,0,1,tubes,101,8,0.9750213751943643,0.5715182717942442,0.8792217237793654,0.9750213751943643,0.5715182717942442,0.8792217237793654,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.00816137098403718,0.0,70,0,"{""visual_confident_normal"": 34, ""reliability_too_low"": 34, ""rescue_budget_clipped"": 1, ""pq_disagreement"": 1}",1.0,"{""total_samples"": 101, ""samples_with_candidates"": 49, ""samples_with_rescue"": 0, ""total_regions_proposed"": 84, ""total_regions_rescued"": 0, ""total_regions_rejected"": 70, ""total_pixels_rescued"": 0, ""fallback_rate"": 1.0, ""rescue_rate"": 0.0}",False
balanced,0,1,tubes,101,8,0.9750213751943643,0.5715182717942442,0.8792217237793654,0.9750138599280328,0.5700276304040648,0.8792124914656695,-7.515266331470372e-06,-0.0014906413901794036,-9.23231369587274e-06,230,169,0.0007261567993534047,0.06537717601547388,0.7347826086956522,0.26521739130434785,0.00816137098403718,90.0317618366832,104,10,"{""rescue_budget_clipped"": 29, ""visual_confident_normal"": 24, ""pq_disagreement"": 41, ""rescue_applied"": 10}",0.900990099009901,"{""total_samples"": 101, ""samples_with_candidates"": 64, ""samples_with_rescue"": 10, ""total_regions_proposed"": 142, ""total_regions_rescued"": 10, ""total_regions_rejected"": 94, ""total_pixels_rescued"": 230, ""fallback_rate"": 0.900990099009901, ""rescue_rate"": 0.09900990099009901}",False
permissive,0,1,tubes,101,8,0.9750213751943643,0.5715182717942442,0.8792217237793654,0.975730551953336,0.5661732012892112,0.8817919522809212,0.0007091767589717524,-0.005345070505032967,0.00257022850155586,662,348,0.0020900687007476258,0.1346228239845261,0.525679758308157,0.47432024169184295,0.00816137098403718,64.41071718665084,164,17,"{""rescue_budget_clipped"": 32, ""visual_confident_normal"": 7, ""pq_disagreement"": 108, ""rescue_applied"": 17}",0.8415841584158416,"{""total_samples"": 101, ""samples_with_candidates"": 78, ""samples_with_rescue"": 16, ""total_regions_proposed"": 228, ""total_regions_rescued"": 17, ""total_regions_rejected"": 147, ""total_pixels_rescued"": 662, ""fallback_rate"": 0.8415841584158416, ""rescue_rate"": 0.15841584158415842}",False
unbounded,0,1,tubes,101,8,0.9750213751943643,0.5715182717942442,0.8792217237793654,0.9748199394583296,0.5558572595548423,0.8783820588534469,-0.00020143573603470522,-0.01566101223940186,-0.0008396649259184708,111,0,0.000350449585774904,0.0,0.0,1.0,0.00816137098403718,0.0,141,1,"{""pq_disagreement"": 140, ""rescue_applied"": 1}",0.9900990099009901,"{""total_samples"": 101, ""samples_with_candidates"": 69, ""samples_with_rescue"": 1, ""total_regions_proposed"": 484, ""total_regions_rescued"": 1, ""total_regions_rejected"": 140, ""total_pixels_rescued"": 111, ""fallback_rate"": 0.9900990099009901, ""rescue_rate"": 0.009900990099009901}",False
