"mode","image_auroc","pixel_auroc","pixel_ap","aupro"
"visual","0.6048","0.8429789655743684","0.05725751619175246","0.3299692608854646"
"text","0.8197132700770077","0.9374493048951211","0.17766884076354786","0.7551939897545911"
"fixed_w0","0.8197132700770077","0.9374493048951211","0.17766884076354786","0.7551939897545911"
"fixed_w025","0.8198716034103412","0.9481073889020717","0.1806465608325761","0.7707886227618909"
"fixed_w05","0.8201632700770077","0.9486054936180904","0.1809374276812222","0.7732271528794931"
"fixed_w075","0.8206882700770078","0.9488431257718917","0.18132215146591815","0.7740627217264842"
"fixed_w1","0.6048","0.8429789655743684","0.05725751619175246","0.3299692608854646"
"dynamic","0.8156417629262926","0.9487401050919408","0.18028736406017357","0.8154636914656682"
