shot,category,temperature,decision_margin,image_weight_mean,image_weight_q10,image_weight_q50,image_weight_q90,pixel_weight_mean,image_pixel_weight_gap_mean,visual_count,text_count,weighted_count
2,candle,0.2,0.05,0.9483794519305229,0.9499999880790709,0.9499999880790709,0.9499999880790709,0.39501079568222186,0.5533686562483009,200,0,0
2,candle,0.2,0.1,0.9483794519305229,0.9499999880790709,0.9499999880790709,0.9499999880790709,0.39501079568222186,0.5533686562483009,200,0,0
2,candle,0.2,0.15,0.9483794519305229,0.9499999880790709,0.9499999880790709,0.9499999880790709,0.39501079568222186,0.5533686562483009,200,0,0
2,candle,0.35,0.05,0.841522112328878,0.8432401023720973,0.8432401023720973,0.8432401023720973,0.4393250589724774,0.4021970533564004,200,0,0
2,candle,0.35,0.1,0.841522112328878,0.8432401023720973,0.8432401023720973,0.8432401023720973,0.4393250589724774,0.4021970533564004,200,0,0
2,candle,0.35,0.15,0.841522112328878,0.8432401023720973,0.8432401023720973,0.8432401023720973,0.4393250589724774,0.4021970533564004,199,0,1
2,candle,0.5,0.05,0.7630910601676443,0.7645475954666215,0.7645475954666215,0.7645475954666215,0.4574073199367497,0.3056837402308947,200,0,0
2,candle,0.5,0.1,0.7630910601676443,0.7645475954666215,0.7645475954666215,0.7645475954666215,0.4574073199367497,0.3056837402308947,199,0,1
2,candle,0.5,0.15,0.7630910601676443,0.7645475954666215,0.7645475954666215,0.7645475954666215,0.4574073199367497,0.3056837402308947,199,0,1
2,capsules,0.2,0.05,0.710725997760892,0.5006871879100799,0.6662754714488983,0.9499999880790709,0.46863613512493707,0.24332606448959443,101,0,59
2,capsules,0.2,0.1,0.710725997760892,0.5006871879100799,0.6662754714488983,0.9499999880790709,0.46863613512493707,0.24332606448959443,87,0,73
2,capsules,0.2,0.15,0.710725997760892,0.5006871879100799,0.6662754714488983,0.9499999880790709,0.46863613512493707,0.24332606448959443,83,0,77
2,capsules,0.35,0.05,0.6502595176902807,0.5003926789745655,0.5975046815755335,0.8432401023720973,0.48203548654940176,0.1689306617855419,90,0,70
2,capsules,0.35,0.1,0.6502595176902807,0.5003926789745655,0.5975046815755335,0.8432401023720973,0.48203548654940176,0.1689306617855419,79,0,81
2,capsules,0.35,0.15,0.6502595176902807,0.5003926789745655,0.5975046815755335,0.8432401023720973,0.48203548654940176,0.1689306617855419,70,0,90
2,capsules,0.5,0.05,0.6132739151896602,0.5002748753114146,0.5687014569793405,0.7645475954666215,0.48741747991747575,0.12635111648991587,86,0,74
2,capsules,0.5,0.1,0.6132739151896602,0.5002748753114146,0.5687014569793405,0.7645475954666215,0.48741747991747575,0.12635111648991587,71,0,89
2,capsules,0.5,0.15,0.6132739151896602,0.5002748753114146,0.5687014569793405,0.7645475954666215,0.48741747991747575,0.12635111648991587,60,0,100
2,cashew,0.2,0.05,0.7538446720441182,0.5098096311092377,0.7525156438350677,0.9499999880790709,0.2068755168386667,0.5469691552054515,117,0,33
2,cashew,0.2,0.1,0.7538446720441182,0.5098096311092377,0.7525156438350677,0.9499999880790709,0.2068755168386667,0.5469691552054515,107,0,43
2,cashew,0.2,0.15,0.7538446720441182,0.5098096311092377,0.7525156438350677,0.9499999880790709,0.2068755168386667,0.5469691552054515,90,0,60
2,cashew,0.35,0.05,0.6809421543413062,0.5056059879484047,0.6537313136206331,0.8432401023720973,0.3167326654060401,0.3642094889352661,108,0,42
2,cashew,0.35,0.1,0.6809421543413062,0.5056059879484047,0.6537313136206331,0.8432401023720973,0.3167326654060401,0.3642094889352661,89,0,61
2,cashew,0.35,0.15,0.6809421543413062,0.5056059879484047,0.6537313136206331,0.8432401023720973,0.3167326654060401,0.3642094889352661,76,0,74
2,cashew,0.5,0.05,0.6364358570609827,0.5039242754299048,0.6094114421454229,0.7645475954666215,0.36857305253309675,0.2678628045278861,99,0,51
2,cashew,0.5,0.1,0.6364358570609827,0.5039242754299048,0.6094114421454229,0.7645475954666215,0.36857305253309675,0.2678628045278861,77,0,73
2,cashew,0.5,0.15,0.6364358570609827,0.5039242754299048,0.6094114421454229,0.7645475954666215,0.36857305253309675,0.2678628045278861,68,0,82
2,chewinggum,0.2,0.05,0.9101490708192189,0.8607816457748414,0.9358406662940979,0.9499999880790709,0.1766930575766694,0.7334560132425495,149,1,0
2,chewinggum,0.2,0.1,0.9101490708192189,0.8607816457748414,0.9358406662940979,0.9499999880790709,0.1766930575766694,0.7334560132425495,149,0,1
2,chewinggum,0.2,0.15,0.9101490708192189,0.8607816457748414,0.9358406662940979,0.9499999880790709,0.1766930575766694,0.7334560132425495,149,0,1
2,chewinggum,0.35,0.05,0.7978189267451935,0.7390481203285824,0.8222473636362589,0.8432401023720973,0.2924787287155695,0.5053401980296239,149,0,1
2,chewinggum,0.35,0.1,0.7978189267451935,0.7390481203285824,0.8222473636362589,0.8432401023720973,0.2924787287155695,0.5053401980296239,148,0,2
2,chewinggum,0.35,0.15,0.7978189267451935,0.7390481203285824,0.8222473636362589,0.8432401023720973,0.2924787287155695,0.5053401980296239,147,0,3
2,chewinggum,0.5,0.05,0.7253463916325785,0.6745240830830791,0.7450143426376854,0.7645475954666215,0.349968901325294,0.37537749030728446,149,0,1
2,chewinggum,0.5,0.1,0.7253463916325785,0.6745240830830791,0.7450143426376854,0.7645475954666215,0.349968901325294,0.37537749030728446,147,0,3
2,chewinggum,0.5,0.15,0.7253463916325785,0.6745240830830791,0.7450143426376854,0.7645475954666215,0.349968901325294,0.37537749030728446,146,0,4
2,fryum,0.2,0.05,0.7297583166758219,0.5311914324760437,0.7018295228481293,0.9499999880790709,0.22711022714518606,0.5026480895306359,119,0,31
2,fryum,0.2,0.1,0.7297583166758219,0.5311914324760437,0.7018295228481293,0.9499999880790709,0.22711022714518606,0.5026480895306359,100,0,50
2,fryum,0.2,0.15,0.7297583166758219,0.5311914324760437,0.7018295228481293,0.9499999880790709,0.22711022714518606,0.5026480895306359,83,0,67
2,fryum,0.35,0.05,0.6592008499260611,0.5178392814410592,0.6199080005489207,0.8432401023720973,0.331693622535164,0.32750722739089705,107,0,43
2,fryum,0.35,0.1,0.6592008499260611,0.5178392814410592,0.6199080005489207,0.8432401023720973,0.331693622535164,0.32750722739089705,79,0,71
2,fryum,0.35,0.15,0.6592008499260611,0.5178392814410592,0.6199080005489207,0.8432401023720973,0.331693622535164,0.32750722739089705,64,0,86
2,fryum,0.5,0.05,0.6189015066073623,0.5124902017638764,0.5847759490406561,0.7645475954666215,0.3797741487305123,0.23912735787685008,94,0,56
2,fryum,0.5,0.1,0.6189015066073623,0.5124902017638764,0.5847759490406561,0.7645475954666215,0.3797741487305123,0.23912735787685008,67,0,83
2,fryum,0.5,0.15,0.6189015066073623,0.5124902017638764,0.5847759490406561,0.7645475954666215,0.3797741487305123,0.23912735787685008,55,0,95
2,macaroni1,0.2,0.05,0.9419839265942573,0.9499999880790709,0.9499999880790709,0.9499999880790709,0.47544427545535656,0.4665396511389007,200,0,0
2,macaroni1,0.2,0.1,0.9419839265942573,0.9499999880790709,0.9499999880790709,0.9499999880790709,0.47544427545535656,0.4665396511389007,200,0,0
2,macaroni1,0.2,0.15,0.9419839265942573,0.9499999880790709,0.9499999880790709,0.9499999880790709,0.47544427545535656,0.4665396511389007,200,0,0
2,macaroni1,0.35,0.05,0.8352643809066865,0.8432401023720973,0.8432401023720973,0.8432401023720973,0.4859586474320035,0.3493057334746828,200,0,0
2,macaroni1,0.35,0.1,0.8352643809066865,0.8432401023720973,0.8432401023720973,0.8432401023720973,0.4859586474320035,0.3493057334746828,199,0,1
2,macaroni1,0.35,0.15,0.8352643809066865,0.8432401023720973,0.8432401023720973,0.8432401023720973,0.4859586474320035,0.3493057334746828,197,0,3
2,macaroni1,0.5,0.05,0.7579178063181976,0.7645475954666215,0.7645475954666215,0.7645475954666215,0.4901694051234511,0.26774840119474647,200,0,0
2,macaroni1,0.5,0.1,0.7579178063181976,0.7645475954666215,0.7645475954666215,0.7645475954666215,0.4901694051234511,0.26774840119474647,197,0,3
2,macaroni1,0.5,0.15,0.7579178063181976,0.7645475954666215,0.7645475954666215,0.7645475954666215,0.4901694051234511,0.26774840119474647,194,0,6
2,macaroni2,0.2,0.05,0.685325232744217,0.5363140106201172,0.6186074316501617,0.9499999880790709,0.7230192777909159,0.1431857874574903,153,0,47
2,macaroni2,0.2,0.1,0.685325232744217,0.5363140106201172,0.6186074316501617,0.9499999880790709,0.7230192777909159,0.1431857874574903,113,0,87
2,macaroni2,0.2,0.15,0.685325232744217,0.5363140106201172,0.6186074316501617,0.9499999880790709,0.7230192777909159,0.1431857874574903,84,0,116
2,macaroni2,0.35,0.05,0.6234748478291582,0.5207754970960846,0.5686553737263084,0.8432401023720973,0.633771429296223,0.10037091559489206,124,0,76
2,macaroni2,0.35,0.1,0.6234748478291582,0.5207754970960846,0.5686553737263084,0.8432401023720973,0.633771429296223,0.10037091559489206,82,0,118
2,macaroni2,0.35,0.15,0.6234748478291582,0.5207754970960846,0.5686553737263084,0.8432401023720973,0.633771429296223,0.10037091559489206,67,0,133
2,macaroni2,0.5,0.05,0.5909825828245554,0.514547119450242,0.548214009911878,0.7645475954666215,0.5948204779798143,0.07499825556983465,98,0,102
2,macaroni2,0.5,0.1,0.5909825828245554,0.514547119450242,0.548214009911878,0.7645475954666215,0.5948204779798143,0.07499825556983465,71,0,129
2,macaroni2,0.5,0.15,0.5909825828245554,0.514547119450242,0.548214009911878,0.7645475954666215,0.5948204779798143,0.07499825556983465,47,0,153
2,pcb1,0.2,0.05,0.9251636758446693,0.8645552635192871,0.9499999880790709,0.9499999880790709,0.3192840022382387,0.6058796736064306,200,0,0
2,pcb1,0.2,0.1,0.9251636758446693,0.8645552635192871,0.9499999880790709,0.9499999880790709,0.3192840022382387,0.6058796736064306,200,0,0
2,pcb1,0.2,0.15,0.9251636758446693,0.8645552635192871,0.9499999880790709,0.9499999880790709,0.3192840022382387,0.6058796736064306,199,0,1
