shot,category,temperature,decision_margin,image_auroc,image_ap,visual_count,text_count,weighted_count,image_weight_mean
2,chewinggum,0.2,0.05,0.9823999999999999,0.9924236387459593,149,1,0,0.9101489186286926
2,chewinggum,0.2,0.1,0.9823999999999999,0.9924236387459593,149,0,1,0.9101489186286926
2,chewinggum,0.2,0.15,0.9823999999999999,0.9924236387459593,149,0,1,0.9101489186286926
2,chewinggum,0.35,0.05,0.982,0.9923491030484126,149,0,1,0.8227518796920776
2,chewinggum,0.35,0.1,0.982,0.9923491030484126,148,0,2,0.8227518796920776
2,chewinggum,0.35,0.15,0.982,0.9923491030484126,147,0,3,0.8227518796920776
2,chewinggum,0.5,0.05,0.9804,0.9917208499364116,149,0,1,0.7516172528266907
2,chewinggum,0.5,0.1,0.9804,0.9917208499364116,147,0,3,0.7516172528266907
2,chewinggum,0.5,0.15,0.9804,0.9917208499364116,146,0,4,0.7516172528266907
2,fryum,0.2,0.05,0.9044,0.9551244466373037,119,0,31,0.7297583222389221
2,fryum,0.2,0.1,0.9044,0.9551244466373037,100,0,50,0.7297583222389221
2,fryum,0.2,0.15,0.9044,0.9551244466373037,83,0,67,0.7297583222389221
2,fryum,0.35,0.05,0.9282,0.9668460216908658,107,0,43,0.6737568378448486
2,fryum,0.35,0.1,0.9282,0.9668460216908658,79,0,71,0.6737568378448486
2,fryum,0.35,0.15,0.9282,0.9668460216908658,64,0,86,0.6737568378448486
2,fryum,0.5,0.05,0.927,0.9664102964196142,94,0,56,0.6347364783287048
2,fryum,0.5,0.1,0.927,0.9664102964196142,67,0,83,0.6347364783287048
2,fryum,0.5,0.15,0.927,0.9664102964196142,55,0,95,0.6347364783287048
2,macaroni1,0.2,0.05,0.8674000000000001,0.8547830772355928,200,0,0,0.9419838190078735
2,macaroni1,0.2,0.1,0.8674000000000001,0.8547830772355928,200,0,0,0.9419838190078735
2,macaroni1,0.2,0.15,0.8674000000000001,0.8547830772355928,200,0,0,0.9419838190078735
2,macaroni1,0.35,0.05,0.8658,0.8529503591241782,200,0,0,0.9150815010070801
2,macaroni1,0.35,0.1,0.8658,0.8529503591241782,199,0,1,0.9150815010070801
2,macaroni1,0.35,0.15,0.8658,0.8529503591241782,197,0,3,0.9150815010070801
2,macaroni1,0.5,0.05,0.8674000000000001,0.8547830772355928,200,0,0,0.8462623357772827
2,macaroni1,0.5,0.1,0.8674000000000001,0.8547830772355928,197,0,3,0.8462623357772827
2,macaroni1,0.5,0.15,0.8674000000000001,0.8547830772355928,194,0,6,0.8462623357772827
2,macaroni2,0.2,0.05,0.7156,0.7049391066300092,153,0,47,0.6853252649307251
2,macaroni2,0.2,0.1,0.7156,0.7049391066300092,113,0,87,0.6853252649307251
2,macaroni2,0.2,0.15,0.7156,0.7049391066300092,84,0,116,0.6853252649307251
2,macaroni2,0.35,0.05,0.7219,0.7075951351394192,124,0,76,0.630776584148407
2,macaroni2,0.35,0.1,0.7219,0.7075951351394192,82,0,118,0.630776584148407
2,macaroni2,0.35,0.15,0.7219,0.7075951351394192,67,0,133,0.630776584148407
2,macaroni2,0.5,0.05,0.7221000000000001,0.7076547885323098,98,0,102,0.598912239074707
2,macaroni2,0.5,0.1,0.7221000000000001,0.7076547885323098,71,0,129,0.598912239074707
2,macaroni2,0.5,0.15,0.7221000000000001,0.7076547885323098,47,0,153,0.598912239074707
2,pcb1,0.2,0.05,0.8316000000000001,0.7930482485675435,200,0,0,0.9251635670661926
2,pcb1,0.2,0.1,0.8316000000000001,0.7930482485675435,200,0,0,0.9251635670661926
2,pcb1,0.2,0.15,0.8316000000000001,0.7930482485675435,199,0,1,0.9251635670661926
2,pcb1,0.35,0.05,0.8213000000000001,0.8387513583628511,200,0,0,0.8655869364738464
2,pcb1,0.35,0.1,0.8213000000000001,0.8387513583628511,199,0,1,0.8655869364738464
2,pcb1,0.35,0.15,0.8213000000000001,0.8387513583628511,194,0,6,0.8655869364738464
2,pcb1,0.5,0.05,0.8519000000000001,0.8666972333734695,200,0,0,0.7954652309417725
2,pcb1,0.5,0.1,0.8519000000000001,0.8666972333734695,194,0,6,0.7954652309417725
2,pcb1,0.5,0.15,0.8519000000000001,0.8666972333734695,187,0,13,0.7954652309417725
2,pcb2,0.2,0.05,0.6219,0.6502833134476359,160,0,40,0.7798812389373779
2,pcb2,0.2,0.1,0.6219,0.6502833134476359,146,0,54,0.7798812389373779
2,pcb2,0.2,0.15,0.6219,0.6502833134476359,139,0,61,0.7798812389373779
2,pcb2,0.35,0.05,0.6208,0.6447751807850914,148,0,52,0.7226884365081787
2,pcb2,0.35,0.1,0.6208,0.6447751807850914,136,0,64,0.7226884365081787
2,pcb2,0.35,0.15,0.6208,0.6447751807850914,121,0,79,0.7226884365081787
2,pcb2,0.5,0.05,0.6205,0.6439152999252107,144,0,56,0.6755372881889343
2,pcb2,0.5,0.1,0.6205,0.6439152999252107,124,0,76,0.6755372881889343
2,pcb2,0.5,0.15,0.6205,0.6439152999252107,105,0,95,0.6755372881889343
2,pcb3,0.2,0.05,0.6168316831683168,0.6943105481028375,201,0,0,0.9499999284744263
2,pcb3,0.2,0.1,0.6168316831683168,0.6943105481028375,201,0,0,0.9499999284744263
2,pcb3,0.2,0.15,0.6168316831683168,0.6943105481028375,201,0,0,0.9499999284744263
2,pcb3,0.35,0.05,0.6163366336633663,0.6914764383719886,201,0,0,0.938652515411377
2,pcb3,0.35,0.1,0.6163366336633663,0.6914764383719886,201,0,0,0.938652515411377
2,pcb3,0.35,0.15,0.6163366336633663,0.6914764383719886,201,0,0,0.938652515411377
2,pcb3,0.5,0.05,0.6168316831683168,0.6943105481028375,201,0,0,0.871360719203949
2,pcb3,0.5,0.1,0.6168316831683168,0.6943105481028375,201,0,0,0.871360719203949
2,pcb3,0.5,0.15,0.6168316831683168,0.6943105481028375,201,0,0,0.871360719203949
2,pcb4,0.2,0.05,0.9013861386138614,0.8987343853632144,198,0,3,0.8386902809143066
2,pcb4,0.2,0.1,0.9013861386138614,0.8987343853632144,184,0,17,0.8386902809143066
2,pcb4,0.2,0.15,0.9013861386138614,0.8987343853632144,168,0,33,0.8386902809143066
2,pcb4,0.35,0.05,0.9376237623762377,0.9424820696695607,190,0,11,0.7724120616912842
2,pcb4,0.35,0.1,0.9376237623762377,0.9424820696695607,159,0,42,0.7724120616912842
2,pcb4,0.35,0.15,0.9376237623762377,0.9424820696695607,146,0,55,0.7724120616912842
2,pcb4,0.5,0.05,0.938910891089109,0.943394710380442,176,0,25,0.7156984806060791
2,pcb4,0.5,0.1,0.938910891089109,0.943394710380442,148,0,53,0.7156984806060791
2,pcb4,0.5,0.15,0.938910891089109,0.943394710380442,134,0,67,0.7156984806060791
2,pipe_fryum,0.2,0.05,0.9206,0.9620255718648392,52,0,98,0.6022893190383911
2,pipe_fryum,0.2,0.1,0.9206,0.9620255718648392,44,0,106,0.6022893190383911
2,pipe_fryum,0.2,0.15,0.9206,0.9620255718648392,35,0,115,0.6022893190383911
2,pipe_fryum,0.35,0.05,0.9228,0.9627326176298665,44,0,106,0.577881395816803
2,pipe_fryum,0.35,0.1,0.9228,0.9627326176298665,33,0,117,0.577881395816803
2,pipe_fryum,0.35,0.15,0.9228,0.9627326176298665,25,0,125,0.577881395816803
2,pipe_fryum,0.5,0.05,0.9228,0.9627326176298665,39,0,111,0.5605763792991638
2,pipe_fryum,0.5,0.1,0.9228,0.9627326176298665,26,0,124,0.5605763792991638
2,pipe_fryum,0.5,0.15,0.9228,0.9627326176298665,22,0,128,0.5605763792991638
4,candle,0.2,0.05,0.8163999999999999,0.8336828624256878,187,0,13,0.8377132415771484
4,candle,0.2,0.1,0.8163999999999999,0.8336828624256878,177,0,23,0.8377132415771484
4,candle,0.2,0.15,0.8163999999999999,0.8336828624256878,167,0,33,0.8377132415771484
4,candle,0.35,0.05,0.8145,0.8323367282478685,180,0,20,0.7757702469825745
4,candle,0.35,0.1,0.8145,0.8323367282478685,164,0,36,0.7757702469825745
4,candle,0.35,0.15,0.8145,0.8323367282478685,145,0,55,0.7757702469825745
4,candle,0.5,0.05,0.8137,0.8309118483112834,171,0,29,0.7193055748939514
4,candle,0.5,0.1,0.8137,0.8309118483112834,148,0,52,0.7193055748939514
4,candle,0.5,0.15,0.8137,0.8309118483112834,135,0,65,0.7193055748939514
4,capsules,0.2,0.05,0.8326666666666668,0.8998006572391837,144,0,16,0.8158670663833618
4,capsules,0.2,0.1,0.8326666666666668,0.8998006572391837,132,0,28,0.8158670663833618
4,capsules,0.2,0.15,0.8326666666666668,0.8998006572391837,126,0,34,0.8158670663833618
4,capsules,0.35,0.05,0.8243333333333334,0.8912062591920056,136,0,24,0.7594118714332581
4,capsules,0.35,0.1,0.8243333333333334,0.8912062591920056,123,0,37,0.7594118714332581
4,capsules,0.35,0.15,0.8243333333333334,0.8912062591920056,107,0,53,0.7594118714332581
4,capsules,0.5,0.05,0.8278333333333334,0.8939375452093397,130,0,30,0.7071524858474731
4,capsules,0.5,0.1,0.8278333333333334,0.8939375452093397,109,0,51,0.7071524858474731
4,capsules,0.5,0.15,0.8278333333333334,0.8939375452093397,95,0,65,0.7071524858474731
4,cashew,0.2,0.05,0.7388,0.8655398986406376,149,0,1,0.8693975806236267
4,cashew,0.2,0.1,0.7388,0.8655398986406376,145,0,5,0.8693975806236267
4,cashew,0.2,0.15,0.7388,0.8655398986406376,134,0,16,0.8693975806236267
4,cashew,0.35,0.05,0.7514,0.8873423788851458,148,0,2,0.8064647316932678
4,cashew,0.35,0.1,0.7514,0.8873423788851458,131,0,19,0.8064647316932678
4,cashew,0.35,0.15,0.7514,0.8873423788851458,121,0,29,0.8064647316932678
4,cashew,0.5,0.05,0.7596,0.8925552981719854,137,0,13,0.7451609373092651
4,cashew,0.5,0.1,0.7596,0.8925552981719854,124,0,26,0.7451609373092651
4,cashew,0.5,0.15,0.7596,0.8925552981719854,110,0,40,0.7451609373092651
4,chewinggum,0.2,0.05,0.988,0.994279740859555,150,0,0,0.9082977175712585
4,chewinggum,0.2,0.1,0.988,0.994279740859555,150,0,0,0.9082977175712585
4,chewinggum,0.2,0.15,0.988,0.994279740859555,150,0,0,0.9082977175712585
4,chewinggum,0.35,0.05,0.9876,0.9943261480928467,150,0,0,0.8122748732566833
4,chewinggum,0.35,0.1,0.9876,0.9943261480928467,150,0,0,0.8122748732566833
4,chewinggum,0.35,0.15,0.9876,0.9943261480928467,150,0,0,0.8122748732566833
4,chewinggum,0.5,0.05,0.9842,0.9930420055671135,150,0,0,0.7406783103942871
4,chewinggum,0.5,0.1,0.9842,0.9930420055671135,150,0,0,0.7406783103942871
4,chewinggum,0.5,0.15,0.9842,0.9930420055671135,149,0,1,0.7406783103942871
4,fryum,0.2,0.05,0.927,0.9664102964196142,150,0,0,0.9455609321594238
4,fryum,0.2,0.1,0.927,0.9664102964196142,150,0,0,0.9455609321594238
4,fryum,0.2,0.15,0.927,0.9664102964196142,150,0,0,0.9455609321594238
4,fryum,0.35,0.05,0.9048,0.9413039405566089,150,0,0,0.9014172554016113
4,fryum,0.35,0.1,0.9048,0.9413039405566089,150,0,0,0.9014172554016113
4,fryum,0.35,0.15,0.9048,0.9413039405566089,148,0,2,0.9014172554016113
4,fryum,0.5,0.05,0.927,0.9664102964196142,150,0,0,0.8289309740066528
4,fryum,0.5,0.1,0.927,0.9664102964196142,149,0,1,0.8289309740066528
4,fryum,0.5,0.15,0.927,0.9664102964196142,148,0,2,0.8289309740066528
4,macaroni1,0.2,0.05,0.8674000000000001,0.8547830772355928,200,0,0,0.9459561109542847
4,macaroni1,0.2,0.1,0.8674000000000001,0.8547830772355928,200,0,0,0.9459561109542847
4,macaroni1,0.2,0.15,0.8674000000000001,0.8547830772355928,200,0,0,0.9459561109542847
4,macaroni1,0.35,0.05,0.8643500000000001,0.8441955851976115,200,0,0,0.9219464063644409
4,macaroni1,0.35,0.1,0.8643500000000001,0.8441955851976115,200,0,0,0.9219464063644409
4,macaroni1,0.35,0.15,0.8643500000000001,0.8441955851976115,200,0,0,0.9219464063644409
4,macaroni1,0.5,0.05,0.8674000000000001,0.8547830772355928,200,0,0,0.8527787923812866
4,macaroni1,0.5,0.1,0.8674000000000001,0.8547830772355928,200,0,0,0.8527787923812866
4,macaroni1,0.5,0.15,0.8674000000000001,0.8547830772355928,197,0,3,0.8527787923812866
4,macaroni2,0.2,0.05,0.7239,0.7292607188636495,200,0,0,0.9467414617538452
4,macaroni2,0.2,0.1,0.7239,0.7292607188636495,200,0,0,0.9467414617538452
4,macaroni2,0.2,0.15,0.7239,0.7292607188636495,200,0,0,0.9467414617538452
4,macaroni2,0.35,0.05,0.6517000000000001,0.6370164917539894,200,0,0,0.897226095199585
4,macaroni2,0.35,0.1,0.6517000000000001,0.6370164917539894,200,0,0,0.897226095199585
4,macaroni2,0.35,0.15,0.6517000000000001,0.6370164917539894,199,0,1,0.897226095199585
4,macaroni2,0.5,0.05,0.7221000000000001,0.7076547885323098,200,0,0,0.8235493302345276
4,macaroni2,0.5,0.1,0.7221000000000001,0.7076547885323098,199,0,1,0.8235493302345276
4,macaroni2,0.5,0.15,0.7221000000000001,0.7076547885323098,199,0,1,0.8235493302345276
4,pcb1,0.2,0.05,0.8519000000000001,0.8666972333734695,200,0,0,0.949943482875824
4,pcb1,0.2,0.1,0.8519000000000001,0.8666972333734695,200,0,0,0.949943482875824
4,pcb1,0.2,0.15,0.8519000000000001,0.8666972333734695,200,0,0,0.949943482875824
4,pcb1,0.35,0.05,0.8363,0.8158118769852069,200,0,0,0.9299642443656921
4,pcb1,0.35,0.1,0.8363,0.8158118769852069,200,0,0,0.9299642443656921
4,pcb1,0.35,0.15,0.8363,0.8158118769852069,200,0,0,0.9299642443656921
4,pcb1,0.5,0.05,0.8519000000000001,0.8666972333734695,200,0,0,0.860525369644165
4,pcb1,0.5,0.1,0.8519000000000001,0.8666972333734695,200,0,0,0.860525369644165
4,pcb1,0.5,0.15,0.8519000000000001,0.8666972333734695,200,0,0,0.860525369644165
4,pcb2,0.2,0.05,0.6192,0.6330317390416498,162,0,38,0.7724442481994629
4,pcb2,0.2,0.1,0.6192,0.6330317390416498,148,0,52,0.7724442481994629
4,pcb2,0.2,0.15,0.6192,0.6330317390416498,137,0,63,0.7724442481994629
4,pcb2,0.35,0.05,0.6213000000000001,0.6475191748084972,152,0,48,0.7130151391029358
4,pcb2,0.35,0.1,0.6213000000000001,0.6475191748084972,133,0,67,0.7130151391029358
4,pcb2,0.35,0.15,0.6213000000000001,0.6475191748084972,115,0,85,0.7130151391029358
4,pcb2,0.5,0.05,0.6205,0.6439152999252107,143,0,57,0.6669871807098389
4,pcb2,0.5,0.1,0.6205,0.6439152999252107,118,0,82,0.6669871807098389
4,pcb2,0.5,0.15,0.6205,0.6439152999252107,97,0,103,0.6669871807098389
4,pcb3,0.2,0.05,0.6168316831683168,0.6943105481028375,201,0,0,0.9499337077140808
4,pcb3,0.2,0.1,0.6168316831683168,0.6943105481028375,201,0,0,0.9499337077140808
4,pcb3,0.2,0.15,0.6168316831683168,0.6943105481028375,201,0,0,0.9499337077140808
4,pcb3,0.35,0.05,0.6049504950495049,0.6347844561998914,201,0,0,0.9329817295074463
4,pcb3,0.35,0.1,0.6049504950495049,0.6347844561998914,201,0,0,0.9329817295074463
4,pcb3,0.35,0.15,0.6049504950495049,0.6347844561998914,201,0,0,0.9329817295074463
4,pcb3,0.5,0.05,0.6168316831683168,0.6943105481028375,201,0,0,0.8643706440925598
4,pcb3,0.5,0.1,0.6168316831683168,0.6943105481028375,201,0,0,0.8643706440925598
4,pcb3,0.5,0.15,0.6168316831683168,0.6943105481028375,201,0,0,0.8643706440925598
4,pcb4,0.2,0.05,0.9097029702970297,0.9190604711568147,178,0,23,0.7815476655960083
4,pcb4,0.2,0.1,0.9097029702970297,0.9190604711568147,153,0,48,0.7815476655960083
4,pcb4,0.2,0.15,0.9097029702970297,0.9190604711568147,140,0,61,0.7815476655960083
4,pcb4,0.35,0.05,0.9411881188118811,0.9444322512429147,156,0,45,0.7229279279708862
4,pcb4,0.35,0.1,0.9411881188118811,0.9444322512429147,137,0,64,0.7229279279708862
4,pcb4,0.35,0.15,0.9411881188118811,0.9444322512429147,116,0,85,0.7229279279708862
4,pcb4,0.5,0.05,0.938910891089109,0.943394710380442,147,0,54,0.675494372844696
4,pcb4,0.5,0.1,0.938910891089109,0.943394710380442,117,0,84,0.675494372844696
4,pcb4,0.5,0.15,0.938910891089109,0.943394710380442,99,0,102,0.675494372844696
4,pipe_fryum,0.2,0.05,0.8806,0.9308493858655492,147,0,3,0.8023130297660828
4,pipe_fryum,0.2,0.1,0.8806,0.9308493858655492,144,0,6,0.8023130297660828
4,pipe_fryum,0.2,0.15,0.8806,0.9308493858655492,127,0,23,0.8023130297660828
4,pipe_fryum,0.35,0.05,0.9191999999999999,0.9613784761462272,146,0,4,0.7248169183731079
4,pipe_fryum,0.35,0.1,0.9191999999999999,0.9613784761462272,116,0,34,0.7248169183731079
4,pipe_fryum,0.35,0.15,0.9191999999999999,0.9613784761462272,93,0,57,0.7248169183731079
4,pipe_fryum,0.5,0.05,0.9228,0.9627326176298665,136,0,14,0.67315274477005
4,pipe_fryum,0.5,0.1,0.9228,0.9627326176298665,99,0,51,0.67315274477005
4,pipe_fryum,0.5,0.15,0.9228,0.9627326176298665,73,0,77,0.67315274477005
